variable,x,y
biome,1.0,0.7183834314346313
biome,2.0,0.06391922384500504
biome,3.0,0.02862648479640484
biome,4.0,0.02862648479640484
biome,5.0,0.02862648479640484
biome,7.0,0.02862648479640484
biome,8.0,0.02862648479640484
biome,9.0,0.344176322221756
biome,10.0,0.02862648479640484
biome,11.0,0.02862648479640484
biome,12.0,0.02862648479640484
biome,13.0,0.13581909239292145
biome,14.0,0.5473413467407227
