variable,x,y
bio17,-128.4,0.3741833567619324
bio17,-125.31840000000001,0.3741833567619324
bio17,-122.2368,0.3741833567619324
bio17,-119.15520000000001,0.3741833567619324
bio17,-116.0736,0.3741833567619324
bio17,-112.992,0.3741833567619324
bio17,-109.91040000000001,0.3741833567619324
bio17,-106.8288,0.3741833567619324
bio17,-103.7472,0.3741833567619324
bio17,-100.66560000000001,0.3741833567619324
bio17,-97.584,0.3741833567619324
bio17,-94.5024,0.3741833567619324
bio17,-91.4208,0.3741833567619324
bio17,-88.3392,0.3741833567619324
bio17,-85.2576,0.3741833567619324
bio17,-82.176,0.3741833567619324
bio17,-79.09440000000001,0.3741833567619324
bio17,-76.0128,0.3741833567619324
bio17,-72.9312,0.3741833567619324
bio17,-69.8496,0.3741833567619324
bio17,-66.768,0.3741833567619324
bio17,-63.686400000000006,0.3741833567619324
bio17,-60.6048,0.3741833567619324
bio17,-57.5232,0.3741833567619324
bio17,-54.441599999999994,0.3741833567619324
bio17,-51.359999999999985,0.3741833567619324
bio17,-48.278400000000005,0.3741833567619324
bio17,-45.196799999999996,0.3741833567619324
bio17,-42.11519999999999,0.3741833567619324
bio17,-39.03359999999999,0.3741833567619324
bio17,-35.952,0.3741833567619324
bio17,-32.870400000000004,0.3741833567619324
bio17,-29.788799999999995,0.3741833567619324
bio17,-26.707199999999986,0.3741833567619324
bio17,-23.62559999999999,0.3741833567619324
bio17,-20.543999999999997,0.3741833567619324
bio17,-17.462400000000002,0.3741833567619324
bio17,-14.380799999999994,0.3741833567619324
bio17,-11.299199999999985,0.3741833567619324
bio17,-8.21759999999999,0.3741833567619324
bio17,-5.135999999999996,0.3741833567619324
bio17,-2.054399999999987,0.3741833567619324
bio17,1.0271999999999935,0.38269948959350586
bio17,4.108800000000002,0.40899237990379333
bio17,7.190400000000011,0.43635767698287964
bio17,10.27200000000002,0.4647217392921448
bio17,13.3536,0.49398934841156006
bio17,16.43520000000001,0.5240424871444702
bio17,19.516800000000018,0.554739236831665
bio17,22.598400000000026,0.5859135389328003
bio17,25.680000000000035,0.6173754930496216
bio17,28.761599999999987,0.6489130258560181
bio17,31.843199999999996,0.6802938580513
bio17,34.924800000000005,0.7112695574760437
bio17,38.00640000000001,0.7415803074836731
bio17,41.08800000000002,0.7709612250328064
bio17,44.16960000000003,0.7991496324539185
bio17,47.25120000000001,0.8258938789367676
bio17,50.33280000000002,0.8509621620178223
bio17,53.41440000000003,0.8713321685791016
bio17,56.49600000000001,0.8709494471549988
bio17,59.57760000000002,0.8701647520065308
bio17,62.6592,0.8693565726280212
bio17,65.74080000000001,0.8685247302055359
bio17,68.82240000000002,0.8676689267158508
bio17,71.90400000000002,0.8667890429496765
bio17,74.98560000000003,0.8658848404884338
bio17,78.06720000000001,0.8649560809135437
bio17,81.14880000000002,0.8640026450157166
bio17,84.23040000000003,0.8630242347717285
bio17,87.31200000000001,0.86202073097229
bio17,90.39360000000002,0.8609917759895325
bio17,93.4752,0.8599372506141663
bio17,96.55680000000001,0.8588568568229675
bio17,99.63840000000002,0.857750415802002
bio17,102.72000000000003,0.8566176891326904
bio17,105.80160000000004,0.8554584383964539
bio17,108.88320000000004,0.8542723655700684
bio17,111.96480000000003,0.8530593514442444
bio17,115.0464,0.8518190383911133
bio17,118.12800000000001,0.8505512475967407
bio17,121.20960000000002,0.8492557406425476
