spcode,x,y
tapses,-70.87083333,42.26603936
temamb,-70.87916667,42.27437269
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.92083333,42.24937269
temamb,-70.92083333,42.24937269
temamb,-70.92083333,42.24937269
temamb,-70.92083333,42.24937269
temamb,-70.92083333,42.24937269
temamb,-70.92083333,42.24937269
temamb,-70.87916667,42.27437269
temamb,-70.87916667,42.27437269
temamb,-70.87916667,42.27437269
temamb,-70.87916667,42.27437269
temamb,-70.87916667,42.27437269
temamb,-70.87916667,42.27437269
temamb,-70.87916667,42.27437269
temamb,-70.90416667,42.24937269
temamb,-70.90416667,42.24937269
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-70.97083333,42.36603936
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.00416667,42.29937269
temamb,-71.0125,42.29937269
temamb,-71.0125,42.29937269
temamb,-71.0125,42.29937269
temamb,-71.0125,42.29937269
temamb,-71.0125,42.29937269
temamb,-71.0125,42.29937269
temamb,-70.8724,42.2625
temamb,-70.87083333,42.26603936
temamb,-70.8727,42.266
temamb,-70.8734,42.2651
temamb,-70.8785,42.2728
temcur,-70.87916667,42.27437269
temcur,-70.87916667,42.27437269
temcur,-70.87916667,42.27437269
temcur,-70.87916667,42.27437269
temcur,-70.97083333,42.36603936
temcur,-70.97083333,42.36603936
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.92083333,42.24937269
temcur,-70.87916667,42.27437269
temcur,-70.87083333,42.26603936
temcur,-70.87083333,42.26603936
temcur,-70.87083333,42.26603936
temcur,-70.87083333,42.26603936
temcur,-70.87083333,42.26603936
temcur,-70.87083333,42.26603936
temcur,-70.97083333,42.36603936
temcur,-70.90416667,42.24937269
temcur,-70.90416667,42.24937269
temcur,-70.90416667,42.24937269
temcur,-70.90416667,42.24937269
temcur,-70.90416667,42.24937269
temcur,-70.90416667,42.24937269
temcur,-70.90416667,42.24937269
temcur,-70.97083333,42.36603936
temcur,-70.97083333,42.36603936
temcur,-70.97083333,42.36603936
temcur,-70.97083333,42.36603936
temcur,-70.97083333,42.36603936
temcur,-71.00416667,42.29937269
temcur,-71.00416667,42.29937269
temcur,-71.00416667,42.29937269
temcur,-71.0125,42.29937269
temcur,-71.0125,42.29937269
temcur,-71.0125,42.29937269
temcur,-71.0125,42.29937269
temcur,-71.00416667,42.29937269
temcur,-71.0125,42.29937269
temcur,-71.0125,42.29937269
temcur,-71.0125,42.29937269
temcur,-70.87083333,42.26603936
temcur,-70.87083333,42.26603936
temcur,-70.8734,42.2651
temcur,-70.8783,42.2714
temcur,-70.87916667,42.27437269
temcur,-70.8727,42.266
temlon,-70.92083333,42.24937269
temlon,-70.92083333,42.24937269
temlon,-70.92083333,42.24937269
temlon,-70.87916667,42.27437269
temlon,-70.87083333,42.26603936
temlon,-70.87083333,42.26603936
temlon,-70.87083333,42.26603936
temlon,-70.87083333,42.26603936
temlon,-70.87083333,42.26603936
temlon,-70.87083333,42.26603936
temlon,-70.87083333,42.26603936
temlon,-70.90416667,42.24937269
temlon,-70.90416667,42.24937269
temlon,-70.90416667,42.24937269
temlon,-70.90416667,42.24937269
temlon,-70.90416667,42.24937269
temlon,-70.97083333,42.36603936
temlon,-71.00416667,42.29937269
temlon,-71.00416667,42.29937269
temlon,-71.00416667,42.29937269
temlon,-71.0125,42.29937269
temlon,-71.0125,42.29937269
temlon,-71.0125,42.29937269
temlon,-71.0125,42.29937269
temlon,-70.87083333,42.26603936
temlon,-70.8709,42.2658
temlon,-70.87083333,42.26603936
temlon,-70.8734,42.2651
temlon,-70.8783,42.2714
temsch,-70.8725,42.2647
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.92083333,42.24937269
tetcae,-70.92083333,42.24937269
tetcae,-70.92083333,42.24937269
tetcae,-70.92083333,42.24937269
tetcae,-70.92083333,42.24937269
tetcae,-70.92083333,42.24937269
tetcae,-70.92083333,42.24937269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87916667,42.27437269
tetcae,-70.87083333,42.26603936
tetcae,-70.87083333,42.26603936
tetcae,-70.87083333,42.26603936
tetcae,-70.87083333,42.26603936
tetcae,-70.87083333,42.26603936
tetcae,-70.97083333,42.36603936
tetcae,-70.87916667,42.27437269
tetcae,-70.90416667,42.24937269
tetcae,-70.90416667,42.24937269
tetcae,-70.90416667,42.24937269
tetcae,-70.90416667,42.24937269
tetcae,-70.90416667,42.24937269
tetcae,-70.90416667,42.24937269
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-70.97083333,42.36603936
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-71.00416667,42.29937269
tetcae,-71.0125,42.29937269
tetcae,-70.8727,42.266
tetcae,-70.8734,42.2651
tetcae,-70.8726,42.2631
tetcae,-70.87083333,42.26603936
forexs,-73.0906,41.9894
ambpal,-73.0906,41.9894
dolpla,-73.0906,41.9894
forexs,-72.9282,41.3074
ponpen,-73.0906,41.9894
camame,-72.8066,41.5369
camnea,-73.0906,41.9894
forexs,-72.8151,41.2795
campen,-71.90416667,41.34103936
campen,-72.2099,41.795
lascla,-72.9136,41.309
camnov,-72.25,41.8083
campen,-72.25,41.8083
camchr,-72.25,41.8083
lasumb,-72.25,41.8083
camame,-72.25,41.8083
campen,-72.8962,41.3954
camnea,-72.25,41.8083
forneo1,-72.8341,41.5163
myrame2,-72.25,41.8083
campen,-72.9136,41.309
forsub3,-72.25,41.8083
camnov,-72.8341,41.5163
lasneo,-72.6387,41.8526
forrub,-72.9136,41.309
forsub1,-72.9136,41.309
forsub2,-72.9136,41.309
tapses,-72.25,41.8083
camnov,-72.9811,41.5804
campen,-72.3038,41.7698
tetcae,-72.25,41.8083
forint,-72.25,41.8083
lascla,-72.25,41.8083
lasint,-72.25,41.8083
campen,-73.2018,41.5451
preimp,-73.2018,41.5451
preimp,-72.25,41.8083
aphrud,-72.25,41.8083
lasneo,-72.25,41.8083
lasali,-72.25,41.8083
forinc,-72.25,41.8083
myrame2,-72.2099,41.795
lasumb,-72.2099,41.795
camchr,-72.2099,41.795
forinc,-72.2099,41.795
campen,-72.685,41.7635
fordif,-72.219,41.7054
forpal,-73.4579,41.0794
campen,-73.4579,41.0794
camnea,-72.2099,41.795
campen,-72.562,41.3555
forpal,-72.25,41.8083
aphrud,-72.3697,41.737
temlon,-72.3697,41.737
lassub1,-72.25,41.8083
tetcae,-72.2603,41.8808
forinc,-73.0724,41.3465
preimp,-72.0683,41.5162
camchr,-72.2827,41.9862
camchr,-72.525,41.7769
campen,-72.9742,41.7614
forpal,-73.0724,41.3465
forneo1,-72.25,41.8083
forper,-72.25,41.8083
forrub,-72.25,41.8083
preimp,-73.3268,42.0274
preimp,-72.685,41.7635
campen,-72.8936,41.8247
tetcae,-71.99583333,41.33270602
preimp,-72.6345,41.7689
lasali,-73.3268,42.0274
solmol,-72.25,41.8083
temlon,-72.25,41.8083
temamb,-72.25,41.8083
myrame1,-72.25,41.8083
monema,-72.25,41.8083
ponpen,-72.25,41.8083
myrpun,-72.25,41.8083
camnov,-73.1172,41.4338
lasnea,-72.2099,41.795
camnov,-72.2099,41.795
preimp,-72.2099,41.795
aphtre,-72.2099,41.795
camnov,-72.2972,41.7006
camnov,-72.525,41.7769
camchr,-71.8915,41.8545
fordif,-72.2099,41.795
camcas,-72.2099,41.795
camame,-72.2099,41.795
tapses,-72.6856,41.7636
camchr,-72.6345,41.7689
myrame2,-72.0618,41.7718
camnov,-72.7246,41.6974
lascla,-73.0719,41.5635
campen,-72.6819,41.2888
lasali,-72.2099,41.795
aphrud,-72.2099,41.795
lascla,-72.4295,41.8694
lasfla,-72.6608,41.5667
lasumb,-72.912,41.93
lascla,-72.2099,41.795
camnea,-72.0106,41.5218
forexs,-72.6608,41.5667
lasneo,-72.6608,41.5667
forinc,-72.0106,41.5218
temcur,-72.2099,41.795
aphrud,-72.912,41.93
myrfra,-72.2099,41.795
myrinc,-72.2099,41.795
tetcae,-72.2099,41.795
campen,-72.4295,41.8694
preimp,-72.4458,41.8712
forpal,-72.2099,41.795
stebre,-72.25,41.8083
campen,-72.6391,41.8531
temlon,-72.2099,41.795
lasnea,-72.6387,41.8526
lasumb,-72.608,41.7121
lascla,-72.8113,41.8829
lasfla,-72.2099,41.795
ponpen,-72.2099,41.795
lasneo,-73.2007,41.2429
preimp,-73.2007,41.2429
lascla,-72.1163,41.8724
lasumb,-72.5026,41.5759
campen,-72.219,41.7054
camchr,-72.219,41.7054
lascla,-72.219,41.7054
lasfla,-72.25,41.8083
forlas,-72.2099,41.795
forinc,-72.9504,41.6715
lasnea,-72.25,41.8083
preimp,-72.9742,41.7614
lasneo,-72.2099,41.795
forarg,-72.25,41.8083
lascla,-72.9504,41.6715
lasneo,-72.2015,41.3285
lasali,-73.419,41.0936
tapses,-73.419,41.0936
lascla,-73.419,41.0936
forinc,-72.9742,41.7614
campen,-73.419,41.0936
forpal,-72.685,41.7635
camnov,-72.9841,41.9101
camchr,-73.419,41.0936
forpal,-72.9742,41.7614
camame,-73.419,41.0936
forsub3,-72.3202,41.947
forsub3,-72.1566,41.9897
tetcae,-72.9742,41.7614
forinc,-72.4851,42.0067
camcas,-72.9742,41.7614
forobs,-73.3323,41.9179
camchr,-72.6387,41.8526
myrpin,-71.9685,41.3566
tetcae,-72.8012,41.5382
campen,-72.1989,41.7747
camnov,-72.356,41.9247
campen,-73.1181,41.606
forsub3,-72.2015,41.3285
dolpla,-72.2014,41.7731
camnov,-72.1989,41.7747
forinc,-72.1989,41.7747
lasumb,-72.2603,41.8808
forinc,-73.2272,41.7149
lasneo,-73.2272,41.7149
preimp,-73.2272,41.7149
campen,-73.2272,41.7149
lasali,-73.2272,41.7149
forpal,-72.3842,41.9349
lascla,-72.4136,41.9602
camchr,-72.0683,41.5162
campen,-72.0683,41.5162
camnov,-72.2383,41.6832
lasumb,-73.2018,41.5451
camnea,-72.2803,41.7801
fordif,-72.25,41.8083
campen,-73.4666,41.8109
preimp,-73.469,41.8818
campen,-72.2383,41.6832
stebre,-72.2202,41.8148
campen,-72.0814,41.9015
aphrud,-72.3038,41.7698
camnov,-72.3038,41.7698
forobs,-72.4136,41.9602
forpal,-72.4136,41.9602
forarg,-72.1989,41.7747
forobs,-72.1989,41.7747
myrpun,-72.2202,41.8148
campen,-72.9811,41.5804
lascla,-72.6391,41.8531
camnov,-72.2803,41.7801
camnea,-72.0683,41.5162
forper,-72.2099,41.795
polluc,-72.0683,41.5162
forsub3,-72.3038,41.7698
campen,-72.8012,41.5382
forsub3,-72.1989,41.7747
lasneo,-72.1989,41.7747
campen,-73.0719,41.5635
forpal,-72.3624,41.9211
camnov,-72.9742,41.7614
forsub3,-72.9811,41.5002
forinc,-72.0683,41.5162
solmol,-72.2763,41.7865
myrfra,-72.25,41.8083
camnov,-72.3624,41.9211
camnov,-72.4136,41.9602
lasneo,-72.356,41.9247
lasumb,-72.4136,41.9602
forexs,-72.1429,41.8741
forsub3,-72.188,41.9428
lascla,-72.1989,41.7747
lascla,-72.4701,41.9053
lasneo,-72.188,41.9428
myrfra,-72.2827,41.9862
lasumb,-72.3606,42.0119
myrame2,-72.2763,41.7865
campen,-72.0123,41.3327
lascla,-72.0123,41.3327
lasumb,-72.2803,41.7801
camcas,-72.0123,41.3327
lasumb,-72.188,41.9428
forarg,-72.3606,42.0119
campen,-71.8613,41.9585
aphrud,-72.3606,42.0119
lasneo,-72.2202,41.8148
myrpin,-72.25,41.8083
camchr,-73.4964,41.6815
preimp,-73.4069,41.1198
camchr,-72.1989,41.7747
camnov,-72.366,41.7853
campen,-72.366,41.7853
dolpus,-72.25,41.8083
campen,-72.2603,41.8808
campen,-73.1011,41.202
campen,-72.3632,41.8747
dolpus,-72.6856,41.7636
forsub3,-72.3763,41.2915
forsub3,-72.8936,41.8247
campen,-72.0719,41.3506
forsub3,-72.1429,41.8741
tetcae,-72.2015,41.3285
forsub3,-72.2099,41.795
camnov,-72.1507,41.7009
dolpus,-71.8625,41.33270602
tapses,-71.8625,41.33270602
lasali,-71.8625,41.33270602
preimp,-72.3624,41.9211
forper,-72.2603,41.8808
forpal,-72.2784,41.8374
forinc,-72.2784,41.8374
forarg,-72.2784,41.8374
tapses,-72.3767,41.2917
camnea,-72.3767,41.2917
forneo1,-72.3431,41.4905
dolpus,-71.8708,41.5706
lasali,-72.3431,41.4905
polluc,-72.25,41.8083
tapses,-72.8767,41.5606
forneo1,-71.8508,41.5898
lasali,-72.8767,41.5606
camnov,-72.1163,41.8724
forobs,-72.1163,41.8724
temsch,-72.8012,41.5382
temsch,-72.0618,41.7718
preimp,-72.0618,41.7718
tetcae,-72.2827,41.9862
forexs,-72.3202,41.947
nylpar,-71.9213,41.6022
myrpun,-72.1163,41.8724
camchr,-71.9213,41.6022
camnea,-71.9213,41.6022
temcur,-71.9213,41.6022
myrame2,-72.1507,41.7009
forexs,-71.9213,41.6022
tapses,-71.9403,41.6097
campen,-71.9213,41.6022
forobs,-71.9213,41.6022
forper,-71.9213,41.6022
forque,-71.9213,41.6022
lasumb,-71.9213,41.6022
myrame1,-71.9213,41.6022
myrsmi,-71.9213,41.6022
myrame2,-72.2603,41.8808
lasnea,-72.2603,41.8808
lasali,-72.2078,41.7957
crelin,-72.2078,41.7957
monema,-72.2099,41.795
dolpla,-71.9408,41.6097
forpal,-71.9213,41.6022
forsub3,-71.9213,41.6022
forneo1,-71.9213,41.6022
laslat,-72.25,41.8083
temsch,-72.133,41.4249
aphrud,-71.9213,41.6022
myrscu,-71.9213,41.6022
campen,-72.2172,41.7754
aphful,-72.25,41.8083
myrsmi,-72.25,41.8083
campen,-72.1454,41.6088
aphful,-72.1454,41.6088
myrpun,-72.1454,41.6088
camcas,-73.3549,41.1384
lasali,-72.2172,41.7754
lascla,-72.2172,41.7754
lasfla,-72.2172,41.7754
aphful,-72.2172,41.7754
myrpun,-71.9213,41.6022
camnov,-72.6345,41.7689
campen,-72.625,41.3697
temlon,-72.625,41.3697
camnov,-73.208,41.7022
campen,-72.6997,41.5364
camchr,-72.2172,41.7754
camnov,-72.2172,41.7754
campen,-72.7437,41.6221
crecer,-72.2172,41.7754
myrpun,-72.2172,41.7754
campen,-72.1163,41.8724
lasali,-72.7246,41.6974
lasnea,-72.7246,41.6974
myrscu,-72.8012,41.5382
tapses,-72.6997,41.5364
lasint,-72.6997,41.5364
campen,-73.3549,41.1384
campen,-72.8232,41.4569
crelin,-72.2099,41.795
temlon,-72.2172,41.7754
bradep,-72.7437,41.6221
ponpen,-72.7437,41.6221
dolpla,-72.1507,41.7009
doltas,-72.1507,41.7009
tapses,-72.8012,41.5382
aphful,-72.8012,41.5382
crecer,-72.8012,41.5382
lasint,-72.2099,41.795
ambpal,-72.2099,41.795
myrinc,-72.25,41.8083
myrscu,-72.25,41.8083
dolpus,-73.2214,41.975
campen,-73.2248,41.9708
laspal,-73.2165,41.9546
camnov,-73.2248,41.9708
myrlob,-72.2099,41.795
tapses,-72.2099,41.795
lepcan,-73.2248,41.9708
temlon,-73.2248,41.9708
forpal,-73.2819,41.9847
lasali,-73.2248,41.9708
lasnea,-73.2819,41.9847
campen,-73.2819,41.9847
forneo1,-73.2819,41.9847
lasmin,-73.2248,41.9708
dolpla,-73.2819,41.9847
forobs,-73.2819,41.9847
aphrud,-73.2819,41.9847
forsub3,-73.3442,41.9925
polluc,-72.0808,41.7755
camnov,-73.3442,41.9925
lasumb,-73.3442,41.9925
camame,-73.2819,41.9847
lasali,-73.3442,41.9925
lasmin,-73.3442,41.9925
myrsmi,-73.2819,41.9847
phepil,-72.3767,41.2917
lasneo,-72.6717,41.8263
tetcae,-72.8232,41.4569
forsub3,-72.728,41.9062
lasali,-72.6387,41.8526
dolpla,-72.6442,41.8525
campen,-72.6387,41.8526
forque,-72.728,41.9602
nylpar,-72.728,41.9062
monema,-72.728,41.9062
solmol,-72.6717,41.8263
laslat,-72.6717,41.8263
myrame2,-72.6717,41.8263
tetcae,-72.728,41.9062
forinc,-72.728,41.9062
forinc,-72.8232,41.4569
forpal,-72.8232,41.4569
aphtre,-72.8232,41.4569
camchr,-72.728,41.9062
tetcae,-71.91,41.9145
camnov,-72.5461,42.0002
campen,-72.728,41.9062
campen,-72.5461,42.0002
forinc,-72.5461,42.0002
forpal,-72.728,41.9062
forsub3,-72.5461,42.0002
polluc,-72.5461,42.0002
ponpen,-72.5461,42.0002
camame,-72.7772,41.9167
campen,-72.525,41.7769
lasali,-72.3763,41.2915
forpal,-70.9709,43.1342
camcas,-72.123,41.3547
pyrper,-72.123,41.3547
prosil,-72.123,41.3547
forexs,-72.6178,42.2832
camnea,-72.5758,42.1027
camnov,-71.1109,42.2962
camame,-71.145,41.7941
camame,-71.1063,41.8118
ponpen,-70.5417,41.8445
ambpal,-71.0673,42.216
forexs,-72.3953,42.6012
camnea,-71.1109,42.2962
forexs,-71.0673,42.216
forexs,-72.1764,42.4869
forexs,-72.6409,42.3244
camchr,-71.1358,42.2604
forexs,-71.524,42.3127
camnea,-71.524,42.3127
camame,-71.0661,42.3548
camame,-70.907,42.7032
forexs,-71.8026,42.2608
forexs,-71.3016,42.3681
tapspA,-71.524,42.3985
lasumb,-72.6485,42.3281
ponpen,-72.6485,42.3282
preimp,-71.0719,42.5082
lascla,-71.0719,42.5082
lasneo,-70.2019,42.0715
forlas,-70.6375,42.60770602
forase,-71.8859,42.4932
tapses,-73.3255,42.1134
myrfra,-73.3255,42.1134
myrlob,-73.3255,42.1134
camnov,-73.3255,42.1134
doltas,-73.3255,42.1134
forkni,-70.6961,41.8367
fornep,-70.6961,41.8367
prosil,-70.6291,41.8863
campen,-71.2357,42.3761
lasali,-71.2357,42.3761
campen,-71.6858,42.207
lasumb,-71.6858,42.207
tapses,-71.6858,42.207
temsch,-71.6858,42.207
dolmar,-70.6746,41.381
campen,-71.8024,42.2626
forsub3,-71.8024,42.2626
forinc,-72.3933,43.3335
forpal,-72.7444,42.213
campen,-72.5533,42.6111
forarg,-72.3933,43.3335
myrsmi,-72.5533,42.6111
camnov,-72.3933,43.3335
doltas,-72.3933,43.3335
bradep,-72.3933,43.3335
camame,-72.3933,43.3335
camnea,-72.3933,43.3335
fordif,-72.3933,43.3335
forexs,-72.5533,42.6111
forexs,-72.3933,43.3335
forinc,-72.7444,42.213
forinc,-72.5533,42.6111
forint,-72.3933,43.3335
forneo1,-72.3933,43.3335
forsub3,-72.3933,43.3335
lasali,-72.3933,43.3335
lascla,-72.3933,43.3335
preimp,-72.3933,43.3335
aphrud,-72.3933,43.3335
myrpun,-72.5533,42.6111
tetcae,-72.5533,42.6111
ponpen,-72.5533,42.6111
ponpen,-72.3933,43.3335
forarg,-72.6485,42.3281
tetcae,-72.7444,42.213
myrame2,-72.3933,43.3335
forint,-72.5533,42.6111
aphtre,-72.3933,43.3335
camame,-72.5533,42.6111
forsub3,-72.5533,42.6111
lasneo,-72.3933,43.3335
campen,-72.7444,42.213
forsub3,-72.7444,42.213
solmol,-72.3933,43.3335
doltas,-72.5533,42.6111
forpal,-72.5533,42.6111
forexs,-71.3424,42.2762
tetcae,-71.2178,41.8388
solmol,-71.1781,42.3986
preimp,-70.6672,41.7492
crecer,-71.1285,42.2916
forexs,-69.9625,43.81603936
camher,-70.2642,45.7223
camher,-69.5875,43.82437269
forexs,-70.5994,43.2489
dolpla,-68.3387,44.3211
dolpla,-68.2877,44.3339
dolpus,-68.25416667,44.24937269
dolpus,-68.3387,44.3211
dolpus,-68.2372,44.3662
doltas,-68.2372,44.3662
tapses,-68.25416667,44.24937269
camher,-68.3387,44.3211
camher,-68.2877,44.3339
camher,-68.2372,44.3662
camnov,-68.3387,44.3211
camnov,-68.2372,44.3662
camnov,-68.6071,44.8144
campen,-68.1232,44.852
forarg,-68.25416667,44.24937269
forarg,-68.3387,44.3211
forarg,-68.2877,44.3339
forarg,-68.2372,44.3662
forarg,-68.6071,44.8144
forarg,-68.1232,44.852
forase,-68.3387,44.3211
forase,-68.2877,44.3339
forase,-68.2372,44.3662
forase,-68.6071,44.8144
forase,-68.1232,44.852
forexs,-68.3387,44.3211
forexs,-68.2372,44.3662
forint,-68.1232,44.852
forlas,-68.25416667,44.24937269
forlas,-68.3387,44.3211
forlas,-68.2877,44.3339
forlas,-68.2372,44.3662
forlas,-68.6071,44.8144
forsub3,-68.25416667,44.24937269
forsub3,-68.3387,44.3211
forsub3,-68.2877,44.3339
forsub3,-68.2372,44.3662
forsub3,-68.6071,44.8144
forsub3,-68.1232,44.852
lasali,-68.3387,44.3211
lasali,-68.2877,44.3339
lasali,-68.2372,44.3662
lasali,-68.1232,44.852
lasfla,-68.6071,44.8144
lasmin,-68.2372,44.3662
lasneo,-68.25416667,44.24937269
lassub2,-68.2372,44.3662
lassub2,-68.6071,44.8144
lasumb,-68.3387,44.3211
aphpic,-68.3387,44.3211
aphpic,-68.2372,44.3662
aphpic,-68.6071,44.8144
aphrud,-68.2372,44.3662
crelin,-68.3387,44.3211
lepcan,-68.25416667,44.24937269
lepcan,-68.3387,44.3211
lepcan,-68.2877,44.3339
myrame2,-68.25416667,44.24937269
myrdet,-68.25416667,44.24937269
myrdet,-68.3387,44.3211
myrdet,-68.2877,44.3339
myrdet,-68.2372,44.3662
myrdet,-68.6071,44.8144
myrdet,-68.1232,44.852
myrrub,-68.2372,44.3662
myrrub,-68.6071,44.8144
stebre,-68.3387,44.3211
stedie,-68.3387,44.3211
temamb,-68.3387,44.3211
temlon,-68.3387,44.3211
temlon,-68.2877,44.3339
temlon,-68.2372,44.3662
temlon,-68.6071,44.8144
temlon,-68.1232,44.852
tetcae,-68.2372,44.3662
ambpal,-68.345,44.349
tapses,-69.7875,43.74937269
forarg,-70.15416667,43.69103936
forarg,-69.7875,43.74937269
forarg,-68.8125,44.04103936
forarg,-67.4125,44.60770602
forarg,-69.3333,44.5978
forarg,-69.3308,44.6078
forgla,-69.3308,44.6078
forlas,-69.7875,43.74937269
forsub1,-69.3333,44.5978
forsub3,-69.7875,43.74937269
forsub3,-67.4125,44.60770602
lasali,-69.7875,43.74937269
lasfla,-69.3308,44.6078
lasneo,-69.7875,43.74937269
lasneo,-68.8125,44.04103936
lasneo,-67.49583333,44.59103936
lasneo,-67.4125,44.60770602
aphrud,-69.7875,43.74937269
aphrud,-69.3308,44.6078
myrdet,-69.3308,44.6078
myrfra,-69.7875,43.74937269
myrfra,-67.49583333,44.59103936
myrscu,-69.3333,44.5978
myrscu,-69.3308,44.6078
stebre,-69.3308,44.6078
ponpen,-69.3308,44.6078
myrfra,-68.6454,44.9341
forsub3,-67.9877,45.8238
doltas,-67.8587,44.6768
tapses,-67.8533,44.6741
forase,-68.6872,44.5468
forase,-67.9732,44.6106
forase,-67.7704,44.7479
myrdet,-67.8587,44.6768
myrfra,-67.7739,44.7885
lasfla,-68.3429,44.3489
forint,-68.3267,44.2815
temamb,-68.2276,44.3527
myrrub,-70.8099,43.2344
laspal,-70.1822,43.9088
lasneo,-70.1822,43.9088
camnov,-70.7938,43.6884
myrrub,-70.72083333,43.04103936
aphrud,-70.9507,43.3823
myrpun,-70.9507,43.3823
myrame1,-70.9507,43.3823
temlon,-70.9507,43.3823
lasumb,-70.9507,43.3823
camnov,-70.9507,43.3823
camcas,-70.2624,43.6547
lasali,-68.8849,44.8868
myrfra,-68.8849,44.8868
myrlat,-68.8849,44.8868
stedie,-68.8849,44.8868
camher,-69.0504,44.223
camher,-71.2978,44.2866
forexs,-71.5406,43.7773
aphrud,-70.929,43.1339
doltas,-71.3444,43.5783
lasumb,-71.2982,44.2713
lepcan,-71.2982,44.2713
laspal,-71.1672,44.3891
camnov,-71.0101,43.117
campen,-71.7223,42.847
lascla,-71.7223,42.847
camher,-70.8409,42.9403
camher,-70.7762,43.0137
camnov,-72.3112,42.8427
forobs,-72.3112,42.8427
campen,-72.1202,42.8576
forsub3,-72.1202,42.8576
camnov,-72.1202,42.8576
lasali,-72.1202,42.8576
lascla,-72.1202,42.8576
lasumb,-72.1202,42.8576
forneo2,-72.1202,42.8576
forase,-72.1202,42.8576
camher,-70.929,43.1339
campen,-70.929,43.1339
camnov,-70.929,43.1339
camher,-71.3378,44.2672
forint,-72.2745,43.6936
aphten,-70.9445,43.1474
myrame2,-70.9445,43.1474
camnov,-70.9445,43.1474
myrinc,-70.9445,43.1474
forinc,-70.9445,43.1474
forlas,-71.3045,44.2704
dolpus,-70.9269,44.3667
forlas,-72.2745,43.6936
myrame2,-72.2745,43.6936
lasnea,-72.2745,43.6936
myrinc,-72.2745,43.6936
dolpla,-71.325,42.7344
camame,-71.3203,42.7276
forlas,-71.3203,42.7276
crecer,-71.3203,42.7276
temlon,-71.3203,42.7276
laslat,-71.3203,42.7276
camnov,-71.3203,42.7276
lasali,-71.3203,42.7276
myrame1,-71.3203,42.7276
ambpal,-71.3203,42.7276
forlas,-70.9445,43.1474
crecer,-72.4055,42.8628
laslat,-70.9445,43.1474
lasneo,-70.9445,43.1474
aphrud,-70.9445,43.1474
camame,-70.9445,43.1474
dolpus,-70.9683,43.1261
monema,-70.9445,43.1474
lasali,-70.9445,43.1474
lasint,-70.8006,43.0374
forinc,-71.3045,44.2704
tapses,-71.539,44.2722
lasint,-70.9445,43.1474
lasumb,-70.9445,43.1474
crecer,-71.7609,44.3067
forobs,-70.9445,43.1474
myrame1,-70.9445,43.1474
lasneo,-70.9359,43.0367
