spcode,x,y
campen,-71.0125,42.29937269
campen,-71.00416667,42.29937269
campen,-71.0125,42.29937269
campen,-71.0125,42.29937269
campen,-71.0125,42.29937269
campen,-71.0125,42.29937269
campen,-71.0125,42.29937269
campen,-71.0125,42.29937269
campen,-70.87083333,42.26603936
campen,-70.87083333,42.26603936
campen,-70.8699,42.2651
campen,-70.8725,42.2643
campen,-70.87916667,42.27437269
campen,-70.873,42.2619
campen,-70.87083333,42.26603936
campen,-70.87083333,42.26603936
campen,-70.8727,42.2656
campen,-70.8734,42.2647
campen,-70.8783,42.2712
campen,-70.87083333,42.26603936
campen,-70.8625,42.25770602
crecer,-70.97083333,42.36603936
crecer,-70.92083333,42.24937269
crecer,-70.92083333,42.24937269
crecer,-70.92083333,42.24937269
crecer,-70.92083333,42.24937269
crecer,-70.87916667,42.27437269
crecer,-70.87916667,42.27437269
crecer,-70.87916667,42.27437269
crecer,-70.87916667,42.27437269
crecer,-70.87083333,42.26603936
crecer,-70.87083333,42.26603936
crecer,-70.87083333,42.26603936
crecer,-70.87083333,42.26603936
crecer,-70.87083333,42.26603936
crecer,-70.87083333,42.26603936
crecer,-70.97083333,42.36603936
crecer,-70.90416667,42.24937269
crecer,-70.90416667,42.24937269
crecer,-70.90416667,42.24937269
crecer,-70.90416667,42.24937269
crecer,-70.90416667,42.24937269
crecer,-70.97083333,42.36603936
crecer,-70.97083333,42.36603936
crecer,-70.97083333,42.36603936
crecer,-71.00416667,42.29937269
crecer,-71.00416667,42.29937269
crecer,-71.00416667,42.29937269
crecer,-71.0125,42.29937269
crecer,-71.0125,42.29937269
crecer,-71.0125,42.29937269
crecer,-71.0125,42.29937269
crecer,-71.0125,42.29937269
crecer,-70.8727,42.2656
crecer,-70.8734,42.2647
crecer,-70.8785,42.2726
crecer,-70.87083333,42.26603936
crelin,-70.87916667,42.27437269
crelin,-70.87916667,42.27437269
crelin,-70.97083333,42.36603936
crelin,-70.92083333,42.24937269
crelin,-70.87916667,42.27437269
crelin,-70.87916667,42.27437269
crelin,-70.87916667,42.27437269
crelin,-70.87916667,42.27437269
crelin,-70.87916667,42.27437269
crelin,-70.87083333,42.26603936
crelin,-70.87083333,42.26603936
crelin,-70.87083333,42.26603936
crelin,-70.97083333,42.36603936
crelin,-70.90416667,42.24937269
crelin,-70.90416667,42.24937269
crelin,-70.90416667,42.24937269
crelin,-70.90416667,42.24937269
crelin,-70.90416667,42.24937269
crelin,-70.90416667,42.24937269
crelin,-70.97083333,42.36603936
crelin,-70.97083333,42.36603936
crelin,-71.00416667,42.29937269
crelin,-71.00416667,42.29937269
crelin,-71.00416667,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-71.0125,42.29937269
crelin,-70.8785,42.2726
crelin,-70.87083333,42.26603936
fordol,-70.87083333,42.26603936
fordol,-70.87083333,42.26603936
fordol,-70.8712,42.2638
forinc,-70.97083333,42.36603936
forinc,-70.92083333,42.24937269
forinc,-70.92083333,42.24937269
forinc,-70.92083333,42.24937269
forinc,-70.92083333,42.24937269
forinc,-70.92083333,42.24937269
forinc,-70.87083333,42.26603936
forinc,-70.87083333,42.26603936
forinc,-70.87083333,42.26603936
forinc,-70.97083333,42.36603936
forinc,-70.90416667,42.24937269
forinc,-70.90416667,42.24937269
forinc,-71.00416667,42.29937269
forinc,-70.97083333,42.36603936
forinc,-70.97083333,42.36603936
forinc,-70.97083333,42.36603936
forinc,-71.00416667,42.29937269
forinc,-71.00416667,42.29937269
forinc,-71.00416667,42.29937269
forinc,-71.00416667,42.29937269
forinc,-71.0125,42.29937269
forinc,-71.0125,42.29937269
forinc,-71.0125,42.29937269
forinc,-71.0125,42.29937269
forinc,-71.00416667,42.29937269
forinc,-71.0125,42.29937269
forinc,-71.0125,42.29937269
forinc,-71.0125,42.29937269
forinc,-70.87083333,42.26603936
forinc,-70.87083333,42.26603936
forinc,-70.87083333,42.26603936
forinc,-70.8725,42.2643
forinc,-70.87083333,42.26603936
forinc,-70.8727,42.2656
forinc,-70.8726,42.2627
forlas,-70.92083333,42.24937269
forneo1,-70.87916667,42.27437269
forneo1,-70.87083333,42.26603936
forneo1,-70.87083333,42.26603936
forneo1,-70.87083333,42.26603936
forneo1,-70.87083333,42.26603936
forneo1,-70.87083333,42.26603936
forsub3,-70.87916667,42.27437269
forsub3,-70.87916667,42.27437269
forsub3,-70.87916667,42.27437269
forsub3,-70.87916667,42.27437269
forsub3,-70.87916667,42.27437269
forsub3,-70.87916667,42.27437269
forsub3,-70.97083333,42.36603936
forsub3,-70.92083333,42.24937269
forsub3,-70.92083333,42.24937269
forsub3,-70.92083333,42.24937269
forsub3,-70.92083333,42.24937269
forsub3,-70.92083333,42.24937269
forsub3,-70.92083333,42.24937269
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.90416667,42.24937269
forsub3,-70.90416667,42.24937269
forsub3,-70.90416667,42.24937269
forsub3,-70.90416667,42.24937269
forsub3,-70.90416667,42.24937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-71.0125,42.29937269
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.87083333,42.26603936
forsub3,-70.8712,42.2638
forsub3,-70.87083333,42.26603936
forsub3,-70.87916667,42.27437269
forsub3,-70.87083333,42.26603936
forsub3,-70.8727,42.2656
forsub3,-70.8734,42.2647
forsub3,-70.8785,42.2726
forsub3,-70.87083333,42.26603936
lascla,-70.92083333,42.24937269
lascla,-71.0125,42.29937269
lascla,-70.8783,42.2712
lasint,-70.87916667,42.27437269
lasint,-70.87916667,42.27437269
lasint,-70.92083333,42.24937269
lasint,-70.92083333,42.24937269
lasint,-70.87916667,42.27437269
lasint,-70.97083333,42.36603936
lasint,-71.0125,42.29937269
lasint,-71.0125,42.29937269
laslat,-70.92083333,42.24937269
laslat,-71.00416667,42.29937269
lassub1,-70.87083333,42.26603936
lasali,-70.87916667,42.27437269
lasali,-70.87916667,42.27437269
lasali,-70.87916667,42.27437269
lasali,-70.87916667,42.27437269
lasali,-70.87916667,42.27437269
lasali,-70.97083333,42.36603936
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.92083333,42.24937269
lasali,-70.87916667,42.27437269
lasali,-70.87916667,42.27437269
lasali,-70.87916667,42.27437269
lasali,-70.87083333,42.26603936
lasali,-70.87083333,42.26603936
lasali,-70.87083333,42.26603936
lasali,-70.97083333,42.36603936
lasali,-70.90416667,42.24937269
lasali,-70.97083333,42.36603936
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.0125,42.29937269
lasali,-71.00416667,42.29937269
lasali,-71.0125,42.29937269
lasali,-71.0125,42.29937269
lasali,-71.0125,42.29937269
lasali,-71.0125,42.29937269
lasali,-71.0125,42.29937269
lasali,-71.0125,42.29937269
lasali,-70.87083333,42.26603936
lasali,-70.87083333,42.26603936
lasali,-70.87916667,42.27437269
lasali,-70.8707,42.2647
lasali,-70.87083333,42.26603936
lasnea,-70.87916667,42.27437269
lasnea,-70.87916667,42.27437269
lasnea,-70.87083333,42.26603936
lasnea,-70.87083333,42.26603936
lasnea,-70.87083333,42.26603936
lasnea,-70.90416667,42.24937269
lasnea,-70.87083333,42.26603936
lasnea,-70.87083333,42.26603936
lasnea,-70.8734,42.2647
lasnea,-70.8726,42.2627
lasnea,-70.8783,42.2712
lasneo,-70.87916667,42.27437269
lasneo,-70.97083333,42.36603936
lasneo,-70.92083333,42.24937269
lasneo,-70.92083333,42.24937269
lasneo,-70.92083333,42.24937269
lasneo,-70.92083333,42.24937269
lasneo,-70.92083333,42.24937269
lasneo,-70.87916667,42.27437269
lasneo,-70.87916667,42.27437269
lasneo,-70.87916667,42.27437269
lasneo,-70.87916667,42.27437269
lasneo,-70.87916667,42.27437269
lasneo,-70.87916667,42.27437269
lasneo,-70.87083333,42.26603936
lasneo,-70.87083333,42.26603936
lasneo,-70.97083333,42.36603936
lasneo,-70.97083333,42.36603936
lasneo,-70.97083333,42.36603936
lasneo,-71.00416667,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.00416667,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-71.0125,42.29937269
lasneo,-70.8724,42.2621
lasneo,-70.8733,42.2626
lasneo,-70.87083333,42.26603936
lasneo,-70.8726,42.2627
laspal,-70.97083333,42.36603936
laspal,-70.97083333,42.36603936
laspal,-70.97083333,42.36603936
laspal,-70.97083333,42.36603936
laspal,-70.92083333,42.24937269
laspal,-70.92083333,42.24937269
laspal,-70.87916667,42.27437269
laspal,-70.97083333,42.36603936
laspal,-71.00416667,42.29937269
laspal,-71.0125,42.29937269
laspal,-71.0125,42.29937269
laspal,-70.87083333,42.26603936
laspal,-70.8734,42.2647
lasumb,-70.87916667,42.27437269
lasumb,-70.92083333,42.24937269
lasumb,-70.92083333,42.24937269
lasumb,-70.87083333,42.26603936
lasumb,-70.87083333,42.26603936
lasumb,-71.0125,42.29937269
lasumb,-71.00416667,42.29937269
lasumb,-70.87083333,42.26603936
lasumb,-70.8709,42.2654
lasumb,-70.8785,42.2726
monema,-70.97083333,42.36603936
monema,-71.00416667,42.29937269
monema,-71.00416667,42.29937269
monema,-71.0125,42.29937269
myrame1,-70.97083333,42.36603936
myrame1,-70.97083333,42.36603936
myrame1,-70.97083333,42.36603936
myrame1,-71.0125,42.29937269
myrame1,-71.0125,42.29937269
myrscu,-70.87916667,42.27437269
myrscu,-70.87916667,42.27437269
myrscu,-70.87916667,42.27437269
myrscu,-70.97083333,42.36603936
myrscu,-70.92083333,42.24937269
myrscu,-70.92083333,42.24937269
myrscu,-70.92083333,42.24937269
myrscu,-70.92083333,42.24937269
myrscu,-70.92083333,42.24937269
myrscu,-70.92083333,42.24937269
myrscu,-70.87083333,42.26603936
myrscu,-70.87083333,42.26603936
myrscu,-70.87083333,42.26603936
myrscu,-70.87083333,42.26603936
myrscu,-70.87083333,42.26603936
myrscu,-70.87083333,42.26603936
myrscu,-70.87083333,42.26603936
myrscu,-70.8707,42.2651
myrscu,-70.8707,42.2647
myrscu,-70.8727,42.2656
myrscu,-70.8726,42.2631
myrscu,-70.8726,42.2627
myrscu,-70.8785,42.2726
myrscu,-70.87083333,42.26603936
myrsmi,-70.87916667,42.27437269
myrsmi,-70.87916667,42.27437269
myrsmi,-70.92083333,42.24937269
myrsmi,-70.92083333,42.24937269
myrsmi,-70.92083333,42.24937269
myrsmi,-70.87916667,42.27437269
myrsmi,-70.87083333,42.26603936
myrsmi,-70.87083333,42.26603936
myrsmi,-70.87083333,42.26603936
myrsmi,-70.8707,42.2651
myrsmi,-70.8727,42.266
myrsmi,-70.8734,42.2651
myrsmi,-70.87083333,42.26603936
myrame2,-71.00416667,42.29937269
myrame2,-71.00416667,42.29937269
myrame2,-71.00416667,42.29937269
myrame2,-70.87083333,42.26603936
myrfra,-70.87916667,42.27437269
myrfra,-70.92083333,42.24937269
myrfra,-70.92083333,42.24937269
myrfra,-70.92083333,42.24937269
myrfra,-70.97083333,42.36603936
myrfra,-71.00416667,42.29937269
myrfra,-71.00416667,42.29937269
myrfra,-71.00416667,42.29937269
myrfra,-71.00416667,42.29937269
myrfra,-71.0125,42.29937269
myrfra,-70.87083333,42.26603936
myrpin,-70.92083333,42.24937269
myrpin,-70.87083333,42.26603936
myrpin,-71.0125,42.29937269
myrpin,-70.8727,42.266
myrpun,-70.87916667,42.27437269
myrpun,-70.87916667,42.27437269
myrpun,-70.92083333,42.24937269
myrpun,-70.92083333,42.24937269
myrpun,-70.92083333,42.24937269
myrpun,-70.92083333,42.24937269
myrpun,-70.92083333,42.24937269
myrpun,-70.92083333,42.24937269
myrpun,-70.92083333,42.24937269
myrpun,-70.87916667,42.27437269
myrpun,-70.87916667,42.27437269
myrpun,-70.87916667,42.27437269
myrpun,-70.87916667,42.27437269
myrpun,-70.87083333,42.26603936
myrpun,-70.87083333,42.26603936
myrpun,-70.87083333,42.26603936
myrpun,-70.87083333,42.26603936
myrpun,-70.87083333,42.26603936
myrpun,-70.90416667,42.24937269
myrpun,-70.90416667,42.24937269
myrpun,-70.90416667,42.24937269
myrpun,-70.90416667,42.24937269
myrpun,-70.90416667,42.24937269
myrpun,-70.90416667,42.24937269
myrpun,-71.00416667,42.29937269
myrpun,-71.0125,42.29937269
myrpun,-71.0125,42.29937269
myrpun,-71.0125,42.29937269
myrpun,-71.0125,42.29937269
myrpun,-71.00416667,42.29937269
myrpun,-71.0125,42.29937269
myrpun,-70.87083333,42.26603936
myrpun,-70.87083333,42.26603936
myrpun,-70.8707,42.2651
myrpun,-70.8709,42.2658
myrpun,-70.8727,42.266
myrpun,-70.8734,42.2651
myrpun,-70.8783,42.2714
myrpun,-70.87083333,42.26603936
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.92083333,42.24937269
myrrub,-70.92083333,42.24937269
myrrub,-70.92083333,42.24937269
myrrub,-70.92083333,42.24937269
myrrub,-70.92083333,42.24937269
myrrub,-70.92083333,42.24937269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.87083333,42.26603936
myrrub,-70.87083333,42.26603936
myrrub,-70.87083333,42.26603936
myrrub,-70.97083333,42.36603936
myrrub,-70.87916667,42.27437269
myrrub,-70.87916667,42.27437269
myrrub,-70.90416667,42.24937269
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-70.97083333,42.36603936
myrrub,-71.00416667,42.29937269
myrrub,-71.00416667,42.29937269
myrrub,-71.00416667,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.00416667,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.00416667,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.00416667,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.00416667,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-71.0125,42.29937269
myrrub,-70.8712,42.2642
myrrub,-70.87083333,42.26603936
myrrub,-70.8726,42.2631
myrrub,-70.8783,42.2714
myrrub,-70.8709,42.2658
myrsca,-70.97083333,42.36603936
myrsca,-70.97083333,42.36603936
myrsca,-70.97083333,42.36603936
myrsca,-71.0125,42.29937269
myrsca,-70.92083333,42.24937269
myrsca,-71.00416667,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-71.0125,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-71.0125,42.29937269
myrsca,-71.00416667,42.29937269
myrsca,-70.8727,42.266
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.00416667,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.00416667,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
nylfla,-71.0125,42.29937269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.92083333,42.24937269
ponpen,-70.92083333,42.24937269
ponpen,-70.92083333,42.24937269
ponpen,-70.92083333,42.24937269
ponpen,-70.92083333,42.24937269
ponpen,-70.92083333,42.24937269
ponpen,-70.92083333,42.24937269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.87916667,42.27437269
ponpen,-70.87083333,42.26603936
ponpen,-70.87083333,42.26603936
ponpen,-70.87083333,42.26603936
ponpen,-70.87083333,42.26603936
ponpen,-70.87083333,42.26603936
ponpen,-70.87083333,42.26603936
ponpen,-70.90416667,42.24937269
ponpen,-70.90416667,42.24937269
ponpen,-70.90416667,42.24937269
ponpen,-70.90416667,42.24937269
ponpen,-70.90416667,42.24937269
ponpen,-70.90416667,42.24937269
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-70.97083333,42.36603936
ponpen,-71.00416667,42.29937269
ponpen,-71.00416667,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-71.0125,42.29937269
ponpen,-70.8734,42.2651
ponpen,-70.87083333,42.26603936
preimp,-70.87916667,42.27437269
preimp,-70.87916667,42.27437269
preimp,-70.87916667,42.27437269
preimp,-70.97083333,42.36603936
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.92083333,42.24937269
preimp,-70.87916667,42.27437269
preimp,-70.87083333,42.26603936
preimp,-70.87083333,42.26603936
preimp,-70.87083333,42.26603936
preimp,-70.87083333,42.26603936
preimp,-70.87083333,42.26603936
preimp,-70.97083333,42.36603936
preimp,-70.90416667,42.24937269
preimp,-70.90416667,42.24937269
preimp,-70.90416667,42.24937269
preimp,-70.97083333,42.36603936
preimp,-70.97083333,42.36603936
preimp,-70.97083333,42.36603936
preimp,-70.97083333,42.36603936
preimp,-70.97083333,42.36603936
preimp,-71.00416667,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.00416667,42.29937269
preimp,-71.00416667,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.00416667,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-71.0125,42.29937269
preimp,-70.87083333,42.26603936
preimp,-70.87083333,42.26603936
preimp,-70.8727,42.2656
preimp,-70.8734,42.2647
preimp,-70.8726,42.2627
preimp,-70.8785,42.2726
preimp,-70.8783,42.2712
preimp,-70.87083333,42.26603936
proame,-70.92083333,42.24937269
pyrmet,-71.0125,42.29937269
solmol,-70.87916667,42.27437269
solmol,-70.92083333,42.24937269
solmol,-70.92083333,42.24937269
solmol,-70.92083333,42.24937269
solmol,-70.92083333,42.24937269
solmol,-70.87916667,42.27437269
solmol,-70.87083333,42.26603936
solmol,-70.87083333,42.26603936
solmol,-70.90416667,42.24937269
solmol,-70.90416667,42.24937269
solmol,-70.97083333,42.36603936
solmol,-70.97083333,42.36603936
solmol,-70.97083333,42.36603936
solmol,-71.00416667,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.00416667,42.29937269
solmol,-71.00416667,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.00416667,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.0125,42.29937269
solmol,-71.0125,42.29937269
solmol,-70.8734,42.2651
stebre,-70.87916667,42.27437269
stebre,-70.97083333,42.36603936
stebre,-70.97083333,42.36603936
stebre,-70.97083333,42.36603936
stebre,-70.92083333,42.24937269
stebre,-70.92083333,42.24937269
stebre,-70.92083333,42.24937269
stebre,-70.92083333,42.24937269
stebre,-70.92083333,42.24937269
stebre,-70.92083333,42.24937269
stebre,-70.87916667,42.27437269
stebre,-70.87916667,42.27437269
stebre,-70.87916667,42.27437269
stebre,-70.87916667,42.27437269
stebre,-70.87916667,42.27437269
stebre,-70.87916667,42.27437269
stebre,-70.87083333,42.26603936
stebre,-70.87083333,42.26603936
stebre,-70.90416667,42.24937269
stebre,-70.90416667,42.24937269
stebre,-70.97083333,42.36603936
stebre,-70.97083333,42.36603936
stebre,-70.97083333,42.36603936
stebre,-71.00416667,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.00416667,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-71.0125,42.29937269
stebre,-70.8709,42.2658
stebre,-70.8727,42.266
stebre,-70.8734,42.2651
stebre,-70.87083333,42.26603936
steimp,-70.87916667,42.27437269
steimp,-70.97083333,42.36603936
steimp,-70.97083333,42.36603936
steimp,-70.97083333,42.36603936
steimp,-70.92083333,42.24937269
steimp,-70.92083333,42.24937269
steimp,-70.92083333,42.24937269
steimp,-70.92083333,42.24937269
steimp,-70.92083333,42.24937269
steimp,-70.92083333,42.24937269
steimp,-70.87083333,42.26603936
steimp,-70.87083333,42.26603936
steimp,-70.87083333,42.26603936
steimp,-70.87083333,42.26603936
steimp,-70.90416667,42.24937269
steimp,-70.90416667,42.24937269
steimp,-70.90416667,42.24937269
steimp,-70.97083333,42.36603936
steimp,-70.97083333,42.36603936
steimp,-71.0125,42.29937269
steimp,-71.0125,42.29937269
steimp,-71.0125,42.29937269
steimp,-70.8709,42.2658
steimp,-70.87083333,42.26603936
steimp,-70.8707,42.2651
steimp,-70.8727,42.266
steimp,-70.8734,42.2651
stesch,-70.87916667,42.27437269
stesch,-70.97083333,42.36603936
stesch,-70.92083333,42.24937269
stesch,-70.92083333,42.24937269
stesch,-70.92083333,42.24937269
stesch,-70.92083333,42.24937269
stesch,-70.92083333,42.24937269
stesch,-70.92083333,42.24937269
stesch,-70.87083333,42.26603936
stesch,-70.87083333,42.26603936
stesch,-70.90416667,42.24937269
stesch,-70.90416667,42.24937269
stesch,-71.0125,42.29937269
stesch,-70.8727,42.266
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.92083333,42.24937269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87916667,42.27437269
tapses,-70.87083333,42.26603936
tapses,-70.87083333,42.26603936
tapses,-70.87083333,42.26603936
tapses,-70.97083333,42.36603936
tapses,-70.90416667,42.24937269
tapses,-70.90416667,42.24937269
tapses,-70.90416667,42.24937269
tapses,-70.90416667,42.24937269
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-70.97083333,42.36603936
tapses,-71.00416667,42.29937269
tapses,-71.00416667,42.29937269
tapses,-71.00416667,42.29937269
tapses,-71.00416667,42.29937269
tapses,-71.00416667,42.29937269
tapses,-71.0125,42.29937269
tapses,-71.0125,42.29937269
tapses,-71.00416667,42.29937269
tapses,-71.0125,42.29937269
tapses,-71.0125,42.29937269
tapses,-71.0125,42.29937269
tapses,-70.8692,42.2625
tapses,-70.87083333,42.26603936
tapses,-70.87083333,42.26603936
tapses,-70.87083333,42.26603936
tapses,-70.87083333,42.26603936
tapses,-70.87083333,42.26603936
tapses,-70.8726,42.2627
