TRANSECT,STOP,LAT_WGS84,LONG_WGS84,SPECIES,PRES
452511619,5,45.34436,-116.40824,AMDI,0
452511619,6,45.34442,-116.41219,AMDI,0
452511619,9,45.34158,-116.41286,AMDI,0
452511625,1,45.418671,-116.418907,AMDI,0
452511625,4,45.41836,-116.41503,AMDI,0
452511625,6,45.41575,-116.41619,AMDI,0
452511625,8,45.4139,-116.41852,AMDI,0
452711607,1,45.45562,-116.12844,AMDI,0
452711607,2,45.45778,-116.12914,AMDI,0
452711607,3,45.46014,-116.12991,AMDI,0
452711607,4,45.46207,-116.13125,AMDI,0
452711607,5,45.46433,-116.13058,AMDI,0
452711607,6,45.46661,-116.12928,AMDI,0
452711607,7,45.46864,-116.13017,AMDI,0
453111557,2,45.52757,-115.96616,AMDI,0
453111557,3,45.52929,-115.96603,AMDI,0
453111557,4,45.53079,-115.965,AMDI,0
453111557,5,45.53266,-115.96421,AMDI,0
453111557,6,45.53357,-115.96142,AMDI,0
453111557,7,45.53503,-115.96023,AMDI,0
453111557,8,45.53712,-115.96009,AMDI,0
453111557,9,45.53833,-115.95821,AMDI,0
453111557,10,45.53633,-115.9573,AMDI,0
453211419,2,45.52158,-114.32411,AMDI,0
453211419,3,45.52084,-114.32761,AMDI,0
453211419,4,45.52102,-114.33132,AMDI,0
453211419,5,45.52142,-114.33499,AMDI,0
453611624,2,45.60711,-116.40203,AMDI,0
453611624,3,45.60545,-116.40374,AMDI,0
453611624,4,45.60365,-116.40572,AMDI,0
453611624,5,45.60244,-116.40804,AMDI,0
453711622,2,45.61656,-116.3635,AMDI,0
453711622,3,45.61716,-116.35984,AMDI,0
453711622,4,45.61928,-116.35943,AMDI,0
453711622,6,45.61963,-116.35619,AMDI,0
454211602,1,45.70787,-116.0458,AMDI,0
454211602,2,45.70554,-116.0465,AMDI,0
454211602,4,45.70182,-116.04845,AMDI,0
454211602,5,45.69992,-116.04983,AMDI,0
454211602,7,45.69683,-116.04909,AMDI,0
454211602,9,45.69469,-116.05297,AMDI,0
454311415,4,45.71343,-114.24418,AMDI,0
454311415,5,45.71366,-114.24151,AMDI,0
454311415,7,45.71333,-114.23524,AMDI,0
454311415,8,45.71468,-114.23209,AMDI,0
454611543,1,45.78026,-115.72631,AMDI,0
454611543,2,45.78188,-115.72364,AMDI,0
454611543,3,45.78344,-115.72028,AMDI,0
454611543,4,45.78277,-115.71739,AMDI,0
454611543,5,45.78429,-115.71355,AMDI,0
454611545,1,45.7691,-115.75959,AMDI,0
454611545,2,45.76693,-115.76238,AMDI,0
454611545,3,45.76708,-115.7653,AMDI,0
454611545,4,45.76546,-115.76897,AMDI,0
454611607,2,45.7755,-116.09098,AMDI,0
454611607,3,45.7773,-116.09215,AMDI,0
454611607,4,45.777137,-116.095491,AMDI,0
454611607,5,45.777043,-116.098291,AMDI,0
454811410,1,45.80943,-114.16805,AMDI,0
454811410,2,45.80956,-114.16416,AMDI,0
454811410,3,45.80915,-114.16035,AMDI,0
454811410,4,45.80801,-114.1569,AMDI,0
454911350,2,45.80914,-113.83555,AMDI,0
454911350,3,45.80767,-113.83771,AMDI,0
454911350,4,45.805482,-113.837786,AMDI,0
454911350,5,45.80345,-113.83944,AMDI,0
454911419,1,45.814336,-114.320557,AMDI,0
454911419,2,45.81487,-114.32368,AMDI,0
454911419,3,45.81517,-114.32592,AMDI,0
454911419,4,45.8157,-114.32868,AMDI,0
454911419,5,45.81659,-114.33102,AMDI,0
454911419,6,45.81749,-114.33303,AMDI,0
454911419,7,45.81674,-114.33619,AMDI,0
454911419,8,45.81602,-114.33941,AMDI,0
454911419,9,45.81605,-114.34238,AMDI,0
454911419,10,45.81587,-114.34547,AMDI,0
455011350,2,45.8449,-113.83392,AMDI,0
455011350,3,45.84721,-113.83467,AMDI,0
455011350,4,45.84961,-113.83323,AMDI,0
455111412,1,45.85476,-114.20238,AMDI,0
455111412,2,45.85283,-114.20495,AMDI,0
455111412,3,45.85049,-114.20708,AMDI,0
455111412,4,45.8483,-114.20575,AMDI,0
455111412,5,45.84605,-114.20402,AMDI,0
455111412,6,45.84468,-114.20159,AMDI,0
455111412,7,45.84186,-114.20255,AMDI,0
455111412,8,45.84301,-114.20508,AMDI,0
455111412,9,45.84209,-114.20914,AMDI,0
455111412,10,45.84422,-114.20861,AMDI,0
455511342,3,45.90648,-113.68566,AMDI,0
455511342,4,45.90607,-113.68198,AMDI,0
455511342,5,45.90565,-113.67847,AMDI,0
455511342,6,45.90544,-113.67485,AMDI,0
455511354,1,45.91705,-113.89507,AMDI,0
455511354,2,45.91957,-113.89466,AMDI,0
455511354,3,45.9211,-113.89149,AMDI,0
455511354,4,45.92269,-113.8946,AMDI,0
455511354,5,45.92536,-113.89503,AMDI,0
455511354,6,45.92727,-113.89292,AMDI,0
455511354,7,45.92951,-113.89154,AMDI,0
455511354,8,45.92759,-113.89534,AMDI,0
455511354,9,45.92677,-113.89821,AMDI,0
455511354,10,45.92451,-113.89928,AMDI,0
455511553,2,45.91846,-115.89247,AMDI,0
455511553,3,45.92053,-115.89103,AMDI,0
455511553,4,45.92268,-115.8916,AMDI,0
455511553,5,45.92542,-115.89201,AMDI,0
455711402,2,45.95904,-114.04293,AMDI,0
455711402,3,45.9619,-114.04331,AMDI,0
455711402,4,45.9606,-114.04627,AMDI,0
455711402,5,45.96072,-114.05024,AMDI,0
460011546,1,46.00842,-115.77567,AMDI,0
460011546,2,46.01067,-115.7766,AMDI,0
460011546,3,46.01317,-115.77657,AMDI,0
460011546,4,46.01522,-115.77685,AMDI,0
460011546,5,46.01667,-115.77882,AMDI,0
460011546,6,46.01672,-115.7823,AMDI,0
460011546,7,46.01772,-115.78447,AMDI,0
460011546,8,46.01849,-115.7868,AMDI,0
460211517,4,46.04065,-115.2829,AMDI,0
460211517,5,46.03897,-115.28099,AMDI,0
460211517,7,46.03824,-115.27641,AMDI,0
460211517,9,46.036954,-115.271372,AMDI,0
460311414,2,46.05664,-114.22984,AMDI,0
460311414,3,46.0542,-114.2315,AMDI,0
460311414,4,46.05167,-114.2353,AMDI,0
460311414,5,46.0513,-114.23167,AMDI,0
460511406,1,46.07914,-114.10619,AMDI,0
460511406,2,46.07699,-114.10429,AMDI,0
460511406,3,46.07523,-114.1066,AMDI,0
460511406,5,46.07144,-114.10627,AMDI,0
460611532,1,46.09711,-115.53754,AMDI,0
460611532,3,46.1031,-115.54063,AMDI,0
460611532,5,46.10536,-115.55093,AMDI,0
460611532,6,46.10672,-115.54823,AMDI,0
460611549,2,46.09538,-115.8207,AMDI,0
460611549,3,46.09334,-115.82,AMDI,0
460611549,4,46.0914,-115.81729,AMDI,0
460611549,5,46.08943,-115.8162,AMDI,0
460711353,2,46.11398,-113.88292,AMDI,0
460711353,3,46.11251,-113.88489,AMDI,0
460711353,4,46.11075,-113.88213,AMDI,0
460711353,5,46.10936,-113.87894,AMDI,0
461011359,7,46.17791,-113.97005,AMDI,0
461011359,8,46.17368,-113.97209,AMDI,0
461011359,9,46.17207,-113.97472,AMDI,0
461011359,10,46.16933,-113.97556,AMDI,0
461211355,1,46.20112,-113.91432,AMDI,0
461211355,2,46.20291,-113.91152,AMDI,0
461211355,3,46.20438,-113.90809,AMDI,0
461211355,4,46.2072,-113.90784,AMDI,0
461311531,1,46.22215,-115.5273,AMDI,0
461311531,4,46.22389,-115.52831,AMDI,0
461311531,7,46.22569,-115.52826,AMDI,0
461311531,8,46.22733,-115.52739,AMDI,0
461311531,9,46.22894,-115.52695,AMDI,0
461311531,10,46.23088,-115.5269,AMDI,0
461411334,7,46.22148,-113.58332,AMDI,0
461411334,8,46.21913,-113.58458,AMDI,0
461411334,9,46.21743,-113.58744,AMDI,0
461411334,10,46.21508,-113.5897,AMDI,0
461411529,7,46.23315,-115.4933,AMDI,0
461411529,8,46.23546,-115.49136,AMDI,0
461411529,9,46.23685,-115.48914,AMDI,0
461411529,10,46.2379,-115.4867,AMDI,0
461611540,2,46.27586,-115.67467,AMDI,0
461611540,4,46.27422,-115.6692,AMDI,0
461611540,5,46.27169,-115.66945,AMDI,0
461611540,6,46.27164,-115.67316,AMDI,0
461611540,7,46.27099,-115.66529,AMDI,0
461611540,8,46.27272,-115.66522,AMDI,0
461611540,9,46.27421,-115.66388,AMDI,0
461611540,10,46.27594,-115.66989,AMDI,0
461711356,5,46.288529,-113.945748,AMDI,0
461711356,7,46.289874,-113.938753,AMDI,0
461711356,8,46.28732,-113.940719,AMDI,0
461711356,9,46.28464,-113.93864,AMDI,0
461911357,2,46.3205,-113.9526,AMDI,0
461911357,3,46.32253,-113.95509,AMDI,0
461911357,4,46.32444,-113.95203,AMDI,0
461911357,5,46.32658,-113.95385,AMDI,0
461911414,2,46.32473,-114.24032,AMDI,0
461911414,3,46.32689,-114.24169,AMDI,0
461911414,4,46.32939,-114.23862,AMDI,0
461911414,5,46.33162,-114.23741,AMDI,0
462111549,5,46.34649,-115.80858,AMDI,0
462111549,6,46.34769,-115.80497,AMDI,0
462111549,7,46.34815,-115.80167,AMDI,0
462111549,8,46.34863,-115.79752,AMDI,0
462511331,1,46.41703,-113.5165,AMDI,0
462511331,2,46.41588,-113.51975,AMDI,0
462511331,3,46.41543,-113.5235,AMDI,0
462511331,4,46.41491,-113.52753,AMDI,0
462511548,1,46.4271,-115.80405,AMDI,0
462511548,2,46.4285,-115.80803,AMDI,0
462511548,3,46.43065,-115.80968,AMDI,0
462511548,4,46.43223,-115.81238,AMDI,0
462511609,1,46.41562,-116.17467,AMDI,0
462511609,3,46.41688,-116.16822,AMDI,0
462511609,4,46.41717,-116.16528,AMDI,0
462511609,5,46.41692,-116.1618,AMDI,0
462511609,6,46.4167,-116.15854,AMDI,0
462511609,7,46.41667,-116.15556,AMDI,0
462611657,1,46.43011,-115.96788,AMDI,0
462611657,2,46.4268,-115.96959,AMDI,0
462611657,3,46.42433,-115.9701,AMDI,0
462611657,4,46.42194,-115.97054,AMDI,0
462711412,1,46.44594,-114.20494,AMDI,0
462711412,2,46.44435,-114.20496,AMDI,0
462711412,3,46.44337,-114.20773,AMDI,0
462711412,4,46.44263,-114.21094,AMDI,0
462711412,5,46.44206,-114.21383,AMDI,0
462711412,6,46.44007,-114.21682,AMDI,0
462711412,7,46.43928,-114.21976,AMDI,0
462711412,8,46.43727,-114.22111,AMDI,0
462711412,9,46.43686,-114.22449,AMDI,0
462711412,10,46.43707,-114.22803,AMDI,0
462711415,1,46.43608,-114.25291,AMDI,0
462711415,2,46.4373,-114.25529,AMDI,0
462711415,3,46.4387,-114.25791,AMDI,0
462711415,4,46.44117,-114.25786,AMDI,0
462711415,5,46.44304,-114.25965,AMDI,0
462711415,6,46.445111,-114.259333,AMDI,0
462711415,7,46.44732,-114.26019,AMDI,0
462711415,8,46.44964,-114.26157,AMDI,0
462711415,10,46.45246,-114.26601,AMDI,0
462711501,1,46.46095,-115.01879,AMDI,1
462711501,2,46.45881,-115.01941,AMDI,0
462711501,3,46.45808,-115.016578,AMDI,0
462711501,4,46.457034,-115.01428,AMDI,0
462711501,5,46.455194,-115.013415,AMDI,0
462711501,6,46.45513,-115.01059,AMDI,0
462711501,7,46.45505,-115.00791,AMDI,0
462711501,9,46.453301,-115.007847,AMDI,0
462711501,10,46.451713,-115.009974,AMDI,0
463111345,2,46.5172,-113.75256,AMDI,0
463111345,4,46.51921,-113.75373,AMDI,0
463111345,6,46.52141,-113.75267,AMDI,0
463111345,9,46.52166,-113.7485,AMDI,0
463111410,2,46.51847,-114.17879,AMDI,0
463111410,3,46.5189,-114.18334,AMDI,0
463111410,4,46.52151,-114.18564,AMDI,0
463111410,5,46.52426,-114.17993,AMDI,0
463111547,2,46.53366,-115.79055,AMDI,0
463111547,3,46.53542,-115.79299,AMDI,0
463111547,4,46.53714,-115.7953,AMDI,0
463111547,5,46.53864,-115.79821,AMDI,0
463111612,1,46.52822,-116.15076,AMDI,0
463111612,2,46.52676,-116.15359,AMDI,0
463111612,3,46.52369,-116.15612,AMDI,0
463311442,1,46.54946,-114.70869,AMDI,0
463311442,2,46.552,-114.70882,AMDI,0
463311442,3,46.5544,-114.70899,AMDI,0
463311442,4,46.55382,-114.71049,AMDI,0
463311442,5,46.55318,-114.71333,AMDI,0
463311442,6,46.55346,-114.71578,AMDI,0
463311442,7,46.55212,-114.7183,AMDI,0
463311442,8,46.55003,-114.72025,AMDI,0
463311442,9,46.55012,-114.72337,AMDI,0
463311442,10,46.54966,-114.7265,AMDI,0
463411339,1,46.5746,-113.65704,AMDI,0
463411339,2,46.57606,-113.65369,AMDI,0
463411339,3,46.57646,-113.65014,AMDI,0
463411339,4,46.57705,-113.64648,AMDI,0
463411541,2,46.56858,-115.68473,AMDI,0
463411541,3,46.56568,-115.68288,AMDI,0
463411541,4,46.563234,-115.682031,AMDI,0
463411541,6,46.55923,-115.6827,AMDI,0
463611602,2,46.60432,-116.04767,AMDI,0
463611602,3,46.60199,-116.04762,AMDI,0
463611602,4,46.59981,-116.04651,AMDI,0
463611602,5,46.59838,-116.04414,AMDI,0
463911335,3,46.65281,-113.59163,AMDI,0
463911335,6,46.65818,-113.588315,AMDI,0
464011549,2,46.67459,-115.81203,AMDI,0
464011549,7,46.67425,-115.80531,AMDI,0
464011549,9,46.67386,-115.80183,AMDI,0
464011549,10,46.67484,-115.79837,AMDI,0
464111333,6,46.6841,-113.54969,AMDI,0
464111333,7,46.68406,-113.54658,AMDI,0
464111333,8,46.68359,-113.54278,AMDI,0
464111333,9,46.68546,-113.54407,AMDI,0
464111346,1,46.67964,-113.77425,AMDI,0
464111346,2,46.67771,-113.77153,AMDI,0
464111346,3,46.67599,-113.76858,AMDI,0
464111346,4,46.67442,-113.7657,AMDI,0
464111346,5,46.67215,-113.76762,AMDI,0
464111346,6,46.67067,-113.76894,AMDI,0
464111346,7,46.669135,-113.772611,AMDI,0
464111346,8,46.667553,-113.77506,AMDI,0
464111346,9,46.66617,-113.77832,AMDI,0
464111346,10,46.66529,-113.78188,AMDI,0
464111429,2,46.68394,-114.48334,AMDI,0
464111429,3,46.68475,-114.47752,AMDI,0
464111429,4,46.6847,-114.47394,AMDI,0
464111429,5,46.68368,-114.47052,AMDI,0
464111541,2,46.67749,-115.69514,AMDI,0
464111541,3,46.67924,-115.69706,AMDI,0
464111541,5,46.68062,-115.70165,AMDI,0
464111541,6,46.68223,-115.70306,AMDI,0
464211620,1,46.71048,-116.333422,AMDI,0
464211620,2,46.704705,-116.336406,AMDI,0
464211620,3,46.70582,-116.34253,AMDI,0
464211620,4,46.702254,-116.345632,AMDI,0
464211620,5,46.69822,-116.34303,AMDI,0
464211620,6,46.696989,-116.347886,AMDI,0
464211620,7,46.694591,-116.351154,AMDI,0
464411429,7,46.729805,-114.472223,AMDI,0
464411429,8,46.732151,-114.470581,AMDI,0
464411429,9,46.733301,-114.468467,AMDI,0
464611435,6,46.7756,-114.5858,AMDI,0
464611435,7,46.77715,-114.58801,AMDI,0
464611435,8,46.7799,-114.59097,AMDI,0
464611435,9,46.78185,-114.59379,AMDI,0
464611552,6,46.78105,-115.89746,AMDI,0
464611552,8,46.77874,-115.90302,AMDI,0
464611552,9,46.77952,-115.90683,AMDI,0
464811437,2,46.817132,-114.618895,AMDI,0
464811437,3,46.81928,-114.61701,AMDI,0
464811437,6,46.825848,-114.610257,AMDI,0
464911437,1,46.81466,-114.62027,AMDI,0
464911437,4,46.82144,-114.61497,AMDI,0
464911437,5,46.82381,-114.61318,AMDI,0
464911437,7,46.82816,-114.60866,AMDI,0
464911437,8,46.83071,-114.60751,AMDI,0
464911437,9,46.83341,-114.60575,AMDI,0
464911437,10,46.8353,-114.6043,AMDI,0
464911545,4,46.81556,-115.74441,AMDI,0
464911545,6,46.81946,-115.7476,AMDI,0
464911545,8,46.82236,-115.75162,AMDI,0
464911545,10,46.82322,-115.75454,AMDI,0
464911639,2,46.829832,-116.660491,AMDI,0
464911639,3,46.829805,-116.664081,AMDI,0
464911639,4,46.828545,-116.665991,AMDI,0
464911639,5,46.82804,-116.66988,AMDI,0
465011526,2,46.845242,-115.447625,AMDI,0
465011526,3,46.844985,-115.450353,AMDI,0
465011526,6,46.84055,-115.45539,AMDI,0
465011526,7,46.83924,-115.45805,AMDI,0
465011526,8,46.83784,-115.46099,AMDI,0
465011526,9,46.83636,-115.46317,AMDI,0
465011526,10,46.83428,-115.46313,AMDI,0
465011535,3,46.84118,-115.58739,AMDI,0
465011535,4,46.84249,-115.58549,AMDI,0
465011535,5,46.84429,-115.5861,AMDI,0
465011535,6,46.84534,-115.58543,AMDI,0
465011535,7,46.84665,-115.58639,AMDI,0
465011535,8,46.847239,-115.584582,AMDI,0
465011535,9,46.84821,-115.58585,AMDI,0
465011535,10,46.8487,-115.58865,AMDI,0
465411416,1,46.91595,-114.26744,AMDI,0
465411416,2,46.91785,-114.2697,AMDI,0
465411416,3,46.92004,-114.272,AMDI,0
465411416,4,46.92148,-114.27537,AMDI,0
465411416,6,46.92215,-114.28221,AMDI,0
465411416,7,46.9234,-114.2866,AMDI,0
465411416,8,46.92466,-114.28905,AMDI,0
465411416,9,46.92598,-114.29189,AMDI,0
465411416,10,46.92682,-114.29455,AMDI,0
465411441,4,46.90041,-114.68331,AMDI,0
465411441,5,46.89979,-114.68035,AMDI,0
465411441,6,46.89938,-114.67741,AMDI,0
465411441,7,46.89894,-114.67413,AMDI,0
465611444,6,46.91283,-114.72768,AMDI,0
465611444,7,46.91092,-114.72538,AMDI,0
465611444,8,46.90841,-114.72385,AMDI,0
465611444,9,46.9054,-114.72441,AMDI,0
465811650,1,46.97053,-116.84962,AMDI,0
465811650,2,46.97328,-116.84885,AMDI,0
465811650,3,46.97552,-116.84822,AMDI,0
465811650,4,46.97805,-116.84831,AMDI,0
470011609,6,46.9735,-116.15032,AMDI,0
470011609,7,46.97198,-116.15202,AMDI,0
470011609,9,46.971123,-116.157801,AMDI,0
470011609,10,46.969667,-116.15422,AMDI,0
470211521,3,47.044827,-115.341886,AMDI,0
470211521,4,47.045402,-115.338909,AMDI,0
470211521,5,47.045743,-115.335815,AMDI,0
470211521,6,47.046334,-115.330162,AMDI,0
470311611,6,47.07496,-116.18864,AMDI,0
470311611,7,47.07812,-116.18853,AMDI,0
470311611,8,47.08011,-116.18816,AMDI,0
470311611,9,47.08228,-116.18767,AMDI,0
470411618,5,47.085878,-116.319229,AMDI,0
470411618,6,47.086622,-116.321432,AMDI,0
470411618,7,47.08844,-116.320791,AMDI,0
470411618,9,47.09026,-116.32375,AMDI,0
470611633,3,47.110429,-116.573334,AMDI,0
470611633,4,47.10942,-116.56985,AMDI,0
470611633,5,47.10706,-116.5679,AMDI,0
470611633,6,47.10504,-116.56491,AMDI,0
470911425,4,47.14894,-114.42423,AMDI,0
470911425,5,47.15147,-114.42416,AMDI,0
470911425,6,47.15409,-114.42312,AMDI,0
470911425,7,47.1566,-114.42215,AMDI,0
471011426,7,47.17847,-114.43058,AMDI,0
471011426,8,47.18032,-114.43018,AMDI,0
471011426,9,47.18226,-114.42825,AMDI,0
471011426,10,47.18295,-114.42528,AMDI,0
471011616,6,47.178474,-116.272726,AMDI,0
471011616,7,47.177689,-116.275825,AMDI,0
471011616,8,47.175615,-116.277492,AMDI,0
471011616,9,47.173403,-116.278594,AMDI,0
471111610,1,47.187584,-116.187364,AMDI,0
471111610,3,47.18581,-116.19134,AMDI,0
471111610,5,47.183739,-116.191341,AMDI,0
471111610,7,47.18354,-116.18611,AMDI,0
471511601,5,47.26374,-116.03041,AMDI,0
471511601,7,47.26753,-116.02998,AMDI,0
471511601,9,47.27188,-116.03033,AMDI,0
471511601,10,47.2745,-116.03076,AMDI,0
471611332,2,47.26656,-113.5342,AMDI,0
471611332,3,47.26959,-113.53351,AMDI,0
471611332,4,47.271749,-113.532414,AMDI,0
471611332,5,47.26792,-113.52906,AMDI,0
471611454,1,47.26967,-114.89307,AMDI,0
471611454,2,47.26915,-114.89729,AMDI,0
471611454,3,47.26655,-114.89733,AMDI,0
471611454,4,47.2642,-114.89864,AMDI,0
471611659,3,47.272963,-115.978365,AMDI,0
471611659,5,47.272567,-115.974328,AMDI,0
471611659,7,47.27263,-115.970293,AMDI,0
471611659,9,47.271291,-115.966293,AMDI,0
471711328,7,47.26593,-113.45112,AMDI,0
471711328,8,47.26323,-113.45061,AMDI,0
471711328,9,47.261,-113.44872,AMDI,0
471711328,10,47.25859,-113.44657,AMDI,0
471711458,2,47.28592,-114.96602,AMDI,0
471711458,3,47.2874,-114.96334,AMDI,0
471711458,4,47.2899,-114.96095,AMDI,0
471711458,5,47.29226,-114.95983,AMDI,0
471811527,1,47.30472,-115.45208,AMDI,0
471811527,3,47.30064,-115.45103,AMDI,0
471811527,5,47.29638,-115.45205,AMDI,0
471811527,7,47.29239,-115.45303,AMDI,0
471811637,6,47.289981,-116.603623,AMDI,0
471811637,8,47.288532,-116.607664,AMDI,0
471811637,9,47.287663,-116.609854,AMDI,0
471811637,10,47.286584,-116.614291,AMDI,0
471911516,1,47.30558,-115.26831,AMDI,0
471911516,2,47.306,-115.26571,AMDI,0
471911516,3,47.30796,-115.2646,AMDI,0
471911516,4,47.30889,-115.26162,AMDI,0
471911516,5,47.30887,-115.26464,AMDI,0
471911516,6,47.30764,-115.26721,AMDI,0
471911516,7,47.30777,-115.27009,AMDI,0
471911516,8,47.308267,-115.273145,AMDI,0
471911516,9,47.306914,-115.277322,AMDI,0
471911524,5,47.32161,-115.4073,AMDI,0
471911524,6,47.32362,-115.40897,AMDI,0
471911524,7,47.3254,-115.40511,AMDI,0
471911546,5,47.3336,-115.76593,AMDI,0
471911546,6,47.33605,-115.76695,AMDI,0
471911546,7,47.338686,-115.769944,AMDI,0
471911546,8,47.3403,-115.77101,AMDI,0
471911617,5,47.303432,-116.28943,AMDI,0
471911617,7,47.301693,-116.293138,AMDI,0
471911617,8,47.299062,-116.292748,AMDI,0
471911617,9,47.296898,-116.294753,AMDI,0
471911639,2,47.32027,-116.66823,AMDI,0
471911639,3,47.321816,-116.668894,AMDI,0
471911639,4,47.324137,-116.669866,AMDI,0
471911639,5,47.326228,-116.668769,AMDI,0
472111332,4,47.34496,-113.55325,AMDI,0
472111332,6,47.34317,-113.55731,AMDI,0
472111332,7,47.34178,-113.5595,AMDI,0
472111332,8,47.33926,-113.55985,AMDI,0
472111332,10,47.33479,-113.56206,AMDI,0
472411335,5,47.40962,-113.58506,AMDI,0
472411335,6,47.40707,-113.58536,AMDI,0
472411335,7,47.40423,-113.58446,AMDI,0
472411335,8,47.40169,-113.58323,AMDI,0
472411531,7,47.39254,-115.53066,AMDI,0
472411531,8,47.39055,-115.53194,AMDI,0
472411531,9,47.38869,-115.53378,AMDI,0
472411531,10,47.3872,-115.53584,AMDI,0
472711535,3,47.45896,-115.59064,AMDI,0
472711535,4,47.46068,-115.59209,AMDI,0
472711535,5,47.46026,-115.59533,AMDI,0
472711535,6,47.4608,-115.59857,AMDI,0
473111348,5,47.5043,-113.82719,AMDI,0
473111348,6,47.50503,-113.83106,AMDI,0
473111348,7,47.50766,-113.83133,AMDI,0
473111348,8,47.51047,-113.83016,AMDI,0
473111521,1,47.52451,-115.34491,AMDI,0
473111521,2,47.522146,-115.342624,AMDI,0
473111521,3,47.52034,-115.34111,AMDI,0
473111521,4,47.51804,-115.341912,AMDI,0
473111521,5,47.51542,-115.34228,AMDI,0
473111521,6,47.513141,-115.342152,AMDI,0
473111521,7,47.5107,-115.34123,AMDI,0
473111521,8,47.50855,-115.34047,AMDI,0
473111521,9,47.50612,-115.33928,AMDI,0
473111521,10,47.50441,-115.33667,AMDI,0
473811345,2,47.64427,-113.73855,AMDI,0
473811345,3,47.64189,-113.73891,AMDI,0
473811345,4,47.63946,-113.74033,AMDI,0
473811345,5,47.63657,-113.74028,AMDI,0
473911605,1,47.653321,-116.088097,AMDI,0
473911605,2,47.650502,-116.088974,AMDI,0
473911605,3,47.648126,-116.090429,AMDI,0
473911605,4,47.64567,-116.09138,AMDI,0
473911605,5,47.6436,-116.09231,AMDI,0
473911605,6,47.64119,-116.0937,AMDI,0
473911605,7,47.63909,-116.09391,AMDI,0
474011448,2,47.66055,-114.80274,AMDI,0
474011448,3,47.6631,-114.80409,AMDI,0
474011448,4,47.66509,-114.80691,AMDI,0
474011448,5,47.66677,-114.80995,AMDI,0
474211513,3,47.71038,-115.21555,AMDI,0
474211513,4,47.7098,-115.212,AMDI,0
474211513,5,47.71073,-115.20898,AMDI,0
474211513,6,47.71355,-115.20884,AMDI,0
474211513,7,47.71538,-115.20958,AMDI,0
474211513,8,47.71736,-115.21085,AMDI,0
474211513,9,47.71994,-115.21182,AMDI,0
474611628,1,47.76753,-116.46635,AMDI,0
474611628,2,47.76875,-116.46924,AMDI,0
474611628,3,47.769,-116.47381,AMDI,0
474611628,4,47.77026,-116.47707,AMDI,0
474611628,5,47.77336,-116.47749,AMDI,0
474611628,6,47.77583,-116.47924,AMDI,1
474611628,7,47.77829,-116.48057,AMDI,1
474611628,8,47.779584,-116.484077,AMDI,0
474611628,9,47.78209,-116.48475,AMDI,0
474611628,10,47.78129,-116.48854,AMDI,0
474811351,1,47.81458,-113.85459,AMDI,0
474811351,2,47.81576,-113.85751,AMDI,0
474811351,3,47.818,-113.85863,AMDI,0
474811351,4,47.819894,-113.860789,AMDI,0
474811351,5,47.82305,-113.86295,AMDI,0
475011324,1,47.83165,-113.41098,AMDI,0
475011324,2,47.82925,-113.409778,AMDI,0
475011324,4,47.82484,-113.40978,AMDI,0
475011324,5,47.82126,-113.40982,AMDI,0
475111512,4,47.83855,-115.20723,AMDI,0
475111512,5,47.83733,-115.21024,AMDI,0
475111512,6,47.837,-115.21327,AMDI,0
475111512,7,47.83743,-115.21647,AMDI,0
475411332,1,47.90261,-113.54579,AMDI,0
475411332,2,47.89997,-113.54751,AMDI,0
475411332,3,47.89729,-113.54916,AMDI,0
475411332,4,47.89482,-113.55159,AMDI,0
475411349,6,47.8861,-113.82194,AMDI,0
475411349,7,47.8836,-113.82069,AMDI,0
475411349,8,47.88074,-113.82084,AMDI,0
475411349,9,47.87801,-113.8199,AMDI,0
475511525,1,47.92244,-115.42296,AMDI,0
475511525,2,47.923729,-115.425852,AMDI,0
475511525,3,47.925153,-115.429516,AMDI,0
475511525,4,47.92748,-115.43091,AMDI,0
475511525,5,47.930451,-115.43501,AMDI,0
475511525,7,47.935501,-115.440158,AMDI,0
475511525,8,47.938191,-115.441248,AMDI,0
475711638,2,46.96007,-116.64084,AMDI,0
475711638,3,46.96225,-116.64257,AMDI,0
475711638,4,46.96435,-116.64381,AMDI,0
475711638,5,46.96669,-116.64617,AMDI,0
475811513,6,47.96297,-115.23557,AMDI,0
475811513,7,47.96473,-115.2382,AMDI,0
475811513,8,47.96575,-115.24192,AMDI,0
475811513,9,47.96517,-115.24516,AMDI,0
475811605,1,46.9742,-116.0861,AMDI,0
475811605,2,46.973,-116.08371,AMDI,0
475811605,3,46.97131,-116.08186,AMDI,0
475811605,5,46.97249,-116.07551,AMDI,0
475911328,4,47.9775,-113.46442,AMDI,0
475911328,5,47.97566,-113.46115,AMDI,0
475911328,7,47.96985,-113.46258,AMDI,0
475911328,9,47.96434,-113.4631,AMDI,0
480111426,2,48.01878,-114.4488,AMDI,0
480111426,3,48.02072,-114.45093,AMDI,0
480111426,4,48.02319,-114.45164,AMDI,0
480111426,5,48.02526,-114.45288,AMDI,0
480411527,2,48.08167,-115.45075,AMDI,0
480411527,3,48.07939,-115.45293,AMDI,0
480411527,4,48.07696,-115.4517,AMDI,0
480411527,5,48.0747,-115.452,AMDI,0
480711543,2,48.12173,-115.69581,AMDI,0
480711543,3,48.11996,-115.69286,AMDI,0
480711543,5,48.116521,-115.685916,AMDI,0
480711543,6,48.11458,-115.68337,AMDI,0
