siteID,x,y,z,area,phorophyte,primary_period,secondary_period,survey_number,date,N
1,59.6,-81,19.4,233,Rock,y2000,1,1,2/1/2000,2
1,59.6,-81,19.4,233,Rock,y2000,2,2,8/1/2000,2
1,59.6,-81,19.4,233,Rock,y2001,1,3,1/1/2001,0
1,59.6,-81,19.4,233,Rock,y2001,2,4,6/1/2001,6
1,59.6,-81,19.4,233,Rock,y2002,1,5,1/1/2002,0
1,59.6,-81,19.4,233,Rock,y2002,2,6,6/1/2002,4
1,59.6,-81,19.4,233,Rock,y2003,1,7,12/2/2002,3
1,59.6,-81,19.4,233,Rock,y2003,2,8,6/10/2003,4
1,59.6,-81,19.4,233,Rock,y2004,1,9,1/24/2004,0
1,59.6,-81,19.4,233,Rock,y2004,2,10,7/17/2004,3
2,57.4,-81.1,19.4,140,Rock,y2000,1,1,2/1/2000,0
2,57.4,-81.1,19.4,140,Rock,y2000,2,2,8/1/2000,0
2,57.4,-81.1,19.4,140,Rock,y2001,1,3,1/1/2001,0
2,57.4,-81.1,19.4,140,Rock,y2001,2,4,6/1/2001,5
2,57.4,-81.1,19.4,140,Rock,y2002,1,5,1/1/2002,4
2,57.4,-81.1,19.4,140,Rock,y2002,2,6,6/1/2002,0
2,57.4,-81.1,19.4,140,Rock,y2003,1,7,12/2/2002,20
2,57.4,-81.1,19.4,140,Rock,y2003,2,8,6/10/2003,4
2,57.4,-81.1,19.4,140,Rock,y2004,1,9,1/24/2004,13
2,57.4,-81.1,19.4,140,Rock,y2004,2,10,7/17/2004,0
3,55.1,-80.9,19.3,97,Rock,y2000,1,1,2/1/2000,0
3,55.1,-80.9,19.3,97,Rock,y2000,2,2,8/1/2000,0
3,55.1,-80.9,19.3,97,Rock,y2001,1,3,1/1/2001,0
3,55.1,-80.9,19.3,97,Rock,y2001,2,4,6/1/2001,0
3,55.1,-80.9,19.3,97,Rock,y2002,1,5,1/1/2002,0
3,55.1,-80.9,19.3,97,Rock,y2002,2,6,6/1/2002,0
3,55.1,-80.9,19.3,97,Rock,y2003,1,7,12/2/2002,0
3,55.1,-80.9,19.3,97,Rock,y2003,2,8,6/10/2003,0
3,55.1,-80.9,19.3,97,Rock,y2004,1,9,1/24/2004,0
3,55.1,-80.9,19.3,97,Rock,y2004,2,10,7/17/2004,0
4,54.1,-79.4,18.9,86,Rock,y2000,1,1,2/1/2000,0
4,54.1,-79.4,18.9,86,Rock,y2000,2,2,8/1/2000,0
4,54.1,-79.4,18.9,86,Rock,y2001,1,3,1/1/2001,0
4,54.1,-79.4,18.9,86,Rock,y2001,2,4,6/1/2001,0
4,54.1,-79.4,18.9,86,Rock,y2002,1,5,1/1/2002,0
4,54.1,-79.4,18.9,86,Rock,y2002,2,6,6/1/2002,0
4,54.1,-79.4,18.9,86,Rock,y2003,1,7,12/2/2002,0
4,54.1,-79.4,18.9,86,Rock,y2003,2,8,6/10/2003,0
4,54.1,-79.4,18.9,86,Rock,y2004,1,9,1/24/2004,0
4,54.1,-79.4,18.9,86,Rock,y2004,2,10,7/17/2004,0
6,1,-1.3,0.1,30,Tree,y2000,1,1,2/1/2000,0
6,1,-1.3,0.1,30,Tree,y2000,2,2,8/1/2000,0
6,1,-1.3,0.1,30,Tree,y2001,1,3,1/1/2001,0
6,1,-1.3,0.1,30,Tree,y2001,2,4,6/1/2001,0
6,1,-1.3,0.1,30,Tree,y2002,1,5,1/1/2002,0
6,1,-1.3,0.1,30,Tree,y2002,2,6,6/1/2002,0
6,1,-1.3,0.1,30,Tree,y2003,1,7,12/2/2002,0
6,1,-1.3,0.1,30,Tree,y2003,2,8,6/10/2003,0
6,1,-1.3,0.1,30,Tree,y2004,1,9,1/24/2004,0
6,1,-1.3,0.1,30,Tree,y2004,2,10,7/17/2004,0
7,-3.4,-2.3,0.2,30,Tree,y2000,1,1,2/1/2000,0
7,-3.4,-2.3,0.2,30,Tree,y2000,2,2,8/1/2000,0
7,-3.4,-2.3,0.2,30,Tree,y2001,1,3,1/1/2001,0
7,-3.4,-2.3,0.2,30,Tree,y2001,2,4,6/1/2001,0
7,-3.4,-2.3,0.2,30,Tree,y2002,1,5,1/1/2002,0
7,-3.4,-2.3,0.2,30,Tree,y2002,2,6,6/1/2002,0
7,-3.4,-2.3,0.2,30,Tree,y2003,1,7,12/2/2002,0
7,-3.4,-2.3,0.2,30,Tree,y2003,2,8,6/10/2003,0
7,-3.4,-2.3,0.2,30,Tree,y2004,1,9,1/24/2004,0
7,-3.4,-2.3,0.2,30,Tree,y2004,2,10,7/17/2004,0
8,-2.6,-4.6,2,48,Tree,y2000,1,1,2/1/2000,0
8,-2.6,-4.6,2,48,Tree,y2000,2,2,8/1/2000,0
8,-2.6,-4.6,2,48,Tree,y2001,1,3,1/1/2001,0
8,-2.6,-4.6,2,48,Tree,y2001,2,4,6/1/2001,0
8,-2.6,-4.6,2,48,Tree,y2002,1,5,1/1/2002,0
8,-2.6,-4.6,2,48,Tree,y2002,2,6,6/1/2002,0
8,-2.6,-4.6,2,48,Tree,y2003,1,7,12/2/2002,0
8,-2.6,-4.6,2,48,Tree,y2003,2,8,6/10/2003,0
8,-2.6,-4.6,2,48,Tree,y2004,1,9,1/24/2004,0
8,-2.6,-4.6,2,48,Tree,y2004,2,10,7/17/2004,0
9,6.4,-8.6,2.7,114,Rock,y2000,1,1,2/1/2000,30
9,6.4,-8.6,2.7,114,Rock,y2000,2,2,8/1/2000,19
9,6.4,-8.6,2.7,114,Rock,y2001,1,3,1/1/2001,14
9,6.4,-8.6,2.7,114,Rock,y2001,2,4,6/1/2001,13
9,6.4,-8.6,2.7,114,Rock,y2002,1,5,1/1/2002,0
9,6.4,-8.6,2.7,114,Rock,y2002,2,6,6/1/2002,12
9,6.4,-8.6,2.7,114,Rock,y2003,1,7,12/2/2002,10
9,6.4,-8.6,2.7,114,Rock,y2003,2,8,6/10/2003,9
9,6.4,-8.6,2.7,114,Rock,y2004,1,9,1/24/2004,12
9,6.4,-8.6,2.7,114,Rock,y2004,2,10,7/17/2004,10
10,5.6,-9.1,2.6,104,Rock,y2000,1,1,2/1/2000,0
10,5.6,-9.1,2.6,104,Rock,y2000,2,2,8/1/2000,0
10,5.6,-9.1,2.6,104,Rock,y2001,1,3,1/1/2001,0
10,5.6,-9.1,2.6,104,Rock,y2001,2,4,6/1/2001,0
10,5.6,-9.1,2.6,104,Rock,y2002,1,5,1/1/2002,0
10,5.6,-9.1,2.6,104,Rock,y2002,2,6,6/1/2002,0
10,5.6,-9.1,2.6,104,Rock,y2003,1,7,12/2/2002,0
10,5.6,-9.1,2.6,104,Rock,y2003,2,8,6/10/2003,0
10,5.6,-9.1,2.6,104,Rock,y2004,1,9,1/24/2004,0
10,5.6,-9.1,2.6,104,Rock,y2004,2,10,7/17/2004,0
11,4.8,-9,2.4,19,Rock,y2000,1,1,2/1/2000,0
11,4.8,-9,2.4,19,Rock,y2000,2,2,8/1/2000,0
11,4.8,-9,2.4,19,Rock,y2001,1,3,1/1/2001,0
11,4.8,-9,2.4,19,Rock,y2001,2,4,6/1/2001,0
11,4.8,-9,2.4,19,Rock,y2002,1,5,1/1/2002,0
11,4.8,-9,2.4,19,Rock,y2002,2,6,6/1/2002,0
11,4.8,-9,2.4,19,Rock,y2003,1,7,12/2/2002,0
11,4.8,-9,2.4,19,Rock,y2003,2,8,6/10/2003,0
11,4.8,-9,2.4,19,Rock,y2004,1,9,1/24/2004,0
11,4.8,-9,2.4,19,Rock,y2004,2,10,7/17/2004,0
12,4.2,-9.5,2.5,66,Rock,y2000,1,1,2/1/2000,0
12,4.2,-9.5,2.5,66,Rock,y2000,2,2,8/1/2000,0
12,4.2,-9.5,2.5,66,Rock,y2001,1,3,1/1/2001,0
12,4.2,-9.5,2.5,66,Rock,y2001,2,4,6/1/2001,0
12,4.2,-9.5,2.5,66,Rock,y2002,1,5,1/1/2002,0
12,4.2,-9.5,2.5,66,Rock,y2002,2,6,6/1/2002,0
12,4.2,-9.5,2.5,66,Rock,y2003,1,7,12/2/2002,0
12,4.2,-9.5,2.5,66,Rock,y2003,2,8,6/10/2003,0
12,4.2,-9.5,2.5,66,Rock,y2004,1,9,1/24/2004,0
12,4.2,-9.5,2.5,66,Rock,y2004,2,10,7/17/2004,0
13,3.3,-9,3.5,41,Tree,y2000,1,1,2/1/2000,0
13,3.3,-9,3.5,41,Tree,y2000,2,2,8/1/2000,35
13,3.3,-9,3.5,41,Tree,y2001,1,3,1/1/2001,0
13,3.3,-9,3.5,41,Tree,y2001,2,4,6/1/2001,25
13,3.3,-9,3.5,41,Tree,y2002,1,5,1/1/2002,0
13,3.3,-9,3.5,41,Tree,y2002,2,6,6/1/2002,40
13,3.3,-9,3.5,41,Tree,y2003,1,7,12/2/2002,43
13,3.3,-9,3.5,41,Tree,y2003,2,8,6/10/2003,0
13,3.3,-9,3.5,41,Tree,y2004,1,9,1/24/2004,12
13,3.3,-9,3.5,41,Tree,y2004,2,10,7/17/2004,5
14,1.2,-10.5,3.4,40,Tree,y2000,1,1,2/1/2000,0
14,1.2,-10.5,3.4,40,Tree,y2000,2,2,8/1/2000,0
14,1.2,-10.5,3.4,40,Tree,y2001,1,3,1/1/2001,0
14,1.2,-10.5,3.4,40,Tree,y2001,2,4,6/1/2001,0
14,1.2,-10.5,3.4,40,Tree,y2002,1,5,1/1/2002,0
14,1.2,-10.5,3.4,40,Tree,y2002,2,6,6/1/2002,0
14,1.2,-10.5,3.4,40,Tree,y2003,1,7,12/2/2002,0
14,1.2,-10.5,3.4,40,Tree,y2003,2,8,6/10/2003,0
14,1.2,-10.5,3.4,40,Tree,y2004,1,9,1/24/2004,0
14,1.2,-10.5,3.4,40,Tree,y2004,2,10,7/17/2004,0
15,4.8,-9.9,3.8,61,Tree,y2000,1,1,2/1/2000,0
15,4.8,-9.9,3.8,61,Tree,y2000,2,2,8/1/2000,0
15,4.8,-9.9,3.8,61,Tree,y2001,1,3,1/1/2001,0
15,4.8,-9.9,3.8,61,Tree,y2001,2,4,6/1/2001,0
15,4.8,-9.9,3.8,61,Tree,y2002,1,5,1/1/2002,0
15,4.8,-9.9,3.8,61,Tree,y2002,2,6,6/1/2002,0
15,4.8,-9.9,3.8,61,Tree,y2003,1,7,12/2/2002,0
15,4.8,-9.9,3.8,61,Tree,y2003,2,8,6/10/2003,0
15,4.8,-9.9,3.8,61,Tree,y2004,1,9,1/24/2004,0
15,4.8,-9.9,3.8,61,Tree,y2004,2,10,7/17/2004,0
16,0.9,-12.5,5.2,79,Tree,y2000,1,1,2/1/2000,0
16,0.9,-12.5,5.2,79,Tree,y2000,2,2,8/1/2000,0
16,0.9,-12.5,5.2,79,Tree,y2001,1,3,1/1/2001,0
16,0.9,-12.5,5.2,79,Tree,y2001,2,4,6/1/2001,0
16,0.9,-12.5,5.2,79,Tree,y2002,1,5,1/1/2002,0
16,0.9,-12.5,5.2,79,Tree,y2002,2,6,6/1/2002,0
16,0.9,-12.5,5.2,79,Tree,y2003,1,7,12/2/2002,0
16,0.9,-12.5,5.2,79,Tree,y2003,2,8,6/10/2003,0
16,0.9,-12.5,5.2,79,Tree,y2004,1,9,1/24/2004,0
16,0.9,-12.5,5.2,79,Tree,y2004,2,10,7/17/2004,0
17,10.9,-13.6,5.3,48,Tree,y2000,1,1,2/1/2000,20
17,10.9,-13.6,5.3,48,Tree,y2000,2,2,8/1/2000,20
17,10.9,-13.6,5.3,48,Tree,y2001,1,3,1/1/2001,3
17,10.9,-13.6,5.3,48,Tree,y2001,2,4,6/1/2001,5
17,10.9,-13.6,5.3,48,Tree,y2002,1,5,1/1/2002,0
17,10.9,-13.6,5.3,48,Tree,y2002,2,6,6/1/2002,11
17,10.9,-13.6,5.3,48,Tree,y2003,1,7,12/2/2002,15
17,10.9,-13.6,5.3,48,Tree,y2003,2,8,6/10/2003,5
17,10.9,-13.6,5.3,48,Tree,y2004,1,9,1/24/2004,16
17,10.9,-13.6,5.3,48,Tree,y2004,2,10,7/17/2004,5
18,9,-13.6,5.3,69,Tree,y2000,1,1,2/1/2000,0
18,9,-13.6,5.3,69,Tree,y2000,2,2,8/1/2000,0
18,9,-13.6,5.3,69,Tree,y2001,1,3,1/1/2001,0
18,9,-13.6,5.3,69,Tree,y2001,2,4,6/1/2001,0
18,9,-13.6,5.3,69,Tree,y2002,1,5,1/1/2002,0
18,9,-13.6,5.3,69,Tree,y2002,2,6,6/1/2002,0
18,9,-13.6,5.3,69,Tree,y2003,1,7,12/2/2002,0
18,9,-13.6,5.3,69,Tree,y2003,2,8,6/10/2003,0
18,9,-13.6,5.3,69,Tree,y2004,1,9,1/24/2004,0
18,9,-13.6,5.3,69,Tree,y2004,2,10,7/17/2004,0
19,8.7,-15.8,5.7,15,Tree,y2000,1,1,2/1/2000,0
19,8.7,-15.8,5.7,15,Tree,y2000,2,2,8/1/2000,0
19,8.7,-15.8,5.7,15,Tree,y2001,1,3,1/1/2001,0
19,8.7,-15.8,5.7,15,Tree,y2001,2,4,6/1/2001,0
19,8.7,-15.8,5.7,15,Tree,y2002,1,5,1/1/2002,0
19,8.7,-15.8,5.7,15,Tree,y2002,2,6,6/1/2002,0
19,8.7,-15.8,5.7,15,Tree,y2003,1,7,12/2/2002,0
19,8.7,-15.8,5.7,15,Tree,y2003,2,8,6/10/2003,0
19,8.7,-15.8,5.7,15,Tree,y2004,1,9,1/24/2004,0
19,8.7,-15.8,5.7,15,Tree,y2004,2,10,7/17/2004,0
20,9,-18,5.9,37,Tree,y2000,1,1,2/1/2000,0
20,9,-18,5.9,37,Tree,y2000,2,2,8/1/2000,0
20,9,-18,5.9,37,Tree,y2001,1,3,1/1/2001,0
20,9,-18,5.9,37,Tree,y2001,2,4,6/1/2001,0
20,9,-18,5.9,37,Tree,y2002,1,5,1/1/2002,0
20,9,-18,5.9,37,Tree,y2002,2,6,6/1/2002,0
20,9,-18,5.9,37,Tree,y2003,1,7,12/2/2002,0
20,9,-18,5.9,37,Tree,y2003,2,8,6/10/2003,0
20,9,-18,5.9,37,Tree,y2004,1,9,1/24/2004,0
20,9,-18,5.9,37,Tree,y2004,2,10,7/17/2004,0
21,9.2,-14.5,4.2,196,Rock,y2000,1,1,2/1/2000,30
21,9.2,-14.5,4.2,196,Rock,y2000,2,2,8/1/2000,13
21,9.2,-14.5,4.2,196,Rock,y2001,1,3,1/1/2001,8
21,9.2,-14.5,4.2,196,Rock,y2001,2,4,6/1/2001,28
21,9.2,-14.5,4.2,196,Rock,y2002,1,5,1/1/2002,0
21,9.2,-14.5,4.2,196,Rock,y2002,2,6,6/1/2002,16
21,9.2,-14.5,4.2,196,Rock,y2003,1,7,12/2/2002,22
21,9.2,-14.5,4.2,196,Rock,y2003,2,8,6/10/2003,15
21,9.2,-14.5,4.2,196,Rock,y2004,1,9,1/24/2004,22
21,9.2,-14.5,4.2,196,Rock,y2004,2,10,7/17/2004,14
22,9.1,-14.5,4.2,36,Rock,y2000,1,1,2/1/2000,0
22,9.1,-14.5,4.2,36,Rock,y2000,2,2,8/1/2000,0
22,9.1,-14.5,4.2,36,Rock,y2001,1,3,1/1/2001,0
22,9.1,-14.5,4.2,36,Rock,y2001,2,4,6/1/2001,0
22,9.1,-14.5,4.2,36,Rock,y2002,1,5,1/1/2002,0
22,9.1,-14.5,4.2,36,Rock,y2002,2,6,6/1/2002,0
22,9.1,-14.5,4.2,36,Rock,y2003,1,7,12/2/2002,0
22,9.1,-14.5,4.2,36,Rock,y2003,2,8,6/10/2003,0
22,9.1,-14.5,4.2,36,Rock,y2004,1,9,1/24/2004,0
22,9.1,-14.5,4.2,36,Rock,y2004,2,10,7/17/2004,0
23,7.8,-15.4,4,32,Rock,y2000,1,1,2/1/2000,0
23,7.8,-15.4,4,32,Rock,y2000,2,2,8/1/2000,0
23,7.8,-15.4,4,32,Rock,y2001,1,3,1/1/2001,0
23,7.8,-15.4,4,32,Rock,y2001,2,4,6/1/2001,0
23,7.8,-15.4,4,32,Rock,y2002,1,5,1/1/2002,0
23,7.8,-15.4,4,32,Rock,y2002,2,6,6/1/2002,0
23,7.8,-15.4,4,32,Rock,y2003,1,7,12/2/2002,0
23,7.8,-15.4,4,32,Rock,y2003,2,8,6/10/2003,0
23,7.8,-15.4,4,32,Rock,y2004,1,9,1/24/2004,0
23,7.8,-15.4,4,32,Rock,y2004,2,10,7/17/2004,0
24,7.3,-16.1,4.1,97,Rock,y2000,1,1,2/1/2000,0
24,7.3,-16.1,4.1,97,Rock,y2000,2,2,8/1/2000,0
24,7.3,-16.1,4.1,97,Rock,y2001,1,3,1/1/2001,0
24,7.3,-16.1,4.1,97,Rock,y2001,2,4,6/1/2001,0
24,7.3,-16.1,4.1,97,Rock,y2002,1,5,1/1/2002,0
24,7.3,-16.1,4.1,97,Rock,y2002,2,6,6/1/2002,0
24,7.3,-16.1,4.1,97,Rock,y2003,1,7,12/2/2002,0
24,7.3,-16.1,4.1,97,Rock,y2003,2,8,6/10/2003,0
24,7.3,-16.1,4.1,97,Rock,y2004,1,9,1/24/2004,0
24,7.3,-16.1,4.1,97,Rock,y2004,2,10,7/17/2004,0
25,11.3,-14.9,4.6,23,Rock,y2000,1,1,2/1/2000,4
25,11.3,-14.9,4.6,23,Rock,y2000,2,2,8/1/2000,2
25,11.3,-14.9,4.6,23,Rock,y2001,1,3,1/1/2001,2
25,11.3,-14.9,4.6,23,Rock,y2001,2,4,6/1/2001,2
25,11.3,-14.9,4.6,23,Rock,y2002,1,5,1/1/2002,0
25,11.3,-14.9,4.6,23,Rock,y2002,2,6,6/1/2002,2
25,11.3,-14.9,4.6,23,Rock,y2003,1,7,12/2/2002,5
25,11.3,-14.9,4.6,23,Rock,y2003,2,8,6/10/2003,4
25,11.3,-14.9,4.6,23,Rock,y2004,1,9,1/24/2004,4
25,11.3,-14.9,4.6,23,Rock,y2004,2,10,7/17/2004,4
26,10.6,-15.9,4.3,11,Rock,y2000,1,1,2/1/2000,0
26,10.6,-15.9,4.3,11,Rock,y2000,2,2,8/1/2000,0
26,10.6,-15.9,4.3,11,Rock,y2001,1,3,1/1/2001,0
26,10.6,-15.9,4.3,11,Rock,y2001,2,4,6/1/2001,0
26,10.6,-15.9,4.3,11,Rock,y2002,1,5,1/1/2002,0
26,10.6,-15.9,4.3,11,Rock,y2002,2,6,6/1/2002,0
26,10.6,-15.9,4.3,11,Rock,y2003,1,7,12/2/2002,0
26,10.6,-15.9,4.3,11,Rock,y2003,2,8,6/10/2003,0
26,10.6,-15.9,4.3,11,Rock,y2004,1,9,1/24/2004,0
26,10.6,-15.9,4.3,11,Rock,y2004,2,10,7/17/2004,0
27,9.9,-16.9,4.6,38,Rock,y2000,1,1,2/1/2000,0
27,9.9,-16.9,4.6,38,Rock,y2000,2,2,8/1/2000,0
27,9.9,-16.9,4.6,38,Rock,y2001,1,3,1/1/2001,0
27,9.9,-16.9,4.6,38,Rock,y2001,2,4,6/1/2001,0
27,9.9,-16.9,4.6,38,Rock,y2002,1,5,1/1/2002,0
27,9.9,-16.9,4.6,38,Rock,y2002,2,6,6/1/2002,0
27,9.9,-16.9,4.6,38,Rock,y2003,1,7,12/2/2002,0
27,9.9,-16.9,4.6,38,Rock,y2003,2,8,6/10/2003,0
27,9.9,-16.9,4.6,38,Rock,y2004,1,9,1/24/2004,0
27,9.9,-16.9,4.6,38,Rock,y2004,2,10,7/17/2004,0
28,9,-17.8,4.4,21,Rock,y2000,1,1,2/1/2000,0
28,9,-17.8,4.4,21,Rock,y2000,2,2,8/1/2000,0
28,9,-17.8,4.4,21,Rock,y2001,1,3,1/1/2001,0
28,9,-17.8,4.4,21,Rock,y2001,2,4,6/1/2001,0
28,9,-17.8,4.4,21,Rock,y2002,1,5,1/1/2002,0
28,9,-17.8,4.4,21,Rock,y2002,2,6,6/1/2002,0
28,9,-17.8,4.4,21,Rock,y2003,1,7,12/2/2002,0
28,9,-17.8,4.4,21,Rock,y2003,2,8,6/10/2003,0
28,9,-17.8,4.4,21,Rock,y2004,1,9,1/24/2004,0
28,9,-17.8,4.4,21,Rock,y2004,2,10,7/17/2004,0
29,46.9,-63.9,15.3,558,Rock,y2000,1,1,2/1/2000,29
29,46.9,-63.9,15.3,558,Rock,y2000,2,2,8/1/2000,29
29,46.9,-63.9,15.3,558,Rock,y2001,1,3,1/1/2001,39
29,46.9,-63.9,15.3,558,Rock,y2001,2,4,6/1/2001,112
29,46.9,-63.9,15.3,558,Rock,y2002,1,5,1/1/2002,171
29,46.9,-63.9,15.3,558,Rock,y2002,2,6,6/1/2002,264
29,46.9,-63.9,15.3,558,Rock,y2003,1,7,12/2/2002,465
29,46.9,-63.9,15.3,558,Rock,y2003,2,8,6/10/2003,393
29,46.9,-63.9,15.3,558,Rock,y2004,1,9,1/24/2004,196
29,46.9,-63.9,15.3,558,Rock,y2004,2,10,7/17/2004,163
30,49.1,-63.4,15.4,27,Rock,y2000,1,1,2/1/2000,0
30,49.1,-63.4,15.4,27,Rock,y2000,2,2,8/1/2000,0
30,49.1,-63.4,15.4,27,Rock,y2001,1,3,1/1/2001,0
30,49.1,-63.4,15.4,27,Rock,y2001,2,4,6/1/2001,0
30,49.1,-63.4,15.4,27,Rock,y2002,1,5,1/1/2002,0
30,49.1,-63.4,15.4,27,Rock,y2002,2,6,6/1/2002,0
30,49.1,-63.4,15.4,27,Rock,y2003,1,7,12/2/2002,0
30,49.1,-63.4,15.4,27,Rock,y2003,2,8,6/10/2003,0
30,49.1,-63.4,15.4,27,Rock,y2004,1,9,1/24/2004,0
30,49.1,-63.4,15.4,27,Rock,y2004,2,10,7/17/2004,0
31,49.2,-63,15.1,23,Rock,y2000,1,1,2/1/2000,0
31,49.2,-63,15.1,23,Rock,y2000,2,2,8/1/2000,0
31,49.2,-63,15.1,23,Rock,y2001,1,3,1/1/2001,0
31,49.2,-63,15.1,23,Rock,y2001,2,4,6/1/2001,0
31,49.2,-63,15.1,23,Rock,y2002,1,5,1/1/2002,0
31,49.2,-63,15.1,23,Rock,y2002,2,6,6/1/2002,0
31,49.2,-63,15.1,23,Rock,y2003,1,7,12/2/2002,1
31,49.2,-63,15.1,23,Rock,y2003,2,8,6/10/2003,0
31,49.2,-63,15.1,23,Rock,y2004,1,9,1/24/2004,0
31,49.2,-63,15.1,23,Rock,y2004,2,10,7/17/2004,0
32,48.7,-62.3,15,416,Rock,y2000,1,1,2/1/2000,0
32,48.7,-62.3,15,416,Rock,y2000,2,2,8/1/2000,0
32,48.7,-62.3,15,416,Rock,y2001,1,3,1/1/2001,0
32,48.7,-62.3,15,416,Rock,y2001,2,4,6/1/2001,0
32,48.7,-62.3,15,416,Rock,y2002,1,5,1/1/2002,0
32,48.7,-62.3,15,416,Rock,y2002,2,6,6/1/2002,0
32,48.7,-62.3,15,416,Rock,y2003,1,7,12/2/2002,0
32,48.7,-62.3,15,416,Rock,y2003,2,8,6/10/2003,0
32,48.7,-62.3,15,416,Rock,y2004,1,9,1/24/2004,0
32,48.7,-62.3,15,416,Rock,y2004,2,10,7/17/2004,0
33,47.4,-67.5,16.6,40,Rock,y2000,1,1,2/1/2000,61
33,47.4,-67.5,16.6,40,Rock,y2000,2,2,8/1/2000,53
33,47.4,-67.5,16.6,40,Rock,y2001,1,3,1/1/2001,26
33,47.4,-67.5,16.6,40,Rock,y2001,2,4,6/1/2001,46
33,47.4,-67.5,16.6,40,Rock,y2002,1,5,1/1/2002,78
33,47.4,-67.5,16.6,40,Rock,y2002,2,6,6/1/2002,103
33,47.4,-67.5,16.6,40,Rock,y2003,1,7,12/2/2002,92
33,47.4,-67.5,16.6,40,Rock,y2003,2,8,6/10/2003,201
33,47.4,-67.5,16.6,40,Rock,y2004,1,9,1/24/2004,78
33,47.4,-67.5,16.6,40,Rock,y2004,2,10,7/17/2004,54
34,46.4,-66.5,16.3,128,Rock,y2000,1,1,2/1/2000,0
34,46.4,-66.5,16.3,128,Rock,y2000,2,2,8/1/2000,0
34,46.4,-66.5,16.3,128,Rock,y2001,1,3,1/1/2001,2
34,46.4,-66.5,16.3,128,Rock,y2001,2,4,6/1/2001,0
34,46.4,-66.5,16.3,128,Rock,y2002,1,5,1/1/2002,0
34,46.4,-66.5,16.3,128,Rock,y2002,2,6,6/1/2002,0
34,46.4,-66.5,16.3,128,Rock,y2003,1,7,12/2/2002,0
34,46.4,-66.5,16.3,128,Rock,y2003,2,8,6/10/2003,0
34,46.4,-66.5,16.3,128,Rock,y2004,1,9,1/24/2004,0
34,46.4,-66.5,16.3,128,Rock,y2004,2,10,7/17/2004,0
35,45.5,-67,15.6,40,Rock,y2000,1,1,2/1/2000,0
35,45.5,-67,15.6,40,Rock,y2000,2,2,8/1/2000,0
35,45.5,-67,15.6,40,Rock,y2001,1,3,1/1/2001,0
35,45.5,-67,15.6,40,Rock,y2001,2,4,6/1/2001,0
35,45.5,-67,15.6,40,Rock,y2002,1,5,1/1/2002,0
35,45.5,-67,15.6,40,Rock,y2002,2,6,6/1/2002,0
35,45.5,-67,15.6,40,Rock,y2003,1,7,12/2/2002,0
35,45.5,-67,15.6,40,Rock,y2003,2,8,6/10/2003,0
35,45.5,-67,15.6,40,Rock,y2004,1,9,1/24/2004,0
35,45.5,-67,15.6,40,Rock,y2004,2,10,7/17/2004,0
36,44.5,-67.2,16.2,19,Rock,y2000,1,1,2/1/2000,0
36,44.5,-67.2,16.2,19,Rock,y2000,2,2,8/1/2000,0
36,44.5,-67.2,16.2,19,Rock,y2001,1,3,1/1/2001,0
36,44.5,-67.2,16.2,19,Rock,y2001,2,4,6/1/2001,0
36,44.5,-67.2,16.2,19,Rock,y2002,1,5,1/1/2002,0
36,44.5,-67.2,16.2,19,Rock,y2002,2,6,6/1/2002,0
36,44.5,-67.2,16.2,19,Rock,y2003,1,7,12/2/2002,0
36,44.5,-67.2,16.2,19,Rock,y2003,2,8,6/10/2003,0
36,44.5,-67.2,16.2,19,Rock,y2004,1,9,1/24/2004,0
36,44.5,-67.2,16.2,19,Rock,y2004,2,10,7/17/2004,0
37,48.5,-67.9,16.9,41,Rock,y2000,1,1,2/1/2000,36
37,48.5,-67.9,16.9,41,Rock,y2000,2,2,8/1/2000,21
37,48.5,-67.9,16.9,41,Rock,y2001,1,3,1/1/2001,10
37,48.5,-67.9,16.9,41,Rock,y2001,2,4,6/1/2001,26
37,48.5,-67.9,16.9,41,Rock,y2002,1,5,1/1/2002,49
37,48.5,-67.9,16.9,41,Rock,y2002,2,6,6/1/2002,31
37,48.5,-67.9,16.9,41,Rock,y2003,1,7,12/2/2002,45
37,48.5,-67.9,16.9,41,Rock,y2003,2,8,6/10/2003,0
37,48.5,-67.9,16.9,41,Rock,y2004,1,9,1/24/2004,30
37,48.5,-67.9,16.9,41,Rock,y2004,2,10,7/17/2004,27
38,48,-69,16.8,63,Rock,y2000,1,1,2/1/2000,0
38,48,-69,16.8,63,Rock,y2000,2,2,8/1/2000,0
38,48,-69,16.8,63,Rock,y2001,1,3,1/1/2001,0
38,48,-69,16.8,63,Rock,y2001,2,4,6/1/2001,0
38,48,-69,16.8,63,Rock,y2002,1,5,1/1/2002,0
38,48,-69,16.8,63,Rock,y2002,2,6,6/1/2002,0
38,48,-69,16.8,63,Rock,y2003,1,7,12/2/2002,0
38,48,-69,16.8,63,Rock,y2003,2,8,6/10/2003,0
38,48,-69,16.8,63,Rock,y2004,1,9,1/24/2004,0
38,48,-69,16.8,63,Rock,y2004,2,10,7/17/2004,0
39,48.7,-69.6,17.5,4,Rock,y2000,1,1,2/1/2000,0
39,48.7,-69.6,17.5,4,Rock,y2000,2,2,8/1/2000,0
39,48.7,-69.6,17.5,4,Rock,y2001,1,3,1/1/2001,0
39,48.7,-69.6,17.5,4,Rock,y2001,2,4,6/1/2001,0
