x,y,species median
2268.0,2268.0,0.14195204
2269.0,2269.0,2.6858756E-5
2270.0,2270.0,0.44015732
2271.0,2271.0,0.06235622
2272.0,2272.0,1.1595342E-6
2273.0,2273.0,0.45560122
2274.0,2274.0,0.04787113
2275.0,2275.0,2.581249E-5
2276.0,2276.0,0.49792737
2277.0,2277.0,6.5146264E-7
2278.0,2278.0,4.95959E-6
2279.0,2279.0,3.919969E-7
2280.0,2280.0,0.012463349
2281.0,2281.0,0.55502903
2282.0,2282.0,7.598871E-4
2283.0,2283.0,0.00408279
2284.0,2284.0,0.019597529
2285.0,2285.0,5.586539E-7
2286.0,2286.0,9.865958E-5
2287.0,2287.0,0.8540716
2288.0,2288.0,0.19852039
2289.0,2289.0,0.05940284
2290.0,2290.0,0.65871656
2291.0,2291.0,0.06976415
2292.0,2292.0,0.011412238
2293.0,2293.0,0.5600186
2294.0,2294.0,0.65866166
2295.0,2295.0,0.83482903
2296.0,2296.0,0.44079226
2297.0,2297.0,0.004782386
2298.0,2298.0,0.046818003
2299.0,2299.0,0.7381802
2300.0,2300.0,0.5647511
2301.0,2301.0,1.7269896E-5
2302.0,2302.0,4.6591784E-4
2303.0,2303.0,6.75527E-5
2304.0,2304.0,2.699287E-6
2305.0,2305.0,7.797417E-6
2306.0,2306.0,0.047243234
2307.0,2307.0,0.060507737
2308.0,2308.0,0.32017368
2309.0,2309.0,0.11987852
2310.0,2310.0,5.133996E-4
2311.0,2311.0,0.4608481
2312.0,2312.0,4.864716E-5
2313.0,2313.0,0.3703373
2314.0,2314.0,2.3203213E-6
2315.0,2315.0,0.30541158
2316.0,2316.0,0.5204678
2317.0,2317.0,0.06721172
2318.0,2318.0,7.978777E-5
2319.0,2319.0,0.037440076
2320.0,2320.0,0.003852562
2321.0,2321.0,0.0069190105
2322.0,2322.0,0.0075575165
2323.0,2323.0,0.15041612
2324.0,2324.0,5.3834487E-5
2325.0,2325.0,2.4029233E-4
2326.0,2326.0,4.0663235E-7
2327.0,2327.0,3.0188225E-4
2328.0,2328.0,0.27557012
2329.0,2329.0,0.051880103
2330.0,2330.0,0.30993158
2331.0,2331.0,4.4037205E-7
2332.0,2332.0,0.08573373
2333.0,2333.0,0.003034184
2334.0,2334.0,0.0011079885
2335.0,2335.0,0.0014859185
2336.0,2336.0,0.05165667
2337.0,2337.0,0.06710709
2338.0,2338.0,1.3789129E-5
2339.0,2339.0,0.5402365
2340.0,2340.0,2.9386237E-4
2341.0,2341.0,2.9979472E-5
2342.0,2342.0,0.6155991
2343.0,2343.0,0.05570499
2344.0,2344.0,8.040813E-6
2345.0,2345.0,0.009359049
2346.0,2346.0,0.022569187
2347.0,2347.0,0.066379026
2348.0,2348.0,0.559663
2349.0,2349.0,0.47653085
2350.0,2350.0,0.678182
2351.0,2351.0,0.028660085
2352.0,2352.0,4.4592516E-4
2353.0,2353.0,3.5907249E-6
2354.0,2354.0,0.7399948
2355.0,2355.0,0.02766698
2356.0,2356.0,0.396033
2357.0,2357.0,0.2526898
2358.0,2358.0,0.09352183
2359.0,2359.0,6.771307E-4
2360.0,2360.0,0.12993677
2361.0,2361.0,1.6020566E-6
2362.0,2362.0,0.61784947
2363.0,2363.0,8.6620836E-5
2364.0,2364.0,0.09313512
2365.0,2365.0,1.2735897E-5
2366.0,2366.0,0.15823777
2367.0,2367.0,0.010343328
2368.0,2368.0,0.47983152
2369.0,2369.0,3.8207036E-5
2370.0,2370.0,2.2850134E-6
2371.0,2371.0,2.7902427E-6
2372.0,2372.0,0.06880681
2373.0,2373.0,0.10323248
2374.0,2374.0,0.0012355091
2375.0,2375.0,3.9607305E-5
2376.0,2376.0,4.3089196E-5
2377.0,2377.0,0.029805731
2378.0,2378.0,0.5363502
2379.0,2379.0,0.5501218
2380.0,2380.0,0.03597841
2381.0,2381.0,2.671544E-6
2382.0,2382.0,0.004622171
2383.0,2383.0,8.1090675E-6
2384.0,2384.0,0.15662204
2385.0,2385.0,0.018402034
2386.0,2386.0,4.3292475E-6
2387.0,2387.0,0.017383683
2388.0,2388.0,5.9935526E-4
2389.0,2389.0,8.1402925E-7
2390.0,2390.0,0.0014286067
2391.0,2391.0,6.694914E-6
2392.0,2392.0,0.14651878
2393.0,2393.0,0.25647235
2394.0,2394.0,0.6254491
2395.0,2395.0,1.3882855E-5
2396.0,2396.0,2.5586083E-5
2397.0,2397.0,0.020481795
2398.0,2398.0,1.1475434E-5
2399.0,2399.0,0.4613704
2400.0,2400.0,0.65983635
2401.0,2401.0,9.136031E-4
2402.0,2402.0,0.0015470394
2403.0,2403.0,0.004272608
2404.0,2404.0,0.27903703
2405.0,2405.0,1.136527E-6
2406.0,2406.0,7.6773285E-4
2407.0,2407.0,0.24817844
2408.0,2408.0,0.0013044287
2409.0,2409.0,7.794263E-6
2410.0,2410.0,0.5816727
2411.0,2411.0,2.3026862E-5
2412.0,2412.0,0.5928796
2413.0,2413.0,0.022698859
2414.0,2414.0,0.6087719
2415.0,2415.0,0.5776992
2416.0,2416.0,0.31415588
2417.0,2417.0,0.0031149772
2418.0,2418.0,7.067629E-4
2419.0,2419.0,6.999061E-5
2420.0,2420.0,0.612145
2421.0,2421.0,2.714394E-4
2422.0,2422.0,0.53494567
2423.0,2423.0,9.450275E-8
2424.0,2424.0,4.1150893E-6
2425.0,2425.0,0.035898875
2426.0,2426.0,0.25895128
2427.0,2427.0,0.013097052
2428.0,2428.0,0.55038714
2429.0,2429.0,0.016200494
2430.0,2430.0,0.48906657
2431.0,2431.0,0.49119186
2432.0,2432.0,3.4245415E-5
2433.0,2433.0,3.2049206E-7
2434.0,2434.0,1.0942205E-5
2435.0,2435.0,8.056301E-6
2436.0,2436.0,0.41631362
2437.0,2437.0,7.9629925E-4
2438.0,2438.0,2.1357877E-5
2439.0,2439.0,0.43109563
2440.0,2440.0,0.07219635
2441.0,2441.0,6.8399444E-5
2442.0,2442.0,8.9562445E-7
2443.0,2443.0,0.18715821
2444.0,2444.0,0.004859941
2445.0,2445.0,0.37336135
2446.0,2446.0,0.1211005
2447.0,2447.0,0.001207358
2448.0,2448.0,5.549546E-9
2449.0,2449.0,0.021296587
2450.0,2450.0,0.33364877
2451.0,2451.0,0.7862006
2452.0,2452.0,0.11435667
2453.0,2453.0,0.3895719
2454.0,2454.0,0.011386018
2455.0,2455.0,2.520052E-6
2456.0,2456.0,5.9034113E-7
2457.0,2457.0,1.0697311E-5
2458.0,2458.0,0.058743365
2459.0,2459.0,0.088251434
2460.0,2460.0,0.23553997
2461.0,2461.0,2.7035543E-5
2462.0,2462.0,0.20360282
2463.0,2463.0,0.13625813
2464.0,2464.0,1.2333006E-6
2465.0,2465.0,0.13585246
2466.0,2466.0,0.15943731
2467.0,2467.0,6.939449E-5
2468.0,2468.0,0.4515061
2469.0,2469.0,0.0010860238
2470.0,2470.0,5.596977E-4
2471.0,2471.0,7.958506E-5
2472.0,2472.0,6.6047284E-4
2473.0,2473.0,0.9254807
2474.0,2474.0,0.5975145
2475.0,2475.0,0.005712498
2476.0,2476.0,0.003868853
2477.0,2477.0,0.5023691
2478.0,2478.0,4.5480512E-4
2479.0,2479.0,0.041436136
2480.0,2480.0,0.39644727
2481.0,2481.0,5.0501154E-7
2482.0,2482.0,0.2523931
2483.0,2483.0,4.26515E-5
2484.0,2484.0,0.38777897
2485.0,2485.0,2.6473606E-5
2486.0,2486.0,0.005741531
2487.0,2487.0,0.06295726
2488.0,2488.0,3.7537401E-7
2489.0,2489.0,0.0041454853
2490.0,2490.0,0.09165239
2491.0,2491.0,5.36512E-6
2492.0,2492.0,0.058436353
2493.0,2493.0,2.1497965E-5
2494.0,2494.0,0.65134674
2495.0,2495.0,0.14407386
2496.0,2496.0,0.6313588
2497.0,2497.0,8.500899E-5
2498.0,2498.0,0.6000303
2499.0,2499.0,0.12615095
2500.0,2500.0,0.012670558
2501.0,2501.0,0.8393382
2502.0,2502.0,0.11850774
2503.0,2503.0,0.16520363
2504.0,2504.0,4.704107E-7
2505.0,2505.0,0.07463326
2506.0,2506.0,1.7446719E-4
2507.0,2507.0,0.47864696
2508.0,2508.0,0.96138424
2509.0,2509.0,2.7832123E-6
2510.0,2510.0,0.13094044
2511.0,2511.0,0.0010543129
2512.0,2512.0,1.7132098E-4
2513.0,2513.0,2.4637035E-5
2514.0,2514.0,9.509409E-8
2515.0,2515.0,0.034773752
2516.0,2516.0,2.2816666E-8
2517.0,2517.0,0.7606737
2518.0,2518.0,6.0719276E-6
2519.0,2519.0,0.025559172
2520.0,2520.0,0.60678685
2521.0,2521.0,0.0021849796
2522.0,2522.0,0.017902458
2523.0,2523.0,0.0241517
2524.0,2524.0,2.493125E-6
2525.0,2525.0,2.0942891E-4
2526.0,2526.0,0.5770088
2527.0,2527.0,0.28088132
2528.0,2528.0,0.17518578
2529.0,2529.0,0.081438035
2530.0,2530.0,0.21846695
2531.0,2531.0,0.036345374
2532.0,2532.0,1.6546699E-5
2533.0,2533.0,0.020195484
2534.0,2534.0,0.18639371
2535.0,2535.0,5.0984736E-4
2536.0,2536.0,0.0027100518
2537.0,2537.0,0.13226536
2538.0,2538.0,0.01733139
2539.0,2539.0,2.994105E-4
2540.0,2540.0,2.0828935E-5
2541.0,2541.0,0.13006686
2542.0,2542.0,2.6466495E-7
2543.0,2543.0,1.2056261E-6
2544.0,2544.0,2.3840596E-4
2545.0,2545.0,2.8952302E-6
2546.0,2546.0,1.3924405E-4
2547.0,2547.0,4.2127933E-5
2548.0,2548.0,1.2329249E-5
2549.0,2549.0,0.06477999
2550.0,2550.0,0.021327723
2551.0,2551.0,1.6804774E-4
2552.0,2552.0,0.018726362
2553.0,2553.0,0.009267361
2554.0,2554.0,0.7845924
2555.0,2555.0,0.3071204
2556.0,2556.0,0.31730172
2557.0,2557.0,2.009091E-5
2558.0,2558.0,0.050689753
2559.0,2559.0,0.6755773
2560.0,2560.0,4.2088807E-8
2561.0,2561.0,0.0010639484
2562.0,2562.0,0.4716378
2563.0,2563.0,0.9710924
2564.0,2564.0,9.972153E-4
2565.0,2565.0,0.009604215
2566.0,2566.0,2.6248567E-4
2567.0,2567.0,0.15781428
2568.0,2568.0,0.14498757
2569.0,2569.0,3.237527E-6
2570.0,2570.0,0.030334529
2571.0,2571.0,1.6803392E-6
2572.0,2572.0,0.18930988
2573.0,2573.0,1.04734965E-4
2574.0,2574.0,1.438456E-5
2575.0,2575.0,0.6189893
2576.0,2576.0,0.6935988
2577.0,2577.0,0.08763334
2578.0,2578.0,0.4557152
2579.0,2579.0,0.6095992
2580.0,2580.0,0.00450488
2581.0,2581.0,0.024186032
2582.0,2582.0,0.0010981964
2583.0,2583.0,0.001090302
2584.0,2584.0,0.0013302809
2585.0,2585.0,9.1319646E-7
2586.0,2586.0,0.07282635
2587.0,2587.0,0.5179445
2588.0,2588.0,0.00646206
2589.0,2589.0,0.73638564
2590.0,2590.0,1.5322557E-5
2591.0,2591.0,4.2169692E-4
2592.0,2592.0,0.012125268
2593.0,2593.0,2.1578227E-4
2594.0,2594.0,0.5287713
2595.0,2595.0,4.935964E-4
2596.0,2596.0,2.7355218E-6
2597.0,2597.0,0.39167854
2598.0,2598.0,1.3734122E-4
2599.0,2599.0,0.31669474
2600.0,2600.0,0.026223859
2601.0,2601.0,0.5773866
2602.0,2602.0,0.008353722
2603.0,2603.0,9.4309304E-5
2604.0,2604.0,2.8613118E-5
2605.0,2605.0,9.7389784E-5
2606.0,2606.0,0.4310674
2607.0,2607.0,1.0847912E-8
2608.0,2608.0,0.023474583
2609.0,2609.0,0.49403447
2610.0,2610.0,0.59031713
2611.0,2611.0,0.009844923
2612.0,2612.0,0.6776488
2613.0,2613.0,0.6189079
2614.0,2614.0,0.04464067
2615.0,2615.0,2.1139851E-6
2616.0,2616.0,9.926294E-6
2617.0,2617.0,0.003021717
2618.0,2618.0,0.20160922
2619.0,2619.0,8.1001746E-4
2620.0,2620.0,5.4999305E-7
2621.0,2621.0,0.07080037
2622.0,2622.0,0.020131307
2623.0,2623.0,9.69441E-6
2624.0,2624.0,0.297484
2625.0,2625.0,0.031288423
2626.0,2626.0,0.48288128
2627.0,2627.0,0.21655375
2628.0,2628.0,2.790471E-4
2629.0,2629.0,5.887352E-5
2630.0,2630.0,0.60689837
2631.0,2631.0,6.401058E-4
2632.0,2632.0,7.796415E-5
2633.0,2633.0,4.913353E-7
2634.0,2634.0,0.20021129
2635.0,2635.0,2.5817995E-5
2636.0,2636.0,7.3739944E-4
2637.0,2637.0,0.0634377
2638.0,2638.0,2.8880754E-6
2639.0,2639.0,0.21760422
2640.0,2640.0,0.6176474
2641.0,2641.0,0.0074817706
2642.0,2642.0,1.8064391E-5
2643.0,2643.0,0.96023816
2644.0,2644.0,0.0019380384
2645.0,2645.0,6.4858464E-6
2646.0,2646.0,0.20830682
2647.0,2647.0,0.071239606
2648.0,2648.0,2.2413526E-4
2649.0,2649.0,0.03667156
2650.0,2650.0,5.2221364E-4
2651.0,2651.0,0.029321386
2652.0,2652.0,0.036304988
2653.0,2653.0,7.2420004E-4
2654.0,2654.0,0.17871803
2655.0,2655.0,0.009513054
2656.0,2656.0,0.011454886
2657.0,2657.0,0.35142684
2658.0,2658.0,3.0389754E-6
2659.0,2659.0,0.223211
2660.0,2660.0,0.01522921
2661.0,2661.0,0.0766663
2662.0,2662.0,4.0633436E-6
2663.0,2663.0,5.8851554E-4
2664.0,2664.0,0.12141181
2665.0,2665.0,1.513703E-5
2666.0,2666.0,0.017018965
2667.0,2667.0,0.035356242
2668.0,2668.0,0.014360302
2669.0,2669.0,0.021286398
2670.0,2670.0,0.33883435
2671.0,2671.0,1.932986E-4
2672.0,2672.0,0.009467237
2673.0,2673.0,0.5239193
2674.0,2674.0,0.8566859
2675.0,2675.0,0.25093663
2676.0,2676.0,0.5897858
2677.0,2677.0,3.9120914E-5
2678.0,2678.0,4.3860346E-6
2679.0,2679.0,0.00492426
2680.0,2680.0,0.44059604
2681.0,2681.0,0.7324582
2682.0,2682.0,0.0019097306
2683.0,2683.0,0.13200213
2684.0,2684.0,0.5685808
2685.0,2685.0,0.72905415
2686.0,2686.0,0.7995217
2687.0,2687.0,8.230025E-5
2688.0,2688.0,0.4572431
2689.0,2689.0,0.17836094
2690.0,2690.0,4.7501176E-6
2691.0,2691.0,4.554955E-4
2692.0,2692.0,0.0772518
2693.0,2693.0,0.14547336
2694.0,2694.0,9.299612E-5
2695.0,2695.0,0.03066833
2696.0,2696.0,0.6853443
2697.0,2697.0,0.0045308527
2698.0,2698.0,0.029739998
2699.0,2699.0,0.14407614
2700.0,2700.0,0.53036225
2701.0,2701.0,0.016385093
2702.0,2702.0,0.056769174
2703.0,2703.0,0.54668236
2704.0,2704.0,0.003259614
2705.0,2705.0,0.95228356
2706.0,2706.0,9.958429E-7
2707.0,2707.0,0.101361565
2708.0,2708.0,0.49601
2709.0,2709.0,1.4446597E-6
2710.0,2710.0,0.043895137
2711.0,2711.0,0.029097496
2712.0,2712.0,1.1052886E-5
2713.0,2713.0,2.3201156E-4
2714.0,2714.0,0.2459074
2715.0,2715.0,2.3645327E-6
2716.0,2716.0,4.897012E-7
2717.0,2717.0,0.009439437
2718.0,2718.0,0.057974618
2719.0,2719.0,0.4213572
2720.0,2720.0,0.0020497956
2721.0,2721.0,0.6341765
2722.0,2722.0,0.014852884
2723.0,2723.0,0.34142494
2724.0,2724.0,0.037039615
2725.0,2725.0,0.0013066208
2726.0,2726.0,0.56651944
2727.0,2727.0,0.81932604
2728.0,2728.0,0.03823353
2729.0,2729.0,1.1178834E-5
2730.0,2730.0,0.03802226
2731.0,2731.0,1.03843695E-5
2732.0,2732.0,2.8303982E-4
2733.0,2733.0,0.09443836
2734.0,2734.0,0.58988506
2735.0,2735.0,0.014911077
2736.0,2736.0,0.31001487
2737.0,2737.0,0.51177317
2738.0,2738.0,0.2147224
2739.0,2739.0,0.22171181
2740.0,2740.0,6.867215E-5
2741.0,2741.0,3.54865E-7
2742.0,2742.0,0.010290399
2743.0,2743.0,0.003513735
2744.0,2744.0,0.4788419
2745.0,2745.0,3.1698342E-5
2746.0,2746.0,0.1753094
2747.0,2747.0,4.5296574E-6
2748.0,2748.0,0.6315708
2749.0,2749.0,0.5253526
2750.0,2750.0,0.13041975
2751.0,2751.0,0.42960623
2752.0,2752.0,3.4655818E-7
2753.0,2753.0,0.38700125
2754.0,2754.0,0.4429582
2755.0,2755.0,0.4338683
2756.0,2756.0,0.014802633
2757.0,2757.0,0.09516585
2758.0,2758.0,2.930617E-4
2759.0,2759.0,0.26684374
2760.0,2760.0,0.05904154
2761.0,2761.0,0.33647984
2762.0,2762.0,0.03129698
2763.0,2763.0,0.12038776
2764.0,2764.0,1.5180742E-6
2765.0,2765.0,0.8313352
2766.0,2766.0,0.00646892
2767.0,2767.0,2.9116238E-6
2768.0,2768.0,8.103833E-6
2769.0,2769.0,2.2067768E-6
2770.0,2770.0,0.6097464
2771.0,2771.0,0.26977465
2772.0,2772.0,3.199315E-4
2773.0,2773.0,0.46379328
2774.0,2774.0,9.507154E-6
2775.0,2775.0,0.5315663
2776.0,2776.0,6.388968E-6
2777.0,2777.0,1.5085137E-4
2778.0,2778.0,0.8511521
2779.0,2779.0,0.082661025
2780.0,2780.0,3.207212E-7
2781.0,2781.0,3.8479334E-6
2782.0,2782.0,0.0026325549
2783.0,2783.0,0.27456704
2784.0,2784.0,0.010133641
2785.0,2785.0,0.6023329
2786.0,2786.0,0.15224387
2787.0,2787.0,3.413191E-5
2788.0,2788.0,0.2218796
2789.0,2789.0,0.015111137
2790.0,2790.0,1.6877768E-4
2791.0,2791.0,0.061477117
2792.0,2792.0,8.612356E-4
2793.0,2793.0,0.036674522
2794.0,2794.0,0.10544944
2795.0,2795.0,0.7399708
2796.0,2796.0,0.39726204
2797.0,2797.0,2.5713383E-4
2798.0,2798.0,0.048409197
2799.0,2799.0,0.5710416
2800.0,2800.0,0.010360635
2801.0,2801.0,0.3031072
2802.0,2802.0,8.065355E-4
2803.0,2803.0,0.17952536
2804.0,2804.0,0.0067417934
2805.0,2805.0,2.1763133E-6
2806.0,2806.0,0.026642602
2807.0,2807.0,0.023701333
2808.0,2808.0,0.039386496
2809.0,2809.0,0.2307809
2810.0,2810.0,0.0067861844
2811.0,2811.0,0.22546296
2812.0,2812.0,0.41004953
2813.0,2813.0,0.49699664
2814.0,2814.0,0.91102815
2815.0,2815.0,1.6717584E-4
2816.0,2816.0,0.00843937
2817.0,2817.0,9.673952E-5
2818.0,2818.0,1.7715947E-5
2819.0,2819.0,2.3595637E-6
2820.0,2820.0,0.14287904
2821.0,2821.0,0.3942043
2822.0,2822.0,1.2083486E-5
2823.0,2823.0,0.3978309
2824.0,2824.0,0.0086443145
2825.0,2825.0,0.5255638
2826.0,2826.0,1.8674156E-4
2827.0,2827.0,0.5758923
2828.0,2828.0,2.198715E-4
2829.0,2829.0,0.5714726
2830.0,2830.0,0.047141958
2831.0,2831.0,3.7810874E-5
2832.0,2832.0,3.5448608E-4
2833.0,2833.0,0.08321166
2834.0,2834.0,0.08001164
2835.0,2835.0,0.020640645
2836.0,2836.0,9.149247E-5
2837.0,2837.0,0.19481146
2838.0,2838.0,1.4451921E-6
2839.0,2839.0,0.93097484
2840.0,2840.0,6.188186E-4
2841.0,2841.0,0.10145297
2842.0,2842.0,0.9537744
2843.0,2843.0,2.0392721E-7
2844.0,2844.0,2.1013456E-4
2845.0,2845.0,0.19397552
2846.0,2846.0,0.07671802
2847.0,2847.0,0.0010652437
2848.0,2848.0,2.5093846E-7
2849.0,2849.0,1.3158396E-4
2850.0,2850.0,0.2920638
2851.0,2851.0,2.818255E-5
2852.0,2852.0,6.3992516E-6
2853.0,2853.0,4.7238122E-4
2854.0,2854.0,0.1616852
2855.0,2855.0,0.04995815
2856.0,2856.0,0.021582596
2857.0,2857.0,4.5580414E-6
2858.0,2858.0,0.003180827
2859.0,2859.0,5.6735636E-4
2860.0,2860.0,9.6035976E-4
2861.0,2861.0,0.2338983
2862.0,2862.0,0.41927847
2863.0,2863.0,0.7755054
2864.0,2864.0,0.027403742
2865.0,2865.0,1.7087743E-5
2866.0,2866.0,0.38475782
2867.0,2867.0,0.5888653
2868.0,2868.0,1.9218588E-7
2869.0,2869.0,8.170159E-6
2870.0,2870.0,0.3525946
2871.0,2871.0,2.0562784E-6
2872.0,2872.0,0.38007984
2873.0,2873.0,2.4975685E-4
2874.0,2874.0,2.8201719E-6
2875.0,2875.0,5.2736606E-5
2876.0,2876.0,0.5699552
2877.0,2877.0,5.0819394E-6
2878.0,2878.0,1.3658761E-5
2879.0,2879.0,0.010493783
2880.0,2880.0,1.1610182E-5
2881.0,2881.0,0.0026229257
2882.0,2882.0,1.4516852E-6
2883.0,2883.0,0.005173062
2884.0,2884.0,0.35993302
2885.0,2885.0,0.45034245
2886.0,2886.0,7.1854597E-6
2887.0,2887.0,1.2268584E-5
2888.0,2888.0,8.706251E-4
2889.0,2889.0,0.5583366
2890.0,2890.0,0.16700868
2891.0,2891.0,3.6484653E-7
2892.0,2892.0,1.288762E-6
2893.0,2893.0,0.028834926
2894.0,2894.0,1.3961358E-5
2895.0,2895.0,0.60444075
2896.0,2896.0,9.864291E-6
2897.0,2897.0,4.5658685E-6
2898.0,2898.0,7.6989845E-6
2899.0,2899.0,0.0035962542
2900.0,2900.0,3.5258832E-5
2901.0,2901.0,0.2824242
2902.0,2902.0,0.12250287
2903.0,2903.0,5.8271635E-6
2904.0,2904.0,0.5092083
2905.0,2905.0,2.7170885E-5
2906.0,2906.0,0.5497648
2907.0,2907.0,0.54062
2908.0,2908.0,3.402577E-4
2909.0,2909.0,9.744027E-6
2910.0,2910.0,2.492433E-5
2911.0,2911.0,0.42903864
2912.0,2912.0,0.2952615
2913.0,2913.0,0.0020948527
2914.0,2914.0,0.0532548
2915.0,2915.0,2.5314986E-7
2916.0,2916.0,6.844309E-7
2917.0,2917.0,0.68068457
2918.0,2918.0,0.18010806
2919.0,2919.0,0.025011279
2920.0,2920.0,0.54617006
2921.0,2921.0,1.8691746E-4
2922.0,2922.0,3.1707318E-6
2923.0,2923.0,8.660814E-5
2924.0,2924.0,3.0189113E-7
2925.0,2925.0,0.0018062046
2926.0,2926.0,0.006819795
2927.0,2927.0,0.38829252
2928.0,2928.0,4.5474974E-4
2929.0,2929.0,0.2851286
2930.0,2930.0,0.018842876
2931.0,2931.0,1.9433394E-6
2932.0,2932.0,0.018151889
2933.0,2933.0,0.04160103
2934.0,2934.0,8.033371E-5
2935.0,2935.0,0.023997096
2936.0,2936.0,0.26286617
2937.0,2937.0,0.20398968
2938.0,2938.0,0.0024930981
2939.0,2939.0,0.057861324
2940.0,2940.0,0.016805185
2941.0,2941.0,0.27150342
2942.0,2942.0,0.043863673
2943.0,2943.0,1.033513E-4
2944.0,2944.0,0.12032254
2945.0,2945.0,4.475199E-6
2946.0,2946.0,0.0109701725
2947.0,2947.0,0.5275032
2948.0,2948.0,9.918518E-6
2949.0,2949.0,2.7608425E-5
2950.0,2950.0,0.46494257
2951.0,2951.0,0.19142962
2952.0,2952.0,0.1587193
2953.0,2953.0,0.10778179
2954.0,2954.0,1.2154195E-4
2955.0,2955.0,4.1902294E-6
2956.0,2956.0,3.4787465E-6
2957.0,2957.0,2.2631964E-4
2958.0,2958.0,1.5148241E-6
2959.0,2959.0,1.7796124E-6
2960.0,2960.0,0.01851968
2961.0,2961.0,0.3187814
2962.0,2962.0,2.4006383E-6
2963.0,2963.0,0.024459077
2964.0,2964.0,0.52331305
2965.0,2965.0,0.051060326
2966.0,2966.0,0.33740184
2967.0,2967.0,0.45446604
2968.0,2968.0,0.06535531
2969.0,2969.0,0.9570095
2970.0,2970.0,0.38042903
2971.0,2971.0,4.41673E-6
2972.0,2972.0,1.0722767E-5
2973.0,2973.0,0.04525852
2974.0,2974.0,0.8248236
2975.0,2975.0,0.0025432666
2976.0,2976.0,0.010312686
2977.0,2977.0,0.14004867
2978.0,2978.0,3.7225732E-6
2979.0,2979.0,9.1076794E-4
2980.0,2980.0,0.19929457
2981.0,2981.0,0.53584474
2982.0,2982.0,2.0796238E-6
2983.0,2983.0,0.1937012
2984.0,2984.0,0.014114421
2985.0,2985.0,0.096724525
2986.0,2986.0,0.030777643
2987.0,2987.0,0.1765266
2988.0,2988.0,0.5339502
2989.0,2989.0,1.8088131E-6
2990.0,2990.0,3.7486694E-4
2991.0,2991.0,0.26270851
2992.0,2992.0,0.0011022309
2993.0,2993.0,0.62074596
2994.0,2994.0,0.022961814
2995.0,2995.0,5.3536105E-6
2996.0,2996.0,0.07947086
2997.0,2997.0,6.0673383E-6
2998.0,2998.0,5.5619374E-5
2999.0,2999.0,0.16990304
3000.0,3000.0,0.04884277
3001.0,3001.0,0.09719757
3002.0,3002.0,1.4531694E-6
3003.0,3003.0,2.4686515E-6
3004.0,3004.0,0.14233147
3005.0,3005.0,0.01676769
3006.0,3006.0,0.011072123
3007.0,3007.0,0.11156115
3008.0,3008.0,0.5448067
3009.0,3009.0,0.3083735
3010.0,3010.0,1.0086014E-5
3011.0,3011.0,5.74587E-4
3012.0,3012.0,0.5588476
3013.0,3013.0,0.25407347
3014.0,3014.0,5.031939E-8
3015.0,3015.0,0.005225708
3016.0,3016.0,4.139749E-6
3017.0,3017.0,9.388715E-6
3018.0,3018.0,6.4991177E-6
3019.0,3019.0,0.05588437
3020.0,3020.0,0.905156
3021.0,3021.0,0.036707044
3022.0,3022.0,0.42931157
3023.0,3023.0,0.5269727
3024.0,3024.0,0.0425308
3025.0,3025.0,0.011387481
3026.0,3026.0,1.6892703E-6
3027.0,3027.0,0.059597835
3028.0,3028.0,0.5880378
3029.0,3029.0,1.1468528E-5
3030.0,3030.0,9.60389E-6
3031.0,3031.0,0.57686037
3032.0,3032.0,0.048009247
3033.0,3033.0,0.15656365
3034.0,3034.0,6.0795687E-6
3035.0,3035.0,0.002808034
3036.0,3036.0,1.3926609E-6
3037.0,3037.0,0.07380343
3038.0,3038.0,7.079509E-4
3039.0,3039.0,5.632859E-7
3040.0,3040.0,1.8795114E-7
3041.0,3041.0,0.0028169886
3042.0,3042.0,0.31568986
3043.0,3043.0,0.13274129
3044.0,3044.0,3.1300154E-8
3045.0,3045.0,0.007294163
3046.0,3046.0,0.07283693
3047.0,3047.0,0.07269206
3048.0,3048.0,6.54902E-5
3049.0,3049.0,0.8669329
3050.0,3050.0,0.54000765
3051.0,3051.0,0.5710734
3052.0,3052.0,0.14809588
3053.0,3053.0,0.013418589
3054.0,3054.0,0.016940523
3055.0,3055.0,5.3009502E-5
3056.0,3056.0,0.0038142314
3057.0,3057.0,0.2286718
3058.0,3058.0,7.298288E-6
3059.0,3059.0,0.10072036
3060.0,3060.0,1.2271336E-4
3061.0,3061.0,1.836494E-6
3062.0,3062.0,0.29337895
3063.0,3063.0,0.092766434
3064.0,3064.0,0.03677021
3065.0,3065.0,1.032252E-4
3066.0,3066.0,4.5188724E-5
3067.0,3067.0,5.6633903E-6
3068.0,3068.0,0.35212383
3069.0,3069.0,0.47359568
3070.0,3070.0,8.83015E-4
3071.0,3071.0,0.005017546
3072.0,3072.0,0.019790268
3073.0,3073.0,6.053193E-7
3074.0,3074.0,0.18744208
3075.0,3075.0,1.0165988E-5
3076.0,3076.0,0.44877866
3077.0,3077.0,6.3311318E-6
3078.0,3078.0,0.53243524
3079.0,3079.0,1.79292E-6
3080.0,3080.0,0.46101663
3081.0,3081.0,0.54566264
3082.0,3082.0,1.0017523E-5
3083.0,3083.0,4.4167127E-6
3084.0,3084.0,0.52895916
3085.0,3085.0,0.124506444
3086.0,3086.0,0.47259068
3087.0,3087.0,0.013723332
3088.0,3088.0,5.7087505E-7
3089.0,3089.0,0.5531672
3090.0,3090.0,0.012731127
