x,y,species avg
2235.0,2235.0,0.4909289
2236.0,2236.0,0.019869668
2237.0,2237.0,0.19216369
2238.0,2238.0,0.5179186
2239.0,2239.0,0.5175866
2240.0,2240.0,0.43194866
2241.0,2241.0,0.6483396
2242.0,2242.0,0.019800501
2243.0,2243.0,0.47857004
2244.0,2244.0,8.061621E-6
2245.0,2245.0,0.69071704
2246.0,2246.0,4.392201E-4
2247.0,2247.0,3.0381156E-5
2248.0,2248.0,0.18333946
2249.0,2249.0,1.3176779E-5
2250.0,2250.0,0.0060069067
2251.0,2251.0,0.03317979
2252.0,2252.0,0.0065801055
2253.0,2253.0,0.0033692417
2254.0,2254.0,0.033811245
2255.0,2255.0,8.6667005E-6
2256.0,2256.0,3.4917184E-7
2257.0,2257.0,0.0218943
2258.0,2258.0,4.972049E-6
2259.0,2259.0,1.4929189E-5
2260.0,2260.0,0.099237986
2261.0,2261.0,0.005316127
2262.0,2262.0,3.1648425E-4
2263.0,2263.0,6.9135254E-5
2264.0,2264.0,0.5787542
2265.0,2265.0,0.0011515226
2266.0,2266.0,8.401852E-6
2267.0,2267.0,1.3223768E-6
2268.0,2268.0,0.13090834
2269.0,2269.0,4.659935E-5
2270.0,2270.0,0.47714642
2271.0,2271.0,0.07247399
2272.0,2272.0,8.508948E-7
2273.0,2273.0,0.4941487
2274.0,2274.0,0.04945641
2275.0,2275.0,3.2279233E-5
2276.0,2276.0,0.5080363
2277.0,2277.0,8.506118E-7
2278.0,2278.0,7.682914E-6
2279.0,2279.0,5.5636997E-7
2280.0,2280.0,0.014601227
2281.0,2281.0,0.57618916
2282.0,2282.0,7.833338E-4
2283.0,2283.0,0.004878529
2284.0,2284.0,0.01859457
2285.0,2285.0,1.3821293E-6
2286.0,2286.0,2.0873525E-4
2287.0,2287.0,0.8346029
2288.0,2288.0,0.19466537
2289.0,2289.0,0.06466545
2290.0,2290.0,0.6285924
2291.0,2291.0,0.07255612
2292.0,2292.0,0.012388442
2293.0,2293.0,0.5698661
2294.0,2294.0,0.68729246
2295.0,2295.0,0.813679
2296.0,2296.0,0.4479779
2297.0,2297.0,0.004727913
2298.0,2298.0,0.050303347
2299.0,2299.0,0.7358268
2300.0,2300.0,0.5761765
2301.0,2301.0,2.8018927E-5
2302.0,2302.0,6.3143205E-4
2303.0,2303.0,8.771665E-5
2304.0,2304.0,2.7924216E-6
2305.0,2305.0,1.857174E-5
2306.0,2306.0,0.052336104
2307.0,2307.0,0.076869495
2308.0,2308.0,0.31574282
2309.0,2309.0,0.12128488
2310.0,2310.0,5.491221E-4
2311.0,2311.0,0.45831215
2312.0,2312.0,5.2120802E-5
2313.0,2313.0,0.3105521
2314.0,2314.0,3.2367677E-6
2315.0,2315.0,0.29579502
2316.0,2316.0,0.5090919
2317.0,2317.0,0.06426594
2318.0,2318.0,1.12130976E-4
2319.0,2319.0,0.040042862
2320.0,2320.0,0.0047733583
2321.0,2321.0,0.0077268146
2322.0,2322.0,0.008030929
2323.0,2323.0,0.14403866
2324.0,2324.0,1.13723494E-4
2325.0,2325.0,4.5773282E-4
2326.0,2326.0,5.2728683E-7
2327.0,2327.0,3.112062E-4
2328.0,2328.0,0.25727612
2329.0,2329.0,0.05267044
2330.0,2330.0,0.31232247
2331.0,2331.0,5.781988E-7
2332.0,2332.0,0.08047827
2333.0,2333.0,0.0034175434
2334.0,2334.0,0.00176847
2335.0,2335.0,0.0017369522
2336.0,2336.0,0.048037603
2337.0,2337.0,0.07509833
2338.0,2338.0,2.7573324E-5
2339.0,2339.0,0.5415198
2340.0,2340.0,2.8230352E-4
2341.0,2341.0,4.447335E-5
2342.0,2342.0,0.6001417
2343.0,2343.0,0.052425805
2344.0,2344.0,9.6692165E-6
2345.0,2345.0,0.009913549
2346.0,2346.0,0.023582853
2347.0,2347.0,0.08238537
2348.0,2348.0,0.5475206
2349.0,2349.0,0.48045185
2350.0,2350.0,0.6625565
2351.0,2351.0,0.037939966
2352.0,2352.0,5.015553E-4
2353.0,2353.0,7.242441E-6
2354.0,2354.0,0.73213226
2355.0,2355.0,0.026112018
2356.0,2356.0,0.43308896
2357.0,2357.0,0.2493427
2358.0,2358.0,0.098864764
2359.0,2359.0,6.0249405E-4
2360.0,2360.0,0.11720708
2361.0,2361.0,2.6393325E-6
2362.0,2362.0,0.6088074
2363.0,2363.0,7.584116E-5
2364.0,2364.0,0.09570939
2365.0,2365.0,1.4857026E-5
2366.0,2366.0,0.166526
2367.0,2367.0,0.013078076
2368.0,2368.0,0.4849569
2369.0,2369.0,3.4780674E-5
2370.0,2370.0,3.1104598E-6
2371.0,2371.0,3.1415068E-6
2372.0,2372.0,0.058894288
2373.0,2373.0,0.09596454
2374.0,2374.0,0.0017787432
2375.0,2375.0,5.2727464E-5
2376.0,2376.0,7.035869E-5
2377.0,2377.0,0.032127496
2378.0,2378.0,0.53619885
2379.0,2379.0,0.54632324
2380.0,2380.0,0.032969154
2381.0,2381.0,6.2454533E-6
2382.0,2382.0,0.004263826
2383.0,2383.0,1.1257163E-5
2384.0,2384.0,0.16721515
2385.0,2385.0,0.018753637
2386.0,2386.0,5.6716935E-6
2387.0,2387.0,0.02005303
2388.0,2388.0,7.8122126E-4
2389.0,2389.0,2.0461043E-6
2390.0,2390.0,0.0018077318
2391.0,2391.0,1.3427131E-5
2392.0,2392.0,0.13252711
2393.0,2393.0,0.2175689
2394.0,2394.0,0.6206765
2395.0,2395.0,4.8655318E-5
2396.0,2396.0,5.40903E-5
2397.0,2397.0,0.021605693
2398.0,2398.0,1.3457138E-5
2399.0,2399.0,0.4774574
2400.0,2400.0,0.67824596
2401.0,2401.0,0.0016742431
2402.0,2402.0,0.0016279286
2403.0,2403.0,0.005112191
2404.0,2404.0,0.29710594
2405.0,2405.0,2.859588E-6
2406.0,2406.0,8.3625334E-4
2407.0,2407.0,0.25346023
2408.0,2408.0,0.001079224
2409.0,2409.0,7.750323E-6
2410.0,2410.0,0.57391006
2411.0,2411.0,2.2050097E-5
2412.0,2412.0,0.61564595
2413.0,2413.0,0.026117126
2414.0,2414.0,0.6116385
2415.0,2415.0,0.6137912
2416.0,2416.0,0.3068659
2417.0,2417.0,0.0053561726
2418.0,2418.0,8.014597E-4
2419.0,2419.0,7.0579394E-5
2420.0,2420.0,0.64219016
2421.0,2421.0,2.8386895E-4
2422.0,2422.0,0.5210241
2423.0,2423.0,4.4066707E-7
2424.0,2424.0,5.6292024E-6
2425.0,2425.0,0.0361635
2426.0,2426.0,0.23115076
2427.0,2427.0,0.014180861
2428.0,2428.0,0.544832
2429.0,2429.0,0.013855865
2430.0,2430.0,0.45065558
2431.0,2431.0,0.5209837
2432.0,2432.0,3.823035E-5
2433.0,2433.0,3.880227E-7
2434.0,2434.0,1.5225392E-5
2435.0,2435.0,7.166498E-6
2436.0,2436.0,0.43947187
2437.0,2437.0,0.0012921176
2438.0,2438.0,5.3186617E-5
2439.0,2439.0,0.46884084
2440.0,2440.0,0.07955803
2441.0,2441.0,8.234111E-5
2442.0,2442.0,1.7560977E-6
2443.0,2443.0,0.20932332
2444.0,2444.0,0.004189188
2445.0,2445.0,0.37596428
2446.0,2446.0,0.12698162
2447.0,2447.0,0.001242922
2448.0,2448.0,3.467084E-8
2449.0,2449.0,0.01974604
2450.0,2450.0,0.34640887
2451.0,2451.0,0.7753122
2452.0,2452.0,0.12560365
2453.0,2453.0,0.39667308
2454.0,2454.0,0.012394155
2455.0,2455.0,3.6775825E-6
2456.0,2456.0,9.868495E-7
2457.0,2457.0,1.2292896E-5
2458.0,2458.0,0.0594317
2459.0,2459.0,0.082909755
2460.0,2460.0,0.26545578
2461.0,2461.0,3.9499035E-5
2462.0,2462.0,0.20453542
2463.0,2463.0,0.14708996
2464.0,2464.0,2.9101316E-6
2465.0,2465.0,0.13025858
2466.0,2466.0,0.17002876
2467.0,2467.0,6.882797E-5
2468.0,2468.0,0.43302655
2469.0,2469.0,0.0013398323
2470.0,2470.0,4.8577116E-4
2471.0,2471.0,1.2795771E-4
2472.0,2472.0,6.0504396E-4
2473.0,2473.0,0.9272745
2474.0,2474.0,0.58877033
2475.0,2475.0,0.0052288435
2476.0,2476.0,0.004085049
2477.0,2477.0,0.4986448
2478.0,2478.0,4.350906E-4
2479.0,2479.0,0.043733276
2480.0,2480.0,0.40753967
2481.0,2481.0,5.9266114E-7
2482.0,2482.0,0.26423642
2483.0,2483.0,6.928238E-5
2484.0,2484.0,0.3838842
2485.0,2485.0,4.014059E-5
2486.0,2486.0,0.006197703
2487.0,2487.0,0.057533592
2488.0,2488.0,5.8259525E-7
2489.0,2489.0,0.004070097
2490.0,2490.0,0.094942845
2491.0,2491.0,6.8184927E-6
2492.0,2492.0,0.06824886
2493.0,2493.0,2.0993044E-5
2494.0,2494.0,0.6337565
2495.0,2495.0,0.14886439
2496.0,2496.0,0.63680774
2497.0,2497.0,6.639114E-5
2498.0,2498.0,0.58325744
2499.0,2499.0,0.11567583
2500.0,2500.0,0.014060834
2501.0,2501.0,0.7830535
2502.0,2502.0,0.11041128
2503.0,2503.0,0.15344277
2504.0,2504.0,1.4643632E-6
2505.0,2505.0,0.08871302
2506.0,2506.0,2.10305E-4
2507.0,2507.0,0.48840424
2508.0,2508.0,0.9327819
2509.0,2509.0,2.921781E-6
2510.0,2510.0,0.12715563
2511.0,2511.0,0.0012520937
2512.0,2512.0,2.6591233E-4
2513.0,2513.0,4.0281546E-5
2514.0,2514.0,5.8212635E-7
2515.0,2515.0,0.036030065
2516.0,2516.0,1.2526098E-7
2517.0,2517.0,0.7526961
2518.0,2518.0,8.195733E-6
2519.0,2519.0,0.030075952
2520.0,2520.0,0.6352099
2521.0,2521.0,0.0025866395
2522.0,2522.0,0.017345613
2523.0,2523.0,0.027237775
2524.0,2524.0,4.195863E-6
2525.0,2525.0,3.8973376E-4
2526.0,2526.0,0.59638596
2527.0,2527.0,0.23970425
2528.0,2528.0,0.17366171
2529.0,2529.0,0.08850829
2530.0,2530.0,0.21880406
2531.0,2531.0,0.03852012
2532.0,2532.0,4.4716042E-5
2533.0,2533.0,0.022846902
2534.0,2534.0,0.15232605
2535.0,2535.0,4.375056E-4
2536.0,2536.0,0.0037737908
2537.0,2537.0,0.15827875
2538.0,2538.0,0.017062066
2539.0,2539.0,2.5221214E-4
2540.0,2540.0,2.986659E-5
2541.0,2541.0,0.123339005
2542.0,2542.0,3.5132564E-7
2543.0,2543.0,2.365182E-6
2544.0,2544.0,2.3385756E-4
2545.0,2545.0,3.8904977E-6
2546.0,2546.0,1.10884364E-4
2547.0,2547.0,6.5085595E-5
2548.0,2548.0,1.5797099E-5
2549.0,2549.0,0.08006017
2550.0,2550.0,0.023633415
2551.0,2551.0,1.5216388E-4
2552.0,2552.0,0.0205501
2553.0,2553.0,0.011481691
2554.0,2554.0,0.7968846
2555.0,2555.0,0.3039035
2556.0,2556.0,0.30745512
2557.0,2557.0,2.2300748E-5
2558.0,2558.0,0.050776493
2559.0,2559.0,0.695683
2560.0,2560.0,1.6032409E-7
2561.0,2561.0,8.1105856E-4
2562.0,2562.0,0.45818856
2563.0,2563.0,0.97227937
2564.0,2564.0,0.0014508513
2565.0,2565.0,0.009803672
2566.0,2566.0,2.6037244E-4
2567.0,2567.0,0.16464517
2568.0,2568.0,0.15100746
2569.0,2569.0,5.486769E-6
2570.0,2570.0,0.03588209
2571.0,2571.0,2.0207785E-6
2572.0,2572.0,0.19091338
2573.0,2573.0,1.0457825E-4
2574.0,2574.0,1.7346683E-5
2575.0,2575.0,0.6520816
2576.0,2576.0,0.69346267
2577.0,2577.0,0.09869552
2578.0,2578.0,0.47095183
2579.0,2579.0,0.6112018
2580.0,2580.0,0.006010917
2581.0,2581.0,0.027020296
2582.0,2582.0,9.788993E-4
2583.0,2583.0,0.001334414
2584.0,2584.0,0.001092314
2585.0,2585.0,1.0616798E-6
2586.0,2586.0,0.07779913
2587.0,2587.0,0.53551537
2588.0,2588.0,0.0074464255
2589.0,2589.0,0.73348224
2590.0,2590.0,2.030755E-5
2591.0,2591.0,4.3250626E-4
2592.0,2592.0,0.012186523
2593.0,2593.0,1.711362E-4
2594.0,2594.0,0.516967
2595.0,2595.0,4.798329E-4
2596.0,2596.0,6.080418E-6
2597.0,2597.0,0.40174598
2598.0,2598.0,1.525219E-4
2599.0,2599.0,0.33789104
2600.0,2600.0,0.023033757
2601.0,2601.0,0.5750038
2602.0,2602.0,0.007832493
2603.0,2603.0,1.4908184E-4
2604.0,2604.0,2.5209525E-5
2605.0,2605.0,1.2380876E-4
2606.0,2606.0,0.45047888
2607.0,2607.0,4.7493437E-8
2608.0,2608.0,0.025218504
2609.0,2609.0,0.5208809
2610.0,2610.0,0.62350655
2611.0,2611.0,0.012683245
2612.0,2612.0,0.67962503
2613.0,2613.0,0.60023445
2614.0,2614.0,0.04567845
2615.0,2615.0,5.3748754E-6
2616.0,2616.0,9.266871E-6
2617.0,2617.0,0.0030736993
2618.0,2618.0,0.20969044
2619.0,2619.0,8.4787176E-4
2620.0,2620.0,6.762562E-7
2621.0,2621.0,0.0711821
2622.0,2622.0,0.026621554
2623.0,2623.0,1.5145673E-5
2624.0,2624.0,0.28919995
2625.0,2625.0,0.032146014
2626.0,2626.0,0.4943332
2627.0,2627.0,0.21501397
2628.0,2628.0,4.7095635E-4
2629.0,2629.0,4.835201E-5
2630.0,2630.0,0.60970217
2631.0,2631.0,7.348733E-4
2632.0,2632.0,7.424852E-5
2633.0,2633.0,8.5011845E-7
2634.0,2634.0,0.19441597
2635.0,2635.0,3.5707464E-5
2636.0,2636.0,7.112805E-4
2637.0,2637.0,0.07016869
2638.0,2638.0,5.79552E-6
2639.0,2639.0,0.21104214
2640.0,2640.0,0.59854263
2641.0,2641.0,0.009351519
2642.0,2642.0,1.9157282E-5
2643.0,2643.0,0.95904523
2644.0,2644.0,0.002154595
2645.0,2645.0,7.544267E-6
2646.0,2646.0,0.21083692
2647.0,2647.0,0.08130012
2648.0,2648.0,1.8433787E-4
2649.0,2649.0,0.032986496
2650.0,2650.0,8.084218E-4
2651.0,2651.0,0.026369147
2652.0,2652.0,0.038780328
2653.0,2653.0,9.794945E-4
2654.0,2654.0,0.2012503
2655.0,2655.0,0.008254825
2656.0,2656.0,0.015834522
2657.0,2657.0,0.39008468
2658.0,2658.0,5.869752E-6
2659.0,2659.0,0.24005459
2660.0,2660.0,0.016831039
2661.0,2661.0,0.08148489
2662.0,2662.0,7.4379836E-6
2663.0,2663.0,5.9733505E-4
2664.0,2664.0,0.11409329
2665.0,2665.0,1.835126E-5
2666.0,2666.0,0.01723317
2667.0,2667.0,0.040448923
2668.0,2668.0,0.017295348
2669.0,2669.0,0.0261903
2670.0,2670.0,0.3290722
2671.0,2671.0,2.418144E-4
2672.0,2672.0,0.00991321
2673.0,2673.0,0.5318279
2674.0,2674.0,0.87064195
2675.0,2675.0,0.25764197
2676.0,2676.0,0.5834089
2677.0,2677.0,3.5320256E-5
2678.0,2678.0,4.8833936E-6
2679.0,2679.0,0.004332374
2680.0,2680.0,0.44359282
2681.0,2681.0,0.7473792
2682.0,2682.0,0.0025625406
2683.0,2683.0,0.14962095
2684.0,2684.0,0.52038276
2685.0,2685.0,0.7091411
2686.0,2686.0,0.7499477
2687.0,2687.0,9.788606E-5
2688.0,2688.0,0.4718004
2689.0,2689.0,0.19138002
2690.0,2690.0,7.086046E-6
2691.0,2691.0,4.182526E-4
2692.0,2692.0,0.07942749
2693.0,2693.0,0.15954217
2694.0,2694.0,1.2390112E-4
2695.0,2695.0,0.033948768
2696.0,2696.0,0.68098235
2697.0,2697.0,0.004946668
2698.0,2698.0,0.028017886
2699.0,2699.0,0.14205998
2700.0,2700.0,0.5558162
2701.0,2701.0,0.01877358
2702.0,2702.0,0.05230641
2703.0,2703.0,0.5598005
2704.0,2704.0,0.0030628054
2705.0,2705.0,0.87405413
2706.0,2706.0,2.1253506E-6
2707.0,2707.0,0.10304335
2708.0,2708.0,0.47195938
2709.0,2709.0,2.1167014E-6
2710.0,2710.0,0.037207488
2711.0,2711.0,0.033831112
2712.0,2712.0,1.3089981E-5
2713.0,2713.0,3.069139E-4
2714.0,2714.0,0.24772415
2715.0,2715.0,5.469003E-6
2716.0,2716.0,8.6379373E-7
2717.0,2717.0,0.010013091
2718.0,2718.0,0.062840946
2719.0,2719.0,0.45381102
2720.0,2720.0,0.002817573
2721.0,2721.0,0.6668451
2722.0,2722.0,0.02019984
2723.0,2723.0,0.3244979
2724.0,2724.0,0.039671153
2725.0,2725.0,0.0020080004
2726.0,2726.0,0.5818325
2727.0,2727.0,0.7997609
2728.0,2728.0,0.0403569
2729.0,2729.0,1.6525088E-5
2730.0,2730.0,0.045899026
2731.0,2731.0,1.1514481E-5
2732.0,2732.0,3.0110832E-4
2733.0,2733.0,0.108472824
2734.0,2734.0,0.61443186
2735.0,2735.0,0.01752873
2736.0,2736.0,0.29968587
2737.0,2737.0,0.49772444
2738.0,2738.0,0.17995277
2739.0,2739.0,0.242651
2740.0,2740.0,1.1244398E-4
2741.0,2741.0,2.9489516E-7
2742.0,2742.0,0.008852156
2743.0,2743.0,0.005280948
2744.0,2744.0,0.48794973
2745.0,2745.0,5.0087398E-5
2746.0,2746.0,0.17842893
2747.0,2747.0,3.403474E-6
2748.0,2748.0,0.63386786
2749.0,2749.0,0.5389865
2750.0,2750.0,0.1308539
2751.0,2751.0,0.41660827
2752.0,2752.0,1.167009E-6
2753.0,2753.0,0.3989321
2754.0,2754.0,0.45691746
2755.0,2755.0,0.4601968
2756.0,2756.0,0.0148666315
2757.0,2757.0,0.104564965
2758.0,2758.0,4.0533015E-4
2759.0,2759.0,0.21795475
2760.0,2760.0,0.06553799
2761.0,2761.0,0.33346507
2762.0,2762.0,0.033873998
2763.0,2763.0,0.1206296
2764.0,2764.0,1.9445413E-6
2765.0,2765.0,0.75918984
2766.0,2766.0,0.0054923026
2767.0,2767.0,4.8368397E-6
2768.0,2768.0,1.9748124E-5
2769.0,2769.0,2.106181E-6
2770.0,2770.0,0.5657646
2771.0,2771.0,0.2954389
2772.0,2772.0,2.9874154E-4
2773.0,2773.0,0.46590802
2774.0,2774.0,1.0488446E-5
2775.0,2775.0,0.54444945
2776.0,2776.0,8.45783E-6
2777.0,2777.0,3.2332103E-4
2778.0,2778.0,0.8378334
2779.0,2779.0,0.09333676
2780.0,2780.0,1.0143384E-6
2781.0,2781.0,4.1736303E-6
2782.0,2782.0,0.0028391797
2783.0,2783.0,0.2918213
2784.0,2784.0,0.01165455
2785.0,2785.0,0.6208826
2786.0,2786.0,0.16849366
2787.0,2787.0,6.1586004E-5
2788.0,2788.0,0.2270043
2789.0,2789.0,0.012056692
2790.0,2790.0,1.4240463E-4
2791.0,2791.0,0.070083
2792.0,2792.0,0.0011706343
2793.0,2793.0,0.03428009
2794.0,2794.0,0.11029773
2795.0,2795.0,0.75739104
2796.0,2796.0,0.3892923
2797.0,2797.0,3.3917246E-4
2798.0,2798.0,0.050839998
2799.0,2799.0,0.57999426
2800.0,2800.0,0.013225542
2801.0,2801.0,0.28513741
2802.0,2802.0,7.7267893E-4
2803.0,2803.0,0.18663096
2804.0,2804.0,0.009025481
2805.0,2805.0,2.2033903E-6
2806.0,2806.0,0.03180647
2807.0,2807.0,0.024043621
2808.0,2808.0,0.045211874
2809.0,2809.0,0.23895895
2810.0,2810.0,0.00773892
2811.0,2811.0,0.2568141
2812.0,2812.0,0.41141364
2813.0,2813.0,0.45985603
2814.0,2814.0,0.90953714
2815.0,2815.0,1.4713474E-4
2816.0,2816.0,0.011144475
2817.0,2817.0,1.7977563E-4
2818.0,2818.0,2.0004723E-5
2819.0,2819.0,2.777824E-6
2820.0,2820.0,0.14738181
2821.0,2821.0,0.41017947
2822.0,2822.0,1.6335664E-5
2823.0,2823.0,0.38651618
2824.0,2824.0,0.009296881
2825.0,2825.0,0.5521748
2826.0,2826.0,3.6309438E-4
2827.0,2827.0,0.5691646
2828.0,2828.0,3.653756E-4
2829.0,2829.0,0.57444656
2830.0,2830.0,0.058095925
2831.0,2831.0,7.2371695E-5
2832.0,2832.0,2.8454457E-4
2833.0,2833.0,0.09825673
2834.0,2834.0,0.07854807
2835.0,2835.0,0.020130588
2836.0,2836.0,1.1736021E-4
2837.0,2837.0,0.17092025
2838.0,2838.0,2.2213837E-6
2839.0,2839.0,0.889685
2840.0,2840.0,5.6811125E-4
2841.0,2841.0,0.11513878
2842.0,2842.0,0.94933856
2843.0,2843.0,6.3340866E-7
2844.0,2844.0,1.8609723E-4
2845.0,2845.0,0.20765938
2846.0,2846.0,0.07357376
2847.0,2847.0,0.0010773672
2848.0,2848.0,3.769134E-7
2849.0,2849.0,1.2844578E-4
2850.0,2850.0,0.32353696
2851.0,2851.0,6.443964E-5
2852.0,2852.0,7.067227E-6
2853.0,2853.0,9.865346E-4
2854.0,2854.0,0.14062932
2855.0,2855.0,0.056800492
2856.0,2856.0,0.028139379
2857.0,2857.0,9.7788325E-6
2858.0,2858.0,0.0051923674
2859.0,2859.0,6.7563175E-4
2860.0,2860.0,0.0010152168
2861.0,2861.0,0.2314274
2862.0,2862.0,0.4097098
2863.0,2863.0,0.7819633
2864.0,2864.0,0.027417194
2865.0,2865.0,2.6885007E-5
2866.0,2866.0,0.41654414
2867.0,2867.0,0.5929639
2868.0,2868.0,7.344291E-7
2869.0,2869.0,1.6289972E-5
2870.0,2870.0,0.360774
2871.0,2871.0,2.962394E-6
2872.0,2872.0,0.408744
2873.0,2873.0,2.2138108E-4
2874.0,2874.0,5.1152247E-6
2875.0,2875.0,8.111942E-5
2876.0,2876.0,0.5703191
2877.0,2877.0,4.4424346E-6
2878.0,2878.0,3.5639106E-5
2879.0,2879.0,0.010652686
2880.0,2880.0,1.4779354E-5
2881.0,2881.0,0.003261679
2882.0,2882.0,1.9592867E-6
2883.0,2883.0,0.0060739615
2884.0,2884.0,0.31608433
2885.0,2885.0,0.46732536
2886.0,2886.0,1.6861353E-5
2887.0,2887.0,1.51567965E-5
2888.0,2888.0,8.58969E-4
2889.0,2889.0,0.56582206
2890.0,2890.0,0.14815241
2891.0,2891.0,4.93686E-7
2892.0,2892.0,2.8730637E-6
2893.0,2893.0,0.0359998
2894.0,2894.0,2.495733E-5
2895.0,2895.0,0.60965097
2896.0,2896.0,1.2692066E-5
2897.0,2897.0,6.1910637E-6
2898.0,2898.0,1.2656354E-5
2899.0,2899.0,0.0045256154
2900.0,2900.0,6.7790745E-5
2901.0,2901.0,0.28538215
2902.0,2902.0,0.12488711
2903.0,2903.0,1.2549755E-5
2904.0,2904.0,0.51896423
2905.0,2905.0,2.9189221E-5
2906.0,2906.0,0.56125927
2907.0,2907.0,0.53840756
2908.0,2908.0,2.7941613E-4
2909.0,2909.0,1.612534E-5
2910.0,2910.0,2.423072E-5
2911.0,2911.0,0.41462478
2912.0,2912.0,0.29669228
2913.0,2913.0,0.0021321739
2914.0,2914.0,0.049277548
2915.0,2915.0,2.2900824E-7
2916.0,2916.0,2.1784483E-6
2917.0,2917.0,0.69611377
2918.0,2918.0,0.1581891
2919.0,2919.0,0.02672843
2920.0,2920.0,0.55555934
2921.0,2921.0,3.3268254E-4
2922.0,2922.0,7.965279E-6
2923.0,2923.0,7.0761984E-5
2924.0,2924.0,6.67651E-7
2925.0,2925.0,0.0027953915
2926.0,2926.0,0.0063534686
2927.0,2927.0,0.41862985
2928.0,2928.0,5.2935927E-4
2929.0,2929.0,0.30258924
2930.0,2930.0,0.021176925
2931.0,2931.0,3.463655E-6
2932.0,2932.0,0.017787283
2933.0,2933.0,0.057969864
2934.0,2934.0,1.02286205E-4
2935.0,2935.0,0.023381667
2936.0,2936.0,0.24547601
2937.0,2937.0,0.1926031
2938.0,2938.0,0.0023897567
2939.0,2939.0,0.06490993
2940.0,2940.0,0.014634491
2941.0,2941.0,0.24265164
2942.0,2942.0,0.047622636
2943.0,2943.0,1.3936164E-4
2944.0,2944.0,0.10253982
2945.0,2945.0,5.242854E-6
2946.0,2946.0,0.010380085
2947.0,2947.0,0.53102237
2948.0,2948.0,1.2740258E-5
2949.0,2949.0,3.461948E-5
2950.0,2950.0,0.51703584
2951.0,2951.0,0.20887482
2952.0,2952.0,0.14672631
2953.0,2953.0,0.12283156
2954.0,2954.0,1.8608136E-4
2955.0,2955.0,3.938619E-6
2956.0,2956.0,4.2601905E-6
2957.0,2957.0,2.0402575E-4
2958.0,2958.0,3.6035692E-6
2959.0,2959.0,4.4229087E-6
2960.0,2960.0,0.02217609
2961.0,2961.0,0.31959188
2962.0,2962.0,2.1472563E-6
2963.0,2963.0,0.029233921
2964.0,2964.0,0.53903055
2965.0,2965.0,0.046761878
2966.0,2966.0,0.3438639
2967.0,2967.0,0.4606933
2968.0,2968.0,0.062678084
2969.0,2969.0,0.9481213
2970.0,2970.0,0.4339661
2971.0,2971.0,7.998277E-6
2972.0,2972.0,1.963649E-5
2973.0,2973.0,0.042604536
2974.0,2974.0,0.8061655
2975.0,2975.0,0.0029336237
2976.0,2976.0,0.012158067
2977.0,2977.0,0.15492232
2978.0,2978.0,6.006259E-6
2979.0,2979.0,0.0010447844
2980.0,2980.0,0.21495597
2981.0,2981.0,0.55583584
2982.0,2982.0,3.1856684E-6
2983.0,2983.0,0.21188964
2984.0,2984.0,0.011674948
2985.0,2985.0,0.09466209
2986.0,2986.0,0.032040954
2987.0,2987.0,0.2067551
2988.0,2988.0,0.52103525
2989.0,2989.0,2.0268733E-6
2990.0,2990.0,5.042537E-4
2991.0,2991.0,0.27146584
2992.0,2992.0,9.0338534E-4
2993.0,2993.0,0.65736586
2994.0,2994.0,0.027570046
2995.0,2995.0,5.1759534E-6
2996.0,2996.0,0.06674628
2997.0,2997.0,8.128218E-6
2998.0,2998.0,4.5258246E-5
2999.0,2999.0,0.21318345
3000.0,3000.0,0.056353945
3001.0,3001.0,0.09912811
3002.0,3002.0,3.0113058E-6
3003.0,3003.0,3.931999E-6
3004.0,3004.0,0.181209
3005.0,3005.0,0.01879332
3006.0,3006.0,0.014748241
3007.0,3007.0,0.11715795
3008.0,3008.0,0.529702
3009.0,3009.0,0.30532408
3010.0,3010.0,1.8622746E-5
3011.0,3011.0,6.8887864E-4
3012.0,3012.0,0.5619702
3013.0,3013.0,0.27517948
3014.0,3014.0,2.2743336E-7
3015.0,3015.0,0.0075429194
3016.0,3016.0,1.0249652E-5
3017.0,3017.0,9.964833E-6
3018.0,3018.0,9.432224E-6
3019.0,3019.0,0.06375436
3020.0,3020.0,0.89950025
3021.0,3021.0,0.041118935
3022.0,3022.0,0.42738092
3023.0,3023.0,0.544116
3024.0,3024.0,0.04264762
3025.0,3025.0,0.014098369
3026.0,3026.0,3.1606164E-6
3027.0,3027.0,0.056365203
3028.0,3028.0,0.58798087
3029.0,3029.0,2.1942411E-5
3030.0,3030.0,2.5009847E-5
3031.0,3031.0,0.60122037
3032.0,3032.0,0.052245352
3033.0,3033.0,0.15832283
3034.0,3034.0,1.0838444E-5
3035.0,3035.0,0.0023222507
3036.0,3036.0,3.1177676E-6
3037.0,3037.0,0.08209681
3038.0,3038.0,6.0604233E-4
3039.0,3039.0,1.1146445E-6
3040.0,3040.0,1.7350469E-7
3041.0,3041.0,0.0024941196
3042.0,3042.0,0.29060113
3043.0,3043.0,0.14117762
3044.0,3044.0,1.8326065E-7
3045.0,3045.0,0.0088527575
3046.0,3046.0,0.07952368
3047.0,3047.0,0.078856885
3048.0,3048.0,9.4948125E-5
3049.0,3049.0,0.85846555
3050.0,3050.0,0.5365488
3051.0,3051.0,0.55861825
3052.0,3052.0,0.1470546
3053.0,3053.0,0.01132594
3054.0,3054.0,0.017161347
3055.0,3055.0,1.14589624E-4
3056.0,3056.0,0.0043202513
3057.0,3057.0,0.23542133
3058.0,3058.0,2.0948955E-5
