x,y,species avg
256.0,256.0,0.0146977715
257.0,257.0,0.5872159
258.0,258.0,5.334967E-7
259.0,259.0,1.3664284E-5
260.0,260.0,0.30758005
261.0,261.0,4.534114E-4
262.0,262.0,0.36919186
263.0,263.0,0.05677113
264.0,264.0,0.030674102
265.0,265.0,0.16608495
266.0,266.0,1.5180816E-4
267.0,267.0,1.6897485E-4
268.0,268.0,0.048635192
269.0,269.0,0.13268276
270.0,270.0,2.6314005E-5
271.0,271.0,0.74854124
272.0,272.0,0.5977309
273.0,273.0,2.7404233E-6
274.0,274.0,0.43639052
275.0,275.0,0.3388617
276.0,276.0,0.0054335347
277.0,277.0,0.3177889
278.0,278.0,0.20690778
279.0,279.0,0.5786573
280.0,280.0,0.0067346133
281.0,281.0,0.76039195
282.0,282.0,0.0010719732
283.0,283.0,0.58140874
284.0,284.0,0.004015481
285.0,285.0,3.851496E-5
286.0,286.0,0.6019782
287.0,287.0,1.920645E-4
288.0,288.0,1.796433E-5
289.0,289.0,0.8426092
290.0,290.0,2.7581161E-6
291.0,291.0,0.0012276967
292.0,292.0,0.57483536
293.0,293.0,5.4751898E-5
294.0,294.0,0.045640465
295.0,295.0,8.623795E-5
296.0,296.0,0.029480001
297.0,297.0,5.815059E-4
298.0,298.0,5.779747E-6
299.0,299.0,0.023677217
300.0,300.0,3.1148418E-6
301.0,301.0,0.47076583
302.0,302.0,8.165899E-5
303.0,303.0,0.096683666
304.0,304.0,7.58897E-7
305.0,305.0,9.075275E-4
306.0,306.0,0.37369466
307.0,307.0,0.09837119
308.0,308.0,0.5946119
309.0,309.0,0.2832799
310.0,310.0,0.054650344
311.0,311.0,0.0016738237
312.0,312.0,3.7432945E-4
313.0,313.0,0.21113026
314.0,314.0,0.5653793
315.0,315.0,0.70018905
316.0,316.0,9.124695E-5
317.0,317.0,9.3861556E-5
318.0,318.0,1.976868E-4
319.0,319.0,0.015697738
320.0,320.0,1.243448E-5
321.0,321.0,0.16591951
322.0,322.0,9.703138E-4
323.0,323.0,0.11336882
324.0,324.0,2.351881E-6
325.0,325.0,2.2134382E-5
326.0,326.0,0.030464148
327.0,327.0,0.0012053214
328.0,328.0,0.034807514
329.0,329.0,0.4842345
330.0,330.0,0.07276631
331.0,331.0,0.35851315
332.0,332.0,0.016071234
333.0,333.0,7.497714E-7
334.0,334.0,2.5816394E-6
335.0,335.0,0.028078506
336.0,336.0,1.1710317E-5
337.0,337.0,0.001688867
338.0,338.0,0.8951401
339.0,339.0,0.0012520307
340.0,340.0,0.019043803
341.0,341.0,0.7443793
342.0,342.0,0.0615094
343.0,343.0,0.25868934
344.0,344.0,7.25745E-6
345.0,345.0,0.039762653
346.0,346.0,0.7641324
347.0,347.0,0.050769232
348.0,348.0,0.0047989856
349.0,349.0,3.5055044E-5
350.0,350.0,0.3842159
351.0,351.0,0.0020688346
352.0,352.0,4.3643226E-7
353.0,353.0,0.0013850809
354.0,354.0,1.73836E-4
355.0,355.0,0.35536054
356.0,356.0,0.2798536
357.0,357.0,0.04758314
358.0,358.0,0.39662945
359.0,359.0,2.0105658E-7
360.0,360.0,4.3024133E-7
361.0,361.0,0.07664742
362.0,362.0,1.9393611E-4
363.0,363.0,0.0024466645
364.0,364.0,7.257446E-5
365.0,365.0,0.018174997
366.0,366.0,0.56555974
367.0,367.0,1.1206165E-5
368.0,368.0,2.50335E-6
369.0,369.0,0.4316429
370.0,370.0,0.5398259
371.0,371.0,0.045508515
372.0,372.0,0.4627361
373.0,373.0,0.13063861
374.0,374.0,0.001868463
375.0,375.0,0.13557005
376.0,376.0,2.7933682E-4
377.0,377.0,4.261559E-4
378.0,378.0,2.2159922E-5
379.0,379.0,0.10049842
380.0,380.0,0.05917633
381.0,381.0,0.004467298
382.0,382.0,8.3243445E-5
383.0,383.0,0.48458943
384.0,384.0,0.035659187
385.0,385.0,0.5054246
386.0,386.0,0.08769008
387.0,387.0,0.54420394
388.0,388.0,0.0078015695
389.0,389.0,2.1901136E-5
390.0,390.0,0.021507997
391.0,391.0,0.6875283
392.0,392.0,9.65868E-7
393.0,393.0,0.43558297
394.0,394.0,3.5449866E-5
395.0,395.0,2.7647437E-5
396.0,396.0,0.019879842
397.0,397.0,0.34804758
398.0,398.0,0.5007427
399.0,399.0,0.3537561
400.0,400.0,1.2200648E-7
401.0,401.0,0.11573389
402.0,402.0,2.0387777E-5
403.0,403.0,1.6008329E-4
404.0,404.0,0.07053449
405.0,405.0,0.003412708
406.0,406.0,0.7352284
407.0,407.0,0.62289524
408.0,408.0,6.04213E-7
409.0,409.0,2.7674477E-4
410.0,410.0,4.7133915E-4
411.0,411.0,0.16661628
412.0,412.0,0.02671645
413.0,413.0,0.0049368907
414.0,414.0,0.0011562031
415.0,415.0,5.862313E-5
416.0,416.0,0.060120992
417.0,417.0,9.34578E-6
418.0,418.0,2.0933307E-6
419.0,419.0,0.7942411
420.0,420.0,0.08965502
421.0,421.0,0.14191234
422.0,422.0,0.6682642
423.0,423.0,0.50579435
424.0,424.0,0.45683208
425.0,425.0,5.6973033E-5
426.0,426.0,0.103660055
427.0,427.0,3.4500525E-5
428.0,428.0,0.27794063
429.0,429.0,0.12084032
430.0,430.0,6.116414E-4
431.0,431.0,0.003136902
432.0,432.0,0.7128022
433.0,433.0,0.14318612
434.0,434.0,0.4123935
435.0,435.0,0.27346152
436.0,436.0,9.2599815E-4
437.0,437.0,0.015380656
438.0,438.0,6.4838864E-6
439.0,439.0,0.36302418
440.0,440.0,3.6246143E-5
441.0,441.0,0.28490964
442.0,442.0,0.13092786
443.0,443.0,0.7578698
444.0,444.0,0.7211934
445.0,445.0,0.008289568
446.0,446.0,0.35755053
447.0,447.0,4.9123605E-7
448.0,448.0,0.7526337
449.0,449.0,0.041140657
450.0,450.0,0.51418066
451.0,451.0,0.6159536
452.0,452.0,3.5989067E-6
453.0,453.0,8.615775E-7
454.0,454.0,1.0276889E-4
455.0,455.0,0.47415936
456.0,456.0,7.118919E-8
457.0,457.0,9.945078E-4
458.0,458.0,0.39304125
459.0,459.0,0.016713059
460.0,460.0,0.90356976
461.0,461.0,3.6543825E-5
462.0,462.0,0.1614474
463.0,463.0,3.197671E-6
464.0,464.0,0.0010865352
465.0,465.0,0.14092478
466.0,466.0,2.516741E-6
467.0,467.0,0.42242596
468.0,468.0,0.074052826
469.0,469.0,1.150211E-5
470.0,470.0,0.023804609
471.0,471.0,2.7603762E-6
472.0,472.0,3.565951E-6
473.0,473.0,1.0323639E-7
474.0,474.0,0.28755373
475.0,475.0,0.4898901
476.0,476.0,0.0035111858
477.0,477.0,1.43711695E-5
478.0,478.0,0.51819736
479.0,479.0,0.002689837
480.0,480.0,0.0035877656
481.0,481.0,4.6141427E-6
482.0,482.0,4.0918888E-4
483.0,483.0,0.6251619
484.0,484.0,4.9964903E-4
485.0,485.0,7.640378E-5
486.0,486.0,1.7119465E-4
487.0,487.0,4.4761878E-4
488.0,488.0,0.49895886
489.0,489.0,0.013044171
490.0,490.0,0.00363375
491.0,491.0,7.0064823E-4
492.0,492.0,8.5230295E-6
493.0,493.0,0.09109335
494.0,494.0,8.55127E-5
495.0,495.0,0.0032239268
496.0,496.0,0.0030041004
497.0,497.0,7.249561E-5
498.0,498.0,0.8057244
499.0,499.0,0.04756523
500.0,500.0,2.322054E-5
501.0,501.0,0.08097021
502.0,502.0,0.02350765
503.0,503.0,3.503875E-4
504.0,504.0,0.088903554
505.0,505.0,0.15421242
506.0,506.0,4.8512153E-4
507.0,507.0,0.3215084
508.0,508.0,0.09992327
509.0,509.0,2.3017528E-5
510.0,510.0,1.6966653E-4
511.0,511.0,0.52262056
512.0,512.0,0.07716368
513.0,513.0,2.5409472E-4
514.0,514.0,0.008586995
515.0,515.0,4.67532E-6
516.0,516.0,5.770738E-4
517.0,517.0,0.09715015
518.0,518.0,0.016177759
519.0,519.0,0.19958927
520.0,520.0,0.008611775
521.0,521.0,0.1573264
522.0,522.0,8.2692E-6
523.0,523.0,0.14502098
524.0,524.0,3.9241927E-6
525.0,525.0,0.11870038
526.0,526.0,0.3949782
527.0,527.0,0.29712364
528.0,528.0,7.42306E-4
529.0,529.0,4.696726E-7
530.0,530.0,7.769247E-5
531.0,531.0,1.2684424E-6
532.0,532.0,0.45469794
533.0,533.0,3.8990803E-4
534.0,534.0,1.4446451E-6
535.0,535.0,0.35043997
536.0,536.0,0.005599647
537.0,537.0,0.7623224
538.0,538.0,0.58224905
539.0,539.0,5.5375294E-4
540.0,540.0,1.1896213E-5
541.0,541.0,0.07892821
542.0,542.0,0.59860307
543.0,543.0,0.46085322
544.0,544.0,0.11306871
545.0,545.0,0.027709529
546.0,546.0,0.5224072
547.0,547.0,0.16417429
548.0,548.0,0.047689926
549.0,549.0,6.395173E-7
550.0,550.0,0.54012465
551.0,551.0,0.04926628
552.0,552.0,8.587169E-5
553.0,553.0,5.1619413E-6
554.0,554.0,0.08016769
555.0,555.0,4.885597E-7
556.0,556.0,0.00722864
557.0,557.0,2.1280915E-5
558.0,558.0,0.52307284
559.0,559.0,6.264339E-4
560.0,560.0,3.9500965E-6
561.0,561.0,0.3229209
562.0,562.0,0.108030066
563.0,563.0,0.0012900158
564.0,564.0,1.2677752E-5
565.0,565.0,0.013902731
566.0,566.0,5.915988E-4
567.0,567.0,0.53372824
568.0,568.0,0.058739744
569.0,569.0,0.8814902
570.0,570.0,0.31549716
571.0,571.0,0.24677269
572.0,572.0,0.17987743
573.0,573.0,0.009275395
574.0,574.0,4.467982E-6
575.0,575.0,0.0011522513
576.0,576.0,0.24903043
577.0,577.0,1.6975415E-5
578.0,578.0,8.591832E-6
579.0,579.0,1.017808E-6
580.0,580.0,0.6212356
581.0,581.0,0.031865653
582.0,582.0,0.30619144
583.0,583.0,0.50983065
584.0,584.0,0.09085452
585.0,585.0,1.5750534E-6
586.0,586.0,0.4516941
587.0,587.0,0.49564716
588.0,588.0,0.16284008
589.0,589.0,0.006039478
590.0,590.0,0.15376364
591.0,591.0,0.028217714
592.0,592.0,0.57678956
593.0,593.0,0.6314679
594.0,594.0,1.0403932E-5
595.0,595.0,1.7807444E-6
596.0,596.0,0.038308527
597.0,597.0,0.6119981
598.0,598.0,6.821049E-5
599.0,599.0,0.03493275
600.0,600.0,0.48030037
601.0,601.0,3.932929E-5
602.0,602.0,3.6709558E-4
603.0,603.0,3.1625328E-5
604.0,604.0,0.23529238
605.0,605.0,0.51055855
606.0,606.0,0.006163932
607.0,607.0,0.0059549124
608.0,608.0,3.448E-5
609.0,609.0,9.2807633E-4
610.0,610.0,0.51658297
611.0,611.0,1.0075769E-5
612.0,612.0,2.0401324E-6
613.0,613.0,1.1073284E-4
614.0,614.0,0.55041844
615.0,615.0,0.5251041
616.0,616.0,0.08563427
617.0,617.0,0.39264655
618.0,618.0,9.4589095E-6
619.0,619.0,0.11721952
620.0,620.0,0.59415376
621.0,621.0,1.7223181E-6
622.0,622.0,0.016687363
623.0,623.0,0.16615988
624.0,624.0,0.011226964
625.0,625.0,0.2223942
626.0,626.0,0.8440767
627.0,627.0,0.003264398
628.0,628.0,0.54612476
629.0,629.0,0.16863269
630.0,630.0,5.157219E-5
631.0,631.0,0.041575506
632.0,632.0,0.74346215
633.0,633.0,0.3635065
634.0,634.0,0.23555674
635.0,635.0,0.017464142
636.0,636.0,0.6868538
637.0,637.0,0.003157686
638.0,638.0,0.30777466
639.0,639.0,6.272552E-4
640.0,640.0,0.108626105
641.0,641.0,5.4867545E-5
642.0,642.0,0.012742322
643.0,643.0,6.897109E-4
644.0,644.0,0.5079942
645.0,645.0,0.030452404
646.0,646.0,0.018083757
647.0,647.0,0.52157164
648.0,648.0,0.0011063863
649.0,649.0,0.04498003
650.0,650.0,0.019355485
651.0,651.0,2.0061436E-6
652.0,652.0,0.0045379777
653.0,653.0,1.5544487E-4
654.0,654.0,0.5602879
655.0,655.0,0.23647182
656.0,656.0,0.5545995
657.0,657.0,1.6529839E-5
658.0,658.0,0.6426726
659.0,659.0,0.006715234
660.0,660.0,5.4880634E-6
661.0,661.0,0.62666875
662.0,662.0,0.5407351
663.0,663.0,0.24754205
664.0,664.0,2.233474E-5
665.0,665.0,0.06759763
666.0,666.0,0.5446731
667.0,667.0,3.9620213E-7
668.0,668.0,3.4136366E-7
669.0,669.0,0.6738139
670.0,670.0,1.1438301E-6
671.0,671.0,1.3718191E-5
672.0,672.0,7.93018E-6
673.0,673.0,0.7652868
674.0,674.0,1.8315252E-4
675.0,675.0,4.0638297E-6
676.0,676.0,0.44216803
677.0,677.0,0.073453054
678.0,678.0,0.09348051
679.0,679.0,0.7017466
680.0,680.0,1.2685513E-5
681.0,681.0,2.3984286E-4
682.0,682.0,0.1001519
683.0,683.0,3.6378773E-5
684.0,684.0,0.39156476
685.0,685.0,5.4053144E-5
686.0,686.0,0.007665801
687.0,687.0,0.13829382
688.0,688.0,1.4170424E-4
689.0,689.0,0.011231713
690.0,690.0,0.5297566
691.0,691.0,0.026086928
692.0,692.0,1.2741974E-4
693.0,693.0,0.012653281
694.0,694.0,6.291095E-5
695.0,695.0,0.3177899
696.0,696.0,0.058087148
697.0,697.0,0.60933787
698.0,698.0,0.7403265
699.0,699.0,4.8863135E-6
700.0,700.0,0.62194854
701.0,701.0,0.013453524
702.0,702.0,0.49847978
703.0,703.0,0.014840459
704.0,704.0,5.1573456E-6
705.0,705.0,1.3831034E-4
706.0,706.0,0.3356826
707.0,707.0,0.7529361
708.0,708.0,0.59390974
709.0,709.0,0.14959931
710.0,710.0,0.20528162
711.0,711.0,0.1695674
712.0,712.0,5.677391E-4
713.0,713.0,0.6901865
714.0,714.0,0.23207325
715.0,715.0,0.26171598
716.0,716.0,0.010582579
717.0,717.0,8.443182E-6
718.0,718.0,2.3579334E-4
719.0,719.0,0.6112569
720.0,720.0,0.10399598
721.0,721.0,1.272506E-5
722.0,722.0,0.3696211
723.0,723.0,0.009072362
724.0,724.0,0.008732115
725.0,725.0,1.8096712E-7
726.0,726.0,0.60582155
727.0,727.0,1.4099845E-6
728.0,728.0,4.6833105E-7
729.0,729.0,0.5656411
730.0,730.0,3.602369E-4
731.0,731.0,0.08755821
732.0,732.0,2.4348446E-4
733.0,733.0,0.16783452
734.0,734.0,0.04722102
735.0,735.0,0.01931943
736.0,736.0,3.6290576E-6
737.0,737.0,0.022480655
738.0,738.0,1.5509161E-7
739.0,739.0,4.410996E-5
740.0,740.0,0.915178
741.0,741.0,7.58294E-5
742.0,742.0,1.2369443E-7
743.0,743.0,3.8157526E-4
744.0,744.0,0.04053052
745.0,745.0,3.62964E-5
746.0,746.0,0.6681471
747.0,747.0,0.76972175
748.0,748.0,0.13753976
749.0,749.0,4.1458337E-5
750.0,750.0,1.22439E-4
751.0,751.0,0.11884568
752.0,752.0,2.514686E-6
753.0,753.0,0.48416197
754.0,754.0,0.19327997
755.0,755.0,0.06655874
756.0,756.0,0.59831303
757.0,757.0,0.6392926
758.0,758.0,4.415967E-5
759.0,759.0,0.6765223
760.0,760.0,3.6950038E-5
761.0,761.0,0.04252324
762.0,762.0,8.136038E-4
763.0,763.0,0.050729405
764.0,764.0,4.189272E-5
765.0,765.0,1.61298E-5
766.0,766.0,0.09028764
767.0,767.0,0.2832132
768.0,768.0,0.013977023
769.0,769.0,3.6946512E-6
770.0,770.0,0.0645889
771.0,771.0,9.860852E-5
772.0,772.0,0.8290389
773.0,773.0,0.15870117
774.0,774.0,1.5415038E-5
775.0,775.0,0.001688976
776.0,776.0,0.5338343
777.0,777.0,0.0020527455
778.0,778.0,0.07387325
779.0,779.0,0.057042085
780.0,780.0,0.023937592
781.0,781.0,0.73111427
782.0,782.0,0.42495233
783.0,783.0,0.4673715
784.0,784.0,8.348977E-5
785.0,785.0,0.015327882
786.0,786.0,2.8388251E-6
787.0,787.0,1.2819107E-4
788.0,788.0,2.0684467E-6
789.0,789.0,3.0625629E-6
790.0,790.0,0.026162961
791.0,791.0,4.9024653E-5
792.0,792.0,0.010705768
793.0,793.0,1.2635818E-4
794.0,794.0,3.1745824E-7
795.0,795.0,3.4500854E-4
796.0,796.0,1.0837954E-4
797.0,797.0,0.14896649
798.0,798.0,1.4449116E-4
799.0,799.0,0.24393141
800.0,800.0,5.8317855E-5
801.0,801.0,5.4609274E-5
802.0,802.0,1.811923E-4
803.0,803.0,3.3752407E-5
804.0,804.0,0.0011582545
805.0,805.0,0.12231867
806.0,806.0,9.685866E-8
807.0,807.0,9.335413E-4
808.0,808.0,0.14741172
809.0,809.0,0.017411802
810.0,810.0,0.27210358
811.0,811.0,0.009527071
812.0,812.0,0.0750122
813.0,813.0,0.06296553
814.0,814.0,3.9692157E-5
815.0,815.0,4.637368E-5
816.0,816.0,0.9814893
817.0,817.0,1.1457102E-4
818.0,818.0,3.4016249E-4
819.0,819.0,0.0011609476
820.0,820.0,0.0018876203
821.0,821.0,1.6524066E-6
822.0,822.0,1.67009E-4
823.0,823.0,0.06336434
824.0,824.0,5.673385E-4
825.0,825.0,0.52776396
826.0,826.0,4.4119777E-4
827.0,827.0,0.09110733
828.0,828.0,0.3390588
829.0,829.0,0.48763236
830.0,830.0,0.036836874
831.0,831.0,0.0021347955
832.0,832.0,1.8313376E-4
833.0,833.0,9.839562E-6
834.0,834.0,0.001917261
835.0,835.0,0.9381189
836.0,836.0,0.0015905986
837.0,837.0,6.175595E-8
838.0,838.0,1.03600105E-5
839.0,839.0,0.7580864
840.0,840.0,0.017427133
841.0,841.0,4.0050774E-5
842.0,842.0,3.0758278E-5
843.0,843.0,2.6044256E-6
844.0,844.0,0.09474246
845.0,845.0,1.01087484E-4
846.0,846.0,4.5324136E-6
847.0,847.0,0.31658748
848.0,848.0,4.0915613E-5
849.0,849.0,2.9757512E-6
850.0,850.0,0.04265782
851.0,851.0,0.038356863
852.0,852.0,0.033116482
853.0,853.0,0.4207859
854.0,854.0,0.04876403
855.0,855.0,0.119612396
856.0,856.0,0.037276193
857.0,857.0,0.23683447
858.0,858.0,0.2766616
859.0,859.0,2.0798384E-6
860.0,860.0,0.46320942
861.0,861.0,0.0013168331
862.0,862.0,0.06841477
863.0,863.0,0.21077336
864.0,864.0,0.48933256
865.0,865.0,2.3568575E-7
866.0,866.0,0.08850549
867.0,867.0,0.0012428811
868.0,868.0,3.7784807E-6
869.0,869.0,0.19945267
870.0,870.0,6.3340674E-5
871.0,871.0,0.38042414
872.0,872.0,1.0012587E-5
873.0,873.0,4.7805105E-4
874.0,874.0,0.015238025
875.0,875.0,0.40982726
876.0,876.0,3.5871994E-7
877.0,877.0,9.189816E-5
878.0,878.0,0.403504
879.0,879.0,0.19746536
880.0,880.0,0.10668961
881.0,881.0,0.06922168
882.0,882.0,0.80481255
883.0,883.0,0.41336694
884.0,884.0,7.0358126E-4
885.0,885.0,7.7553304E-5
886.0,886.0,0.48286957
887.0,887.0,6.2697734E-5
888.0,888.0,0.044688776
889.0,889.0,1.1894786E-5
890.0,890.0,0.030786483
891.0,891.0,1.3875919E-7
892.0,892.0,0.4582637
893.0,893.0,0.0030797212
894.0,894.0,1.1318525E-5
895.0,895.0,0.51422286
896.0,896.0,0.31541276
897.0,897.0,4.2770367E-5
898.0,898.0,4.546487E-6
899.0,899.0,0.05287831
900.0,900.0,0.0051363753
901.0,901.0,0.004556463
902.0,902.0,0.1127979
903.0,903.0,1.05767744E-4
904.0,904.0,7.9041737E-4
905.0,905.0,0.020009447
906.0,906.0,0.23288701
907.0,907.0,0.5228922
908.0,908.0,4.536325E-5
909.0,909.0,0.0076324414
910.0,910.0,0.020561682
911.0,911.0,3.1999784E-6
912.0,912.0,1.518967E-5
913.0,913.0,0.01595946
914.0,914.0,0.08965795
915.0,915.0,0.21471643
916.0,916.0,1.3743626E-5
917.0,917.0,0.37341607
918.0,918.0,3.5551982E-4
919.0,919.0,2.4652595E-6
920.0,920.0,1.0919215E-5
921.0,921.0,0.04323155
922.0,922.0,1.11687805E-4
923.0,923.0,0.028825415
924.0,924.0,0.06105726
925.0,925.0,0.046827234
926.0,926.0,0.20666546
927.0,927.0,0.46740332
928.0,928.0,0.0019454134
929.0,929.0,0.028285418
930.0,930.0,0.3019837
931.0,931.0,7.3773E-7
