Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.45452E-4,65.286138747,0.74209573,0.035908485,0.613333333,0.631578947
5.47835E-4,65.504685776,0.743618259,0.035498102,0.613333333,0.631578947
5.52385E-4,65.780158134,0.746500452,0.034985124,0.613333333,0.631578947
5.55473E-4,66.001982805,0.748437967,0.034574741,0.613333333,0.631578947
5.60405E-4,66.281324476,0.751501128,0.034061763,0.613333333,0.631578947
5.63896E-4,66.506507115,0.753647642,0.03365138,0.613333333,0.631578947
5.68243E-4,66.789830549,0.756293618,0.033138402,0.613333333,0.631578947
5.74842E-4,67.018896229,0.760256757,0.032728019,0.613333333,0.631578947
5.80724E-4,67.307651396,0.763734948,0.032215041,0.613333333,0.631578947
5.88265E-4,67.541991626,0.768120115,0.031804658,0.613333333,0.631578947
5.9695E-4,67.779857248,0.773070181,0.031394275,0.613333333,0.684210526
5.9956E-4,68.019189469,0.774536838,0.030983892,0.613333333,0.684210526
6.07593E-4,68.260684337,0.778991837,0.03057351,0.613333333,0.684210526
6.14793E-4,68.505315205,0.782910474,0.030163127,0.613333333,0.684210526
6.18138E-4,68.752215884,0.784706671,0.029752744,0.613333333,0.684210526
6.22151E-4,69.000600382,0.786842831,0.029342362,0.613333333,0.684210526
6.31492E-4,69.251175163,0.791732472,0.028931979,0.613333333,0.684210526
6.38493E-4,69.505584539,0.795323779,0.028521596,0.613333333,0.684210526
6.47527E-4,69.76401558,0.799866833,0.028111214,0.613333333,0.684210526
6.51741E-4,70.024131319,0.801951138,0.027700831,0.626666667,0.684210526
6.54573E-4,70.28550178,0.803339524,0.027290448,0.626666667,0.684210526
6.59087E-4,70.548248959,0.805532693,0.026880066,0.626666667,0.684210526
6.61804E-4,70.812666255,0.806841104,0.026469683,0.64,0.684210526
6.62713E-4,71.011381132,0.807277081,0.026161896,0.64,0.684210526
6.67232E-4,71.277669616,0.809428464,0.025751513,0.64,0.684210526
6.69708E-4,71.545453212,0.810597074,0.025341131,0.653333333,0.684210526
6.76844E-4,71.815530746,0.813925455,0.024930748,0.653333333,0.684210526
6.8649E-4,72.020377228,0.818332166,0.024622961,0.653333333,0.684210526
6.88187E-4,72.295390093,0.819096501,0.024212578,0.653333333,0.684210526
6.91109E-4,72.502527129,0.820404816,0.023904791,0.653333333,0.684210526
6.95298E-4,72.779826796,0.822264113,0.023494409,0.653333333,0.684210526
7.01136E-4,73.059904674,0.824823594,0.023084026,0.653333333,0.684210526
7.02287E-4,73.270519722,0.825323821,0.022776239,0.666666667,0.684210526
7.10393E-4,73.553964229,0.828806337,0.022365856,0.666666667,0.684210526
7.16631E-4,73.768200374,0.831439265,0.022058069,0.666666667,0.736842105
7.21993E-4,74.056310116,0.8336699,0.021647686,0.666666667,0.736842105
7.31718E-4,74.275090186,0.837640599,0.021339899,0.68,0.736842105
7.35949E-4,74.568870521,0.839338159,0.020929517,0.68,0.736842105
7.39363E-4,74.790175295,0.840695201,0.02062173,0.68,0.736842105
7.45057E-4,75.012858387,0.842932923,0.020313943,0.68,0.736842105
7.49679E-4,75.31221381,0.84472644,0.01990356,0.68,0.736842105
7.5333E-4,75.537865067,0.846128602,0.019595773,0.68,0.736842105
7.58487E-4,75.764493471,0.848087449,0.019287986,0.68,0.736842105
7.72877E-4,76.071901619,0.853422733,0.018877603,0.706666667,0.736842105
7.79419E-4,76.304525088,0.855785822,0.018569816,0.706666667,0.736842105
7.87158E-4,76.540032931,0.858532095,0.018262029,0.706666667,0.736842105
7.93646E-4,76.777447926,0.860794365,0.017954242,0.706666667,0.736842105
7.9739E-4,77.016201718,0.862083017,0.017646455,0.706666667,0.736842105
8.0204E-4,77.256336085,0.863667354,0.017338668,0.706666667,0.736842105
8.0807E-4,77.578209227,0.86569459,0.016928286,0.706666667,0.736842105
8.15734E-4,77.822271126,0.868227617,0.016620499,0.706666667,0.736842105
8.21016E-4,78.067678899,0.869945438,0.016312712,0.706666667,0.736842105
8.29794E-4,78.316028698,0.872751363,0.016004925,0.706666667,0.736842105
8.47343E-4,78.569366982,0.87818016,0.015697138,0.706666667,0.736842105
8.51002E-4,78.824143192,0.879282544,0.015389351,0.72,0.736842105
8.5346E-4,79.080025395,0.880017448,0.015081564,0.72,0.736842105
8.54826E-4,79.250961072,0.880423957,0.014876372,0.72,0.736842105
8.64481E-4,79.50953982,0.883258064,0.014568585,0.72,0.736842105
8.73126E-4,79.771255567,0.885738949,0.014260798,0.72,0.736842105
8.8048E-4,80.034837474,0.887807499,0.013953011,0.733333333,0.736842105
8.97176E-4,80.302612486,0.892366162,0.013645224,0.733333333,0.789473684
9.03013E-4,80.569591311,0.89391577,0.013337437,0.733333333,0.789473684
9.06903E-4,80.753807326,0.894936232,0.013132246,0.746666667,0.842105263
9.13596E-4,81.027733226,0.896668782,0.012824459,0.773333333,0.842105263
9.25596E-4,81.303629417,0.89970414,0.012516672,0.773333333,0.842105263
9.35989E-4,81.582834387,0.902260574,0.012208885,0.773333333,0.842105263
9.51516E-4,81.773059368,0.905959371,0.012003693,0.773333333,0.842105263
9.596E-4,82.060610976,0.907829154,0.011695906,0.773333333,0.842105263
9.64476E-4,82.253027601,0.90893909,0.011490715,0.773333333,0.842105263
9.76052E-4,82.545533838,0.911520791,0.011182928,0.786666667,0.842105263
9.9209E-4,82.841943399,0.914976944,0.010875141,0.786666667,0.842105263
1.01505E-3,83.043823317,0.919691434,0.01066995,0.8,0.842105263
1.022E-3,83.349695776,0.921066743,0.010362163,0.813333333,0.842105263
1.03505E-3,83.556520342,0.92358452,0.010156971,0.813333333,0.842105263
1.05022E-3,83.766324984,0.926411578,0.00995178,0.813333333,0.842105263
1.0716E-3,84.084733285,0.930217017,0.009643993,0.813333333,0.842105263
1.07599E-3,84.299521727,0.930974818,0.009438802,0.813333333,0.842105263
1.08421E-3,84.516247183,0.932369573,0.00923361,0.813333333,0.842105263
1.114E-3,84.848061362,0.937194884,0.008925823,0.826666667,0.842105263
1.12416E-3,85.072303584,0.938760747,0.008720632,0.826666667,0.842105263
1.1349E-3,85.298284271,0.940372143,0.008515441,0.826666667,0.842105263
1.14917E-3,85.52742502,0.942450107,0.008310249,0.826666667,0.842105263
1.16027E-3,85.758861555,0.944015182,0.008105058,0.826666667,0.842105263
1.19878E-3,86.117471294,0.949123704,0.007797271,0.84,0.842105263
1.21951E-3,86.360248736,0.951676777,0.00759208,0.84,0.842105263
1.22674E-3,86.605234945,0.952537647,0.007386888,0.84,0.842105263
1.24546E-3,86.853517462,0.954694238,0.007181697,0.84,0.842105263
1.25941E-3,87.105292156,0.956237649,0.006976506,0.84,0.842105263
