x,y,species_4 cloglog values
2621.0,2621.0,0.10883071
2622.0,2622.0,0.04308794
2623.0,2623.0,3.7359835E-6
2624.0,2624.0,0.297484
2625.0,2625.0,0.031288423
2626.0,2626.0,0.59703565
2627.0,2627.0,0.25216478
2628.0,2628.0,0.001082189
2629.0,2629.0,5.887352E-5
2630.0,2630.0,0.6180288
2631.0,2631.0,6.0357753E-4
2632.0,2632.0,5.280239E-5
2633.0,2633.0,7.5134025E-8
2634.0,2634.0,0.21985605
2635.0,2635.0,1.05492745E-5
2636.0,2636.0,9.056789E-4
2637.0,2637.0,0.085689455
2638.0,2638.0,7.500249E-6
2639.0,2639.0,0.22026314
2640.0,2640.0,0.6693227
2641.0,2641.0,0.013254551
2642.0,2642.0,2.6163865E-5
2643.0,2643.0,0.9717645
2644.0,2644.0,0.0036148285
2645.0,2645.0,1.652442E-5
2646.0,2646.0,0.2666363
2647.0,2647.0,0.10907897
2648.0,2648.0,2.3884191E-4
2649.0,2649.0,0.043753285
2650.0,2650.0,9.78618E-4
2651.0,2651.0,0.035453446
2652.0,2652.0,0.036304988
2653.0,2653.0,7.015587E-4
2654.0,2654.0,0.17699248
2655.0,2655.0,0.010699611
2656.0,2656.0,0.031698644
2657.0,2657.0,0.4698718
2658.0,2658.0,8.305569E-6
2659.0,2659.0,0.28439394
2660.0,2660.0,0.03595359
2661.0,2661.0,0.06898786
2662.0,2662.0,4.0633436E-6
2663.0,2663.0,5.689028E-4
2664.0,2664.0,0.14917284
2665.0,2665.0,3.0235164E-5
2666.0,2666.0,0.01232179
2667.0,2667.0,0.07555206
2668.0,2668.0,0.024035895
2669.0,2669.0,0.044331662
2670.0,2670.0,0.36140612
2671.0,2671.0,1.8304471E-4
2672.0,2672.0,0.013983834
2673.0,2673.0,0.46823552
2674.0,2674.0,0.9324784
2675.0,2675.0,0.29606703
2676.0,2676.0,0.59698194
2677.0,2677.0,3.9120914E-5
2678.0,2678.0,4.3860346E-6
2679.0,2679.0,0.004058939
2680.0,2680.0,0.51018685
2681.0,2681.0,0.800252
2682.0,2682.0,0.005195434
2683.0,2683.0,0.13200213
2684.0,2684.0,0.5685808
2685.0,2685.0,0.72905415
2686.0,2686.0,0.7995217
2687.0,2687.0,6.683857E-5
2688.0,2688.0,0.47215992
2689.0,2689.0,0.27613854
2690.0,2690.0,1.2042481E-6
2691.0,2691.0,4.554955E-4
2692.0,2692.0,0.11149943
2693.0,2693.0,0.17852809
2694.0,2694.0,3.5896213E-5
2695.0,2695.0,0.051153608
2696.0,2696.0,0.6091894
2697.0,2697.0,0.007710936
2698.0,2698.0,0.03963984
2699.0,2699.0,0.18881778
2700.0,2700.0,0.668146
2701.0,2701.0,0.026251594
2702.0,2702.0,0.07018198
2703.0,2703.0,0.6380515
2704.0,2704.0,0.0050403206
2705.0,2705.0,0.95228356
2706.0,2706.0,9.958429E-7
2707.0,2707.0,0.07254987
2708.0,2708.0,0.5290841
2709.0,2709.0,1.4446597E-6
2710.0,2710.0,0.05138929
2711.0,2711.0,0.048204403
2712.0,2712.0,7.110187E-6
2713.0,2713.0,2.1708097E-4
2714.0,2714.0,0.2785642
2715.0,2715.0,1.5645771E-6
2716.0,2716.0,4.0950138E-8
2717.0,2717.0,0.015037796
2718.0,2718.0,0.057974618
2719.0,2719.0,0.57315063
2720.0,2720.0,0.0061268057
2721.0,2721.0,0.62173533
2722.0,2722.0,0.01405319
2723.0,2723.0,0.39435786
2724.0,2724.0,0.030824611
2725.0,2725.0,0.004418117
2726.0,2726.0,0.56651944
2727.0,2727.0,0.81932604
2728.0,2728.0,0.057515297
2729.0,2729.0,4.816805E-6
2730.0,2730.0,0.07748871
2731.0,2731.0,1.03843695E-5
2732.0,2732.0,2.3428272E-4
2733.0,2733.0,0.15901998
2734.0,2734.0,0.65234184
2735.0,2735.0,0.016052207
2736.0,2736.0,0.32798886
2737.0,2737.0,0.5497674
2738.0,2738.0,0.2147224
2739.0,2739.0,0.26687425
2740.0,2740.0,4.0762887E-5
2741.0,2741.0,3.54865E-7
2742.0,2742.0,0.012204773
2743.0,2743.0,0.004846795
2744.0,2744.0,0.5750448
2745.0,2745.0,2.2553904E-5
2746.0,2746.0,0.17681983
2747.0,2747.0,1.3336564E-6
2748.0,2748.0,0.5633165
2749.0,2749.0,0.6045793
2750.0,2750.0,0.18027037
2751.0,2751.0,0.32541743
2752.0,2752.0,1.9993949E-7
2753.0,2753.0,0.39504543
2754.0,2754.0,0.42074502
2755.0,2755.0,0.57078505
2756.0,2756.0,0.021011358
2757.0,2757.0,0.114017986
2758.0,2758.0,2.5376238E-4
2759.0,2759.0,0.26684374
2760.0,2760.0,0.10076429
2761.0,2761.0,0.40423587
2762.0,2762.0,0.052074526
2763.0,2763.0,0.063188955
2764.0,2764.0,2.3221864E-6
2765.0,2765.0,0.7254148
2766.0,2766.0,0.00646892
2767.0,2767.0,9.879808E-7
2768.0,2768.0,8.103833E-6
2769.0,2769.0,1.3477231E-6
2770.0,2770.0,0.6097464
2771.0,2771.0,0.31364423
2772.0,2772.0,1.9638446E-4
2773.0,2773.0,0.46529195
2774.0,2774.0,2.1973803E-5
2775.0,2775.0,0.58969814
2776.0,2776.0,2.0479067E-6
2777.0,2777.0,1.2707179E-4
2778.0,2778.0,0.85958457
2779.0,2779.0,0.13599272
2780.0,2780.0,1.3239651E-7
2781.0,2781.0,3.8479334E-6
2782.0,2782.0,0.0026325549
2783.0,2783.0,0.34435183
2784.0,2784.0,0.020428294
2785.0,2785.0,0.6694381
2786.0,2786.0,0.09737233
2787.0,2787.0,3.8814207E-5
2788.0,2788.0,0.25895697
2789.0,2789.0,0.01887862
2790.0,2790.0,1.6877768E-4
2791.0,2791.0,0.10566367
2792.0,2792.0,0.002619051
2793.0,2793.0,0.045741882
2794.0,2794.0,0.109852195
2795.0,2795.0,0.81202495
2796.0,2796.0,0.38353103
2797.0,2797.0,2.5230143E-4
2798.0,2798.0,0.07315517
2799.0,2799.0,0.6277923
2800.0,2800.0,0.023160288
2801.0,2801.0,0.30998036
2802.0,2802.0,0.001089839
2803.0,2803.0,0.23443548
2804.0,2804.0,0.016143385
2805.0,2805.0,1.3368257E-6
2806.0,2806.0,0.048833594
2807.0,2807.0,0.039146017
2808.0,2808.0,0.06689134
2809.0,2809.0,0.27925983
2810.0,2810.0,0.004052796
2811.0,2811.0,0.21896763
2812.0,2812.0,0.41004953
2813.0,2813.0,0.49699664
2814.0,2814.0,0.9284189
2815.0,2815.0,1.7102249E-4
2816.0,2816.0,0.016672913
2817.0,2817.0,4.42045E-5
2818.0,2818.0,2.7627371E-5
2819.0,2819.0,2.8295876E-6
2820.0,2820.0,0.14287904
2821.0,2821.0,0.5041742
2822.0,2822.0,1.2083486E-5
2823.0,2823.0,0.40609157
2824.0,2824.0,0.012178893
2825.0,2825.0,0.6364657
2826.0,2826.0,3.7025128E-4
2827.0,2827.0,0.63813895
2828.0,2828.0,1.9552225E-4
2829.0,2829.0,0.61072135
2830.0,2830.0,0.047141958
2831.0,2831.0,3.6616384E-5
2832.0,2832.0,3.9983506E-4
2833.0,2833.0,0.06806829
2834.0,2834.0,0.10018479
2835.0,2835.0,0.013930799
2836.0,2836.0,1.9544191E-4
2837.0,2837.0,0.19967398
2838.0,2838.0,4.121031E-6
2839.0,2839.0,0.94839245
2840.0,2840.0,8.796766E-4
2841.0,2841.0,0.08006067
2842.0,2842.0,0.96556896
2843.0,2843.0,1.507107E-7
2844.0,2844.0,2.2901515E-4
2845.0,2845.0,0.16623403
2846.0,2846.0,0.12279962
2847.0,2847.0,0.0013970156
2848.0,2848.0,2.0608056E-8
2849.0,2849.0,1.3158396E-4
2850.0,2850.0,0.23857656
2851.0,2851.0,2.818255E-5
2852.0,2852.0,6.3992516E-6
2853.0,2853.0,0.0010502127
2854.0,2854.0,0.17945386
2855.0,2855.0,0.08314353
2856.0,2856.0,0.013349969
2857.0,2857.0,4.338725E-6
2858.0,2858.0,0.011661682
2859.0,2859.0,0.0014082632
2860.0,2860.0,9.6035976E-4
2861.0,2861.0,0.2886317
2862.0,2862.0,0.4398144
2863.0,2863.0,0.8476049
2864.0,2864.0,0.020374423
2865.0,2865.0,6.995601E-6
2866.0,2866.0,0.42465988
2867.0,2867.0,0.690572
2868.0,2868.0,1.1073052E-7
2869.0,2869.0,8.170159E-6
2870.0,2870.0,0.3525946
2871.0,2871.0,2.0562784E-6
2872.0,2872.0,0.41108206
2873.0,2873.0,2.9741033E-4
2874.0,2874.0,2.8201719E-6
2875.0,2875.0,3.1154595E-5
2876.0,2876.0,0.5699552
2877.0,2877.0,2.1473224E-6
2878.0,2878.0,2.8957465E-5
2879.0,2879.0,0.020097096
2880.0,2880.0,3.8028857E-6
2881.0,2881.0,0.0029909548
2882.0,2882.0,1.2748643E-6
2883.0,2883.0,0.012576221
2884.0,2884.0,0.4377481
2885.0,2885.0,0.4272056
2886.0,2886.0,6.675121E-6
2887.0,2887.0,8.04968E-6
2888.0,2888.0,0.0013834563
2889.0,2889.0,0.6293831
2890.0,2890.0,0.1713191
2891.0,2891.0,3.6484653E-7
2892.0,2892.0,1.288762E-6
2893.0,2893.0,0.06423244
2894.0,2894.0,6.636896E-6
2895.0,2895.0,0.6889947
2896.0,2896.0,3.6946983E-6
2897.0,2897.0,3.042277E-6
2898.0,2898.0,2.191096E-6
2899.0,2899.0,0.003591515
2900.0,2900.0,7.189854E-5
2901.0,2901.0,0.2824242
2902.0,2902.0,0.13866155
2903.0,2903.0,3.6674617E-5
2904.0,2904.0,0.7257607
2905.0,2905.0,5.0876965E-6
2906.0,2906.0,0.59350854
2907.0,2907.0,0.597815
2908.0,2908.0,3.5816772E-4
2909.0,2909.0,9.744027E-6
2910.0,2910.0,8.521631E-6
2911.0,2911.0,0.42903864
2912.0,2912.0,0.2952615
2913.0,2913.0,0.0028649266
2914.0,2914.0,0.06794422
2915.0,2915.0,4.365904E-7
2916.0,2916.0,4.6499216E-7
2917.0,2917.0,0.88116276
2918.0,2918.0,0.18010806
2919.0,2919.0,0.030422488
2920.0,2920.0,0.5745096
2921.0,2921.0,1.8070689E-4
2922.0,2922.0,2.8968952E-7
2923.0,2923.0,8.660814E-5
2924.0,2924.0,1.8683193E-7
2925.0,2925.0,0.0028904546
2926.0,2926.0,0.009922118
2927.0,2927.0,0.36724564
2928.0,2928.0,3.7541502E-4
2929.0,2929.0,0.27971345
2930.0,2930.0,0.03071438
2931.0,2931.0,1.9433394E-6
2932.0,2932.0,0.028975045
2933.0,2933.0,0.09913773
2934.0,2934.0,8.033371E-5
2935.0,2935.0,0.03314728
2936.0,2936.0,0.26759312
2937.0,2937.0,0.23430151
2938.0,2938.0,0.0037606156
2939.0,2939.0,0.06859307
2940.0,2940.0,0.01765273
2941.0,2941.0,0.29499108
2942.0,2942.0,0.07770806
2943.0,2943.0,1.9937541E-4
2944.0,2944.0,0.14510691
2945.0,2945.0,5.5204678E-6
2946.0,2946.0,0.016389415
2947.0,2947.0,0.60255104
2948.0,2948.0,2.9585433E-6
2949.0,2949.0,8.116752E-5
2950.0,2950.0,0.6757274
2951.0,2951.0,0.2871303
2952.0,2952.0,0.19081889
2953.0,2953.0,0.09321013
2954.0,2954.0,3.1483517E-4
2955.0,2955.0,2.1860942E-6
2956.0,2956.0,3.6390497E-7
2957.0,2957.0,1.2079905E-4
2958.0,2958.0,1.2488376E-6
2959.0,2959.0,1.7796124E-6
2960.0,2960.0,0.033386663
2961.0,2961.0,0.3187814
2962.0,2962.0,2.4006383E-6
2963.0,2963.0,0.049633197
2964.0,2964.0,0.6106665
2965.0,2965.0,0.063531786
2966.0,2966.0,0.374815
2967.0,2967.0,0.54186386
2968.0,2968.0,0.09314578
2969.0,2969.0,0.9933171
2970.0,2970.0,0.52638835
2971.0,2971.0,3.9520855E-6
2972.0,2972.0,2.8727395E-6
2973.0,2973.0,0.053288218
2974.0,2974.0,0.80794543
2975.0,2975.0,0.0015149928
2976.0,2976.0,0.020306896
2977.0,2977.0,0.13899364
2978.0,2978.0,3.0322233E-6
2979.0,2979.0,9.1076794E-4
2980.0,2980.0,0.18302937
2981.0,2981.0,0.5735518
2982.0,2982.0,1.5080228E-6
2983.0,2983.0,0.2607729
2984.0,2984.0,0.014558732
2985.0,2985.0,0.11847284
2986.0,2986.0,0.043235008
2987.0,2987.0,0.1765266
2988.0,2988.0,0.5339502
2989.0,2989.0,1.8088131E-6
2990.0,2990.0,3.433933E-4
2991.0,2991.0,0.26270851
2992.0,2992.0,0.0011022309
2993.0,2993.0,0.62074596
2994.0,2994.0,0.05459538
2995.0,2995.0,2.3853108E-6
2996.0,2996.0,0.07947086
2997.0,2997.0,1.379841E-5
2998.0,2998.0,5.5619374E-5
2999.0,2999.0,0.3329166
3000.0,3000.0,0.08590772
3001.0,3001.0,0.07060388
3002.0,3002.0,4.4243266E-6
3003.0,3003.0,4.2936654E-6
3004.0,3004.0,0.28152934
3005.0,3005.0,0.026551545
3006.0,3006.0,0.02226054
3007.0,3007.0,0.1602105
3008.0,3008.0,0.5877461
3009.0,3009.0,0.3083735
3010.0,3010.0,4.8113186E-5
3011.0,3011.0,9.542408E-4
3012.0,3012.0,0.6498187
3013.0,3013.0,0.34081116
3014.0,3014.0,1.2005804E-9
3015.0,3015.0,0.0017871591
3016.0,3016.0,4.139749E-6
3017.0,3017.0,2.0066447E-5
3018.0,3018.0,2.7309202E-6
3019.0,3019.0,0.04478421
3020.0,3020.0,0.9328827
3021.0,3021.0,0.027586967
3022.0,3022.0,0.43564326
3023.0,3023.0,0.652829
3024.0,3024.0,0.05941805
3025.0,3025.0,0.008721932
3026.0,3026.0,1.6892703E-6
3027.0,3027.0,0.04956402
3028.0,3028.0,0.70027405
3029.0,3029.0,6.017274E-5
3030.0,3030.0,2.993456E-6
3031.0,3031.0,0.6360697
3032.0,3032.0,0.09054026
3033.0,3033.0,0.16199227
3034.0,3034.0,2.4592771E-5
3035.0,3035.0,0.0028230613
3036.0,3036.0,1.3926609E-6
3037.0,3037.0,0.108051166
3038.0,3038.0,8.3681016E-4
3039.0,3039.0,5.632859E-7
3040.0,3040.0,1.8795114E-7
3041.0,3041.0,0.003233296
3042.0,3042.0,0.31568986
3043.0,3043.0,0.16617861
3044.0,3044.0,1.3644925E-8
3045.0,3045.0,0.011956108
3046.0,3046.0,0.10275397
3047.0,3047.0,0.061649304
3048.0,3048.0,4.309866E-5
3049.0,3049.0,0.8998669
3050.0,3050.0,0.5138115
3051.0,3051.0,0.6250423
3052.0,3052.0,0.14809588
3053.0,3053.0,0.018742226
3054.0,3054.0,0.020931326
3055.0,3055.0,5.3009502E-5
3056.0,3056.0,0.0038142314
3057.0,3057.0,0.16910636
3058.0,3058.0,2.7834005E-6
3059.0,3059.0,0.11052419
3060.0,3060.0,1.045686E-4
3061.0,3061.0,1.836494E-6
3062.0,3062.0,0.33458173
3063.0,3063.0,0.10165493
3064.0,3064.0,0.045397345
3065.0,3065.0,5.8674643E-5
3066.0,3066.0,4.5188724E-5
3067.0,3067.0,2.6912448E-6
3068.0,3068.0,0.3988235
3069.0,3069.0,0.5593564
3070.0,3070.0,7.8869413E-4
3071.0,3071.0,0.0042318674
3072.0,3072.0,0.035538428
3073.0,3073.0,1.4722366E-7
3074.0,3074.0,0.1276474
3075.0,3075.0,1.0165988E-5
3076.0,3076.0,0.44877866
3077.0,3077.0,6.3311318E-6
3078.0,3078.0,0.5096698
3079.0,3079.0,1.79292E-6
3080.0,3080.0,0.4990135
3081.0,3081.0,0.5315747
3082.0,3082.0,8.8489005E-6
3083.0,3083.0,4.4167127E-6
3084.0,3084.0,0.5417934
3085.0,3085.0,0.18225577
3086.0,3086.0,0.4603455
3087.0,3087.0,0.026076537
3088.0,3088.0,2.142451E-7
3089.0,3089.0,0.5531672
3090.0,3090.0,0.022416458
3091.0,3091.0,2.275062E-4
3092.0,3092.0,0.27114686
3093.0,3093.0,4.2085274E-4
3094.0,3094.0,0.064411
3095.0,3095.0,0.42387515
3096.0,3096.0,0.25506368
3097.0,3097.0,0.6030723
3098.0,3098.0,0.09760104
3099.0,3099.0,0.0027584028
3100.0,3100.0,4.134783E-5
3101.0,3101.0,0.009846752
3102.0,3102.0,0.032561965
3103.0,3103.0,0.08112393
3104.0,3104.0,5.6342684E-5
3105.0,3105.0,0.17207924
3106.0,3106.0,1.09105444E-4
3107.0,3107.0,1.2262887E-4
3108.0,3108.0,0.060812037
3109.0,3109.0,3.974369E-8
3110.0,3110.0,0.58801603
3111.0,3111.0,0.7114014
3112.0,3112.0,8.359698E-5
3113.0,3113.0,0.06701794
3114.0,3114.0,2.7013549E-8
3115.0,3115.0,0.5370982
3116.0,3116.0,0.0784017
3117.0,3117.0,0.57255816
3118.0,3118.0,0.68512875
3119.0,3119.0,0.4093624
3120.0,3120.0,1.2965678E-6
3121.0,3121.0,0.019932682
3122.0,3122.0,0.08327335
3123.0,3123.0,0.40465486
3124.0,3124.0,0.09882923
3125.0,3125.0,0.65540683
3126.0,3126.0,2.2047993E-6
3127.0,3127.0,5.9462263E-4
3128.0,3128.0,0.05435235
3129.0,3129.0,5.9199523E-5
3130.0,3130.0,0.58907914
3131.0,3131.0,0.0019037208
3132.0,3132.0,1.4796436E-8
3133.0,3133.0,0.20671418
3134.0,3134.0,2.9525245E-5
3135.0,3135.0,1.1485946E-5
3136.0,3136.0,0.16578792
3137.0,3137.0,0.072793715
3138.0,3138.0,0.18653777
3139.0,3139.0,7.612696E-6
3140.0,3140.0,8.5215447E-7
3141.0,3141.0,2.2985132E-5
3142.0,3142.0,5.8281915E-7
3143.0,3143.0,0.32329968
3144.0,3144.0,0.04113262
3145.0,3145.0,0.21898082
3146.0,3146.0,3.8657547E-4
3147.0,3147.0,0.6710051
3148.0,3148.0,0.0039623743
3149.0,3149.0,0.8007377
3150.0,3150.0,0.462696
3151.0,3151.0,0.4562211
3152.0,3152.0,1.7831886E-5
3153.0,3153.0,0.27582014
3154.0,3154.0,0.31223607
3155.0,3155.0,0.69108886
3156.0,3156.0,3.3912813E-6
3157.0,3157.0,0.2842122
3158.0,3158.0,0.16197173
3159.0,3159.0,0.61936873
3160.0,3160.0,0.0013682672
3161.0,3161.0,0.024172131
3162.0,3162.0,0.0042738062
3163.0,3163.0,0.0011083736
3164.0,3164.0,0.099041246
3165.0,3165.0,0.004042819
3166.0,3166.0,0.86918914
3167.0,3167.0,0.0034084318
3168.0,3168.0,0.023218177
3169.0,3169.0,0.83963597
3170.0,3170.0,0.0012458552
3171.0,3171.0,0.027852157
3172.0,3172.0,0.1550279
3173.0,3173.0,3.539074E-5
3174.0,3174.0,2.9464343E-4
3175.0,3175.0,0.17583467
3176.0,3176.0,0.15626737
3177.0,3177.0,0.63299775
3178.0,3178.0,0.021554956
3179.0,3179.0,4.7601857E-6
3180.0,3180.0,4.8071383E-6
3181.0,3181.0,0.08467703
3182.0,3182.0,0.0012818429
3183.0,3183.0,9.789842E-9
3184.0,3184.0,0.21482402
3185.0,3185.0,0.005808537
3186.0,3186.0,6.4494717E-4
3187.0,3187.0,0.07742528
3188.0,3188.0,0.22733803
3189.0,3189.0,2.0514076E-4
3190.0,3190.0,0.984533
3191.0,3191.0,0.0037422578
3192.0,3192.0,0.047728963
3193.0,3193.0,0.109756924
3194.0,3194.0,2.5466012E-4
3195.0,3195.0,3.2701944E-5
3196.0,3196.0,0.019287752
3197.0,3197.0,4.9220666E-4
3198.0,3198.0,3.3250043E-8
3199.0,3199.0,0.37706292
3200.0,3200.0,0.58381975
3201.0,3201.0,7.7340474E-7
3202.0,3202.0,0.31331623
3203.0,3203.0,0.4632058
3204.0,3204.0,0.4651334
3205.0,3205.0,7.111885E-4
3206.0,3206.0,0.050826125
3207.0,3207.0,5.1755023E-6
3208.0,3208.0,0.0040275785
3209.0,3209.0,0.24572329
3210.0,3210.0,0.51622146
3211.0,3211.0,0.31760997
3212.0,3212.0,7.841805E-4
3213.0,3213.0,3.0938918E-7
3214.0,3214.0,1.8169736E-6
3215.0,3215.0,0.37615263
3216.0,3216.0,0.03129454
3217.0,3217.0,6.2573364E-4
3218.0,3218.0,0.034900505
3219.0,3219.0,0.031065663
3220.0,3220.0,2.5139892E-4
3221.0,3221.0,0.054715488
3222.0,3222.0,0.16767775
3223.0,3223.0,0.62378025
3224.0,3224.0,2.5564366E-6
3225.0,3225.0,0.056745302
3226.0,3226.0,0.15859197
3227.0,3227.0,0.42201677
3228.0,3228.0,3.7468544E-6
3229.0,3229.0,0.5740059
3230.0,3230.0,0.08601793
3231.0,3231.0,0.03515724
3232.0,3232.0,0.30113974
3233.0,3233.0,0.9850289
3234.0,3234.0,0.5416989
3235.0,3235.0,0.36458778
3236.0,3236.0,0.22652155
3237.0,3237.0,1.4203096E-6
3238.0,3238.0,0.07918702
3239.0,3239.0,0.44212797
3240.0,3240.0,0.0028058917
3241.0,3241.0,1.04104686E-7
3242.0,3242.0,0.0030706201
3243.0,3243.0,3.2801687E-5
3244.0,3244.0,0.1166048
3245.0,3245.0,3.582474E-7
3246.0,3246.0,0.0018601066
3247.0,3247.0,6.7156594E-4
3248.0,3248.0,0.0014079607
3249.0,3249.0,0.3088371
3250.0,3250.0,0.12191183
3251.0,3251.0,3.1409622E-6
3252.0,3252.0,0.8394899
3253.0,3253.0,2.4579863E-6
3254.0,3254.0,9.625633E-7
3255.0,3255.0,2.2516956E-6
3256.0,3256.0,8.313892E-5
3257.0,3257.0,0.0026525275
3258.0,3258.0,0.115754396
3259.0,3259.0,0.13934655
3260.0,3260.0,1.6854141E-5
3261.0,3261.0,0.6724206
3262.0,3262.0,9.5011573E-4
3263.0,3263.0,2.5294083E-5
3264.0,3264.0,2.8088163E-5
3265.0,3265.0,4.652532E-8
3266.0,3266.0,7.018109E-4
3267.0,3267.0,0.48380852
3268.0,3268.0,1.3086385E-4
3269.0,3269.0,1.8787036E-4
3270.0,3270.0,7.8055414E-4
3271.0,3271.0,0.0028328572
3272.0,3272.0,0.3493221
3273.0,3273.0,0.12540796
3274.0,3274.0,6.6457427E-4
3275.0,3275.0,0.31015173
3276.0,3276.0,2.3606115E-6
3277.0,3277.0,8.0609725E-6
3278.0,3278.0,7.080892E-6
3279.0,3279.0,0.15195854
3280.0,3280.0,0.12207793
3281.0,3281.0,0.095311
3282.0,3282.0,0.53039616
3283.0,3283.0,1.942797E-5
3284.0,3284.0,0.0052288747
3285.0,3285.0,0.17495596
3286.0,3286.0,0.0019833874
3287.0,3287.0,0.01965532
3288.0,3288.0,0.011669166
3289.0,3289.0,0.20688157
3290.0,3290.0,0.25432664
3291.0,3291.0,0.16848993
3292.0,3292.0,0.23203415
3293.0,3293.0,0.75110173
3294.0,3294.0,9.825255E-7
3295.0,3295.0,0.43188357
3296.0,3296.0,0.06765376
3297.0,3297.0,4.7104128E-5
3298.0,3298.0,0.34067518
3299.0,3299.0,0.0027055643
3300.0,3300.0,3.7236396E-7
3301.0,3301.0,0.35149878
3302.0,3302.0,0.56475806
3303.0,3303.0,1.3665561E-5
3304.0,3304.0,3.4392384E-4
3305.0,3305.0,2.3787257E-5
3306.0,3306.0,0.7037356
3307.0,3307.0,0.107744105
3308.0,3308.0,0.53985184
3309.0,3309.0,0.39942273
3310.0,3310.0,1.4174251E-6
3311.0,3311.0,1.581634E-6
3312.0,3312.0,0.8268537
3313.0,3313.0,2.3048404E-8
3314.0,3314.0,0.055646375
3315.0,3315.0,1.7540409E-4
3316.0,3316.0,0.05945304
3317.0,3317.0,0.589224
3318.0,3318.0,3.4712216E-6
3319.0,3319.0,0.63131094
3320.0,3320.0,7.935313E-6
3321.0,3321.0,0.0069484045
3322.0,3322.0,0.037419736
3323.0,3323.0,0.10588924
3324.0,3324.0,0.6411644
3325.0,3325.0,0.20623653
3326.0,3326.0,0.02316704
3327.0,3327.0,0.0010714036
3328.0,3328.0,0.0011898583
3329.0,3329.0,4.71927E-6
3330.0,3330.0,0.9797775
3331.0,3331.0,0.14914815
3332.0,3332.0,0.6513482
3333.0,3333.0,3.3638946E-6
3334.0,3334.0,0.49749604
3335.0,3335.0,0.21964833
3336.0,3336.0,2.6305725E-7
3337.0,3337.0,0.14955364
3338.0,3338.0,0.6581732
3339.0,3339.0,0.0736027
3340.0,3340.0,0.10192996
3341.0,3341.0,0.042664226
3342.0,3342.0,0.23831138
3343.0,3343.0,0.010864349
3344.0,3344.0,0.76156056
3345.0,3345.0,1.0888745E-5
3346.0,3346.0,1.3184969E-5
3347.0,3347.0,0.06898168
3348.0,3348.0,4.0323175E-5
3349.0,3349.0,0.42825645
3350.0,3350.0,2.1514668E-6
3351.0,3351.0,0.21440674
3352.0,3352.0,0.38812104
3353.0,3353.0,0.59176564
3354.0,3354.0,1.0172296E-5
3355.0,3355.0,3.4158642E-5
3356.0,3356.0,0.48795027
3357.0,3357.0,0.44060016
3358.0,3358.0,0.05558919
3359.0,3359.0,0.3260904
3360.0,3360.0,0.30127665
3361.0,3361.0,0.25766897
3362.0,3362.0,0.018474925
3363.0,3363.0,0.0041964464
3364.0,3364.0,0.37990937
3365.0,3365.0,0.001208428
3366.0,3366.0,0.6617927
3367.0,3367.0,3.85662E-6
3368.0,3368.0,5.5609603E-6
3369.0,3369.0,0.041216057
3370.0,3370.0,3.5868447E-7
3371.0,3371.0,0.025093602
3372.0,3372.0,0.01712521
3373.0,3373.0,6.461505E-8
3374.0,3374.0,0.19340105
3375.0,3375.0,2.3647764E-5
3376.0,3376.0,0.02655766
3377.0,3377.0,0.33005658
3378.0,3378.0,0.20854382
3379.0,3379.0,0.08922254
3380.0,3380.0,0.009895843
3381.0,3381.0,0.007869668
3382.0,3382.0,1.0122599E-6
3383.0,3383.0,5.8391E-5
3384.0,3384.0,0.0011994943
3385.0,3385.0,5.7784695E-7
3386.0,3386.0,0.18468949
3387.0,3387.0,5.472277E-7
3388.0,3388.0,0.20378293
3389.0,3389.0,0.44836473
3390.0,3390.0,0.5519313
3391.0,3391.0,0.53472954
3392.0,3392.0,3.4974812E-7
3393.0,3393.0,0.080073565
3394.0,3394.0,0.20177057
3395.0,3395.0,0.73253816
3396.0,3396.0,0.0449233
3397.0,3397.0,0.018446742
3398.0,3398.0,1.6727975E-7
3399.0,3399.0,2.5206904E-7
3400.0,3400.0,0.17275706
3401.0,3401.0,0.0016966767
3402.0,3402.0,0.03874053
3403.0,3403.0,1.7376204E-6
3404.0,3404.0,0.70352894
3405.0,3405.0,9.438301E-6
3406.0,3406.0,1.5243084E-5
3407.0,3407.0,2.8946185E-6
3408.0,3408.0,2.3802275E-7
3409.0,3409.0,8.3614503E-7
3410.0,3410.0,0.012177393
3411.0,3411.0,0.6587311
3412.0,3412.0,0.011384973
3413.0,3413.0,0.008093889
3414.0,3414.0,0.44679913
3415.0,3415.0,3.8340518E-6
3416.0,3416.0,2.9793117E-4
3417.0,3417.0,1.3753513E-4
3418.0,3418.0,3.3669892E-7
3419.0,3419.0,0.2662949
3420.0,3420.0,0.08886088
3421.0,3421.0,0.06304003
3422.0,3422.0,0.04056938
3423.0,3423.0,0.0011124685
3424.0,3424.0,0.027074104
3425.0,3425.0,0.051349536
3426.0,3426.0,0.30179825
3427.0,3427.0,2.4182127E-6
3428.0,3428.0,0.0034707247
3429.0,3429.0,0.0024097397
3430.0,3430.0,7.484171E-5
3431.0,3431.0,0.15962173
3432.0,3432.0,0.45995554
3433.0,3433.0,0.43537378
3434.0,3434.0,0.641539
3435.0,3435.0,0.0039074463
3436.0,3436.0,2.2607715E-5
3437.0,3437.0,0.12501341
3438.0,3438.0,0.0057187914
3439.0,3439.0,5.852322E-4
3440.0,3440.0,0.07737951
3441.0,3441.0,0.047728077
3442.0,3442.0,0.05137192
3443.0,3443.0,9.46561E-4
3444.0,3444.0,0.009218283
