x,y,species min
569.0,569.0,0.83608234
570.0,570.0,0.17271169
571.0,571.0,0.1655562
572.0,572.0,0.07732946
573.0,573.0,0.0028793868
574.0,574.0,2.5252593E-6
575.0,575.0,1.9735037E-4
576.0,576.0,0.21366385
577.0,577.0,4.1626154E-7
578.0,578.0,1.1390457E-6
579.0,579.0,2.9750086E-7
580.0,580.0,0.5414327
581.0,581.0,0.00992642
582.0,582.0,0.24550025
583.0,583.0,0.390314
584.0,584.0,0.039557885
585.0,585.0,1.3745039E-7
586.0,586.0,0.37854707
587.0,587.0,0.4411439
588.0,588.0,0.06277984
589.0,589.0,0.002113589
590.0,590.0,0.108271606
591.0,591.0,0.022739738
592.0,592.0,0.44726244
593.0,593.0,0.5851808
594.0,594.0,6.0497376E-7
595.0,595.0,2.2081718E-8
596.0,596.0,0.013582984
597.0,597.0,0.544496
598.0,598.0,1.5830234E-5
599.0,599.0,0.024734216
600.0,600.0,0.44493186
601.0,601.0,1.4088333E-5
602.0,602.0,1.0817771E-4
603.0,603.0,1.0108289E-5
604.0,604.0,0.18664852
605.0,605.0,0.47366416
606.0,606.0,0.0020687503
607.0,607.0,0.0030577416
608.0,608.0,1.3611914E-5
609.0,609.0,2.9619876E-4
610.0,610.0,0.45698708
611.0,611.0,3.9422275E-6
612.0,612.0,5.2237334E-7
613.0,613.0,4.3037006E-5
614.0,614.0,0.47128016
615.0,615.0,0.46132123
616.0,616.0,0.044469554
617.0,617.0,0.21702085
618.0,618.0,5.4576713E-6
619.0,619.0,0.06267481
620.0,620.0,0.4858872
621.0,621.0,5.726919E-7
622.0,622.0,0.012722672
623.0,623.0,0.13249846
624.0,624.0,0.0059441775
625.0,625.0,0.19103496
626.0,626.0,0.6984581
627.0,627.0,0.0022995013
628.0,628.0,0.49666578
629.0,629.0,0.0855121
630.0,630.0,1.5718711E-5
631.0,631.0,0.007949492
632.0,632.0,0.7045425
633.0,633.0,0.30002922
634.0,634.0,0.17055658
635.0,635.0,0.0028168012
636.0,636.0,0.6575311
637.0,637.0,7.9260033E-4
638.0,638.0,0.24171932
639.0,639.0,1.2750072E-4
640.0,640.0,0.08073786
641.0,641.0,1.7410435E-5
642.0,642.0,0.008639194
643.0,643.0,1.4985845E-4
644.0,644.0,0.45151934
645.0,645.0,0.01760465
646.0,646.0,0.013272643
647.0,647.0,0.43478873
648.0,648.0,7.6795305E-4
649.0,649.0,0.034286186
650.0,650.0,0.009959774
651.0,651.0,2.689405E-7
652.0,652.0,8.257602E-4
653.0,653.0,3.8095666E-5
654.0,654.0,0.5017233
655.0,655.0,0.07961409
656.0,656.0,0.49805528
657.0,657.0,4.9165246E-6
658.0,658.0,0.5903267
659.0,659.0,9.5590955E-4
660.0,660.0,9.083275E-8
661.0,661.0,0.5147525
662.0,662.0,0.43200564
663.0,663.0,0.21366674
664.0,664.0,7.2438716E-6
665.0,665.0,0.043417104
666.0,666.0,0.4873357
667.0,667.0,1.07767654E-7
668.0,668.0,3.999456E-8
669.0,669.0,0.62216973
670.0,670.0,1.9717285E-7
671.0,671.0,2.6253108E-6
672.0,672.0,1.464567E-6
673.0,673.0,0.51125246
674.0,674.0,2.4113895E-5
675.0,675.0,4.5851374E-7
676.0,676.0,0.3649028
677.0,677.0,0.048482776
678.0,678.0,0.08089992
679.0,679.0,0.5337253
680.0,680.0,4.6553314E-6
681.0,681.0,5.687928E-5
682.0,682.0,0.00805228
683.0,683.0,1.222509E-6
684.0,684.0,0.29383683
685.0,685.0,1.5964606E-6
686.0,686.0,0.0060950154
687.0,687.0,0.12023592
688.0,688.0,1.3566497E-5
689.0,689.0,0.008270457
690.0,690.0,0.47200498
691.0,691.0,0.017772155
692.0,692.0,1.3172579E-5
693.0,693.0,0.0073429365
694.0,694.0,6.8291815E-6
695.0,695.0,0.28181204
696.0,696.0,0.047943644
697.0,697.0,0.56405544
698.0,698.0,0.68986386
699.0,699.0,1.6980185E-6
700.0,700.0,0.46374547
701.0,701.0,0.0067546526
702.0,702.0,0.43233112
703.0,703.0,0.009192177
704.0,704.0,7.801577E-7
705.0,705.0,3.7203296E-5
706.0,706.0,0.21234685
707.0,707.0,0.56703836
708.0,708.0,0.5224413
709.0,709.0,0.09575211
710.0,710.0,0.16996355
711.0,711.0,0.13401301
712.0,712.0,1.10296714E-4
713.0,713.0,0.64985156
714.0,714.0,0.19365591
715.0,715.0,0.1902875
716.0,716.0,0.00675106
717.0,717.0,1.5095269E-6
718.0,718.0,5.825527E-5
719.0,719.0,0.51886696
720.0,720.0,0.07608983
721.0,721.0,4.675834E-6
722.0,722.0,0.1942467
723.0,723.0,0.006525768
724.0,724.0,0.0034688634
725.0,725.0,5.6995333E-9
726.0,726.0,0.19320151
727.0,727.0,4.6860427E-7
728.0,728.0,1.5626302E-8
729.0,729.0,0.49657997
730.0,730.0,2.0563723E-4
731.0,731.0,0.021698484
732.0,732.0,5.972542E-5
733.0,733.0,0.13642374
734.0,734.0,0.03311386
735.0,735.0,0.012351776
736.0,736.0,1.2146191E-7
737.0,737.0,0.01746863
738.0,738.0,1.0383712E-8
739.0,739.0,2.9105227E-6
740.0,740.0,0.8327073
741.0,741.0,1.8092695E-5
742.0,742.0,3.923954E-9
743.0,743.0,1.3309295E-4
744.0,744.0,0.008457661
745.0,745.0,1.862088E-5
746.0,746.0,0.59537405
747.0,747.0,0.6345679
748.0,748.0,0.10856309
749.0,749.0,1.0990003E-5
750.0,750.0,1.963634E-5
751.0,751.0,0.09733631
752.0,752.0,3.1005274E-7
753.0,753.0,0.42464018
754.0,754.0,0.13235728
755.0,755.0,0.037891615
756.0,756.0,0.4328689
757.0,757.0,0.5487388
758.0,758.0,2.6532805E-6
759.0,759.0,0.54452884
760.0,760.0,2.7333774E-6
761.0,761.0,0.023441022
762.0,762.0,1.9439013E-4
763.0,763.0,0.037310295
764.0,764.0,7.040698E-6
765.0,765.0,7.508095E-6
766.0,766.0,0.027599823
767.0,767.0,0.2329992
768.0,768.0,0.007962087
769.0,769.0,4.5796673E-7
770.0,770.0,0.04558226
771.0,771.0,3.0020225E-5
772.0,772.0,0.26483247
773.0,773.0,0.10496456
774.0,774.0,9.2322114E-7
775.0,775.0,1.7878717E-4
776.0,776.0,0.47883192
777.0,777.0,9.2910347E-4
778.0,778.0,0.049312852
779.0,779.0,0.03823962
780.0,780.0,0.008788585
781.0,781.0,0.6898987
782.0,782.0,0.36328697
783.0,783.0,0.4109393
784.0,784.0,3.9504957E-6
785.0,785.0,0.008836276
786.0,786.0,2.1705564E-7
787.0,787.0,2.9148443E-5
788.0,788.0,1.8982361E-7
789.0,789.0,1.6627072E-6
790.0,790.0,0.014185052
791.0,791.0,1.9749912E-5
792.0,792.0,0.0067478195
793.0,793.0,9.910476E-6
794.0,794.0,6.156574E-9
795.0,795.0,1.5737402E-4
796.0,796.0,1.8776786E-5
797.0,797.0,0.10049669
798.0,798.0,4.4935416E-5
799.0,799.0,0.21341962
800.0,800.0,1.4798409E-5
801.0,801.0,2.5168378E-5
802.0,802.0,6.34684E-6
803.0,803.0,2.01366E-6
804.0,804.0,6.8062654E-4
805.0,805.0,0.082391225
806.0,806.0,4.49091E-9
807.0,807.0,3.072808E-4
808.0,808.0,0.118579894
809.0,809.0,0.013474741
810.0,810.0,0.16814998
811.0,811.0,0.003062037
812.0,812.0,0.054001622
813.0,813.0,0.041297663
814.0,814.0,7.3594247E-6
815.0,815.0,1.42433455E-5
816.0,816.0,0.94922966
817.0,817.0,1.0676401E-5
818.0,818.0,9.197054E-5
819.0,819.0,2.8396177E-4
820.0,820.0,0.0010667014
821.0,821.0,2.7166888E-7
822.0,822.0,1.5015344E-5
823.0,823.0,0.043082252
824.0,824.0,2.0720254E-4
825.0,825.0,0.45975915
826.0,826.0,1.06003376E-4
827.0,827.0,0.056745272
828.0,828.0,0.2674805
829.0,829.0,0.4222779
830.0,830.0,0.024261087
831.0,831.0,6.3652685E-4
832.0,832.0,4.1759828E-5
833.0,833.0,3.1071086E-6
834.0,834.0,3.306527E-4
835.0,835.0,0.79907554
836.0,836.0,4.900103E-4
837.0,837.0,3.431833E-9
838.0,838.0,1.5313888E-6
839.0,839.0,0.6832509
840.0,840.0,0.013216734
841.0,841.0,2.5282543E-6
842.0,842.0,3.77E-6
843.0,843.0,2.9526925E-7
844.0,844.0,0.050808463
845.0,845.0,3.1692874E-5
846.0,846.0,1.6694267E-7
847.0,847.0,0.26758385
848.0,848.0,9.9725685E-6
849.0,849.0,1.7732051E-6
850.0,850.0,0.006017972
851.0,851.0,0.016061954
852.0,852.0,0.027316509
853.0,853.0,0.2202038
854.0,854.0,0.023819081
855.0,855.0,0.08942929
856.0,856.0,0.0291268
857.0,857.0,0.14242463
858.0,858.0,0.03379701
859.0,859.0,7.23996E-7
860.0,860.0,0.37392128
861.0,861.0,4.9647066E-4
862.0,862.0,0.02761579
863.0,863.0,0.11721825
864.0,864.0,0.4102878
865.0,865.0,1.8881596E-9
866.0,866.0,0.06658834
867.0,867.0,4.136893E-4
868.0,868.0,1.2747668E-6
869.0,869.0,0.16027422
870.0,870.0,2.018295E-5
871.0,871.0,0.3149703
872.0,872.0,1.7317982E-6
873.0,873.0,1.3787247E-4
874.0,874.0,0.0043519996
875.0,875.0,0.14202835
876.0,876.0,1.3411778E-8
877.0,877.0,2.2024708E-5
878.0,878.0,0.35659185
879.0,879.0,0.102340795
880.0,880.0,0.044448443
881.0,881.0,0.049912017
882.0,882.0,0.18463661
883.0,883.0,0.34342548
884.0,884.0,2.0985313E-4
885.0,885.0,4.045136E-5
886.0,886.0,0.42729357
887.0,887.0,2.4163116E-6
888.0,888.0,0.02243317
889.0,889.0,1.7762287E-6
890.0,890.0,0.0058281566
891.0,891.0,8.467851E-9
892.0,892.0,0.3666266
893.0,893.0,9.61688E-4
894.0,894.0,3.452939E-6
895.0,895.0,0.45013672
896.0,896.0,0.077071294
897.0,897.0,2.194832E-6
898.0,898.0,1.5470735E-6
899.0,899.0,0.0243604
900.0,900.0,0.0015435764
901.0,901.0,0.0018734753
902.0,902.0,0.0741435
903.0,903.0,3.280068E-6
904.0,904.0,6.5913744E-4
905.0,905.0,0.014146654
906.0,906.0,0.17408594
907.0,907.0,0.43748066
908.0,908.0,4.972156E-6
909.0,909.0,0.0027512275
910.0,910.0,0.0121934395
911.0,911.0,1.154517E-6
912.0,912.0,9.524494E-6
913.0,913.0,0.010961149
914.0,914.0,0.06013384
915.0,915.0,0.1608402
916.0,916.0,1.7778262E-6
917.0,917.0,0.31895646
918.0,918.0,1.5467561E-4
919.0,919.0,2.5380038E-7
920.0,920.0,3.770216E-6
921.0,921.0,0.026928483
922.0,922.0,7.2076814E-6
