x,y,species min
1902.0,1902.0,0.82226413
1903.0,1903.0,0.07038003
1904.0,1904.0,4.3321077E-5
1905.0,1905.0,8.911539E-5
1906.0,1906.0,0.4576132
1907.0,1907.0,0.24935137
1908.0,1908.0,8.811635E-4
1909.0,1909.0,5.2034492E-9
1910.0,1910.0,0.35921046
1911.0,1911.0,0.21317343
1912.0,1912.0,0.36885446
1913.0,1913.0,0.45797727
1914.0,1914.0,0.007769511
1915.0,1915.0,0.076728635
1916.0,1916.0,5.5009226E-4
1917.0,1917.0,0.005778016
1918.0,1918.0,0.21546742
1919.0,1919.0,0.14800434
1920.0,1920.0,0.0011168004
1921.0,1921.0,1.83622E-6
1922.0,1922.0,0.0033469955
1923.0,1923.0,1.5182814E-5
1924.0,1924.0,1.2230113E-6
1925.0,1925.0,9.742787E-5
1926.0,1926.0,5.3380795E-6
1927.0,1927.0,1.5155272E-6
1928.0,1928.0,0.5279397
1929.0,1929.0,0.47146383
1930.0,1930.0,0.5917372
1931.0,1931.0,4.973475E-8
1932.0,1932.0,0.8699938
1933.0,1933.0,1.5918282E-4
1934.0,1934.0,0.012015405
1935.0,1935.0,0.019878363
1936.0,1936.0,1.0745772E-4
1937.0,1937.0,0.0019621113
1938.0,1938.0,0.60760856
1939.0,1939.0,0.09622537
1940.0,1940.0,0.24107581
1941.0,1941.0,0.005277747
1942.0,1942.0,0.69327635
1943.0,1943.0,0.38434175
1944.0,1944.0,2.377803E-4
1945.0,1945.0,0.035548978
1946.0,1946.0,1.904741E-4
1947.0,1947.0,0.46915802
1948.0,1948.0,4.502104E-5
1949.0,1949.0,1.6827107E-5
1950.0,1950.0,2.6274526E-7
1951.0,1951.0,0.035261605
1952.0,1952.0,6.592627E-9
1953.0,1953.0,0.011475395
1954.0,1954.0,0.08281666
1955.0,1955.0,0.54721516
1956.0,1956.0,6.267916E-7
1957.0,1957.0,3.084976E-8
1958.0,1958.0,3.242216E-5
1959.0,1959.0,0.52452916
1960.0,1960.0,0.17083292
1961.0,1961.0,2.1132135E-5
1962.0,1962.0,0.06894892
1963.0,1963.0,7.6709347E-7
1964.0,1964.0,8.075208E-5
1965.0,1965.0,4.888532E-7
1966.0,1966.0,0.57805514
1967.0,1967.0,4.7998932E-5
1968.0,1968.0,0.093637735
1969.0,1969.0,1.4635328E-4
1970.0,1970.0,0.05141361
1971.0,1971.0,0.08836082
1972.0,1972.0,0.547612
1973.0,1973.0,0.044169214
1974.0,1974.0,8.496253E-6
1975.0,1975.0,0.29289588
1976.0,1976.0,1.1947247E-5
1977.0,1977.0,9.4263436E-5
1978.0,1978.0,5.4147444E-5
1979.0,1979.0,5.4955414E-8
1980.0,1980.0,7.6646775E-6
1981.0,1981.0,0.11139573
1982.0,1982.0,1.0479512E-5
1983.0,1983.0,0.01927432
1984.0,1984.0,0.048093714
1985.0,1985.0,1.1348332E-4
1986.0,1986.0,0.66233706
1987.0,1987.0,2.30579E-6
1988.0,1988.0,0.002422153
1989.0,1989.0,2.1524089E-4
1990.0,1990.0,1.2888827E-5
1991.0,1991.0,0.6873639
1992.0,1992.0,0.24908033
1993.0,1993.0,0.69460326
1994.0,1994.0,6.9257786E-4
1995.0,1995.0,0.5135476
1996.0,1996.0,1.8063653E-6
1997.0,1997.0,1.7397093E-7
1998.0,1998.0,7.618052E-6
1999.0,1999.0,0.35796455
2000.0,2000.0,0.0014281456
2001.0,2001.0,0.041077424
2002.0,2002.0,0.015755812
2003.0,2003.0,0.62023
2004.0,2004.0,0.084318765
2005.0,2005.0,9.0584075E-7
2006.0,2006.0,1.82176E-5
2007.0,2007.0,0.06570479
2008.0,2008.0,0.016799068
2009.0,2009.0,0.43869045
2010.0,2010.0,2.087382E-8
2011.0,2011.0,4.2118063E-7
2012.0,2012.0,0.04042136
2013.0,2013.0,4.0345706E-4
2014.0,2014.0,0.2804103
2015.0,2015.0,1.9223941E-7
2016.0,2016.0,1.1347562E-5
2017.0,2017.0,0.38291156
2018.0,2018.0,5.1082637E-8
2019.0,2019.0,0.46998477
2020.0,2020.0,0.49638376
2021.0,2021.0,1.7690605E-6
2022.0,2022.0,0.20666227
2023.0,2023.0,3.859353E-9
2024.0,2024.0,0.015463876
2025.0,2025.0,5.6661083E-6
2026.0,2026.0,0.47264382
2027.0,2027.0,0.62454635
2028.0,2028.0,0.010225608
2029.0,2029.0,2.7592575E-6
2030.0,2030.0,0.008474337
2031.0,2031.0,0.02924041
2032.0,2032.0,1.396033E-6
2033.0,2033.0,0.01217416
2034.0,2034.0,1.9929475E-4
2035.0,2035.0,0.40626076
2036.0,2036.0,3.8517364E-8
2037.0,2037.0,7.799641E-7
2038.0,2038.0,0.5601495
2039.0,2039.0,0.045117557
2040.0,2040.0,7.158133E-6
2041.0,2041.0,0.39961153
2042.0,2042.0,7.399555E-5
2043.0,2043.0,0.5518775
2044.0,2044.0,0.021320421
2045.0,2045.0,0.012925821
2046.0,2046.0,9.2647515E-6
2047.0,2047.0,1.8032957E-6
2048.0,2048.0,3.3878757E-6
2049.0,2049.0,0.21906482
2050.0,2050.0,1.0740236E-4
2051.0,2051.0,0.58048165
2052.0,2052.0,0.4114931
2053.0,2053.0,4.521797E-6
2054.0,2054.0,0.00381047
2055.0,2055.0,0.08177464
2056.0,2056.0,1.625133E-4
2057.0,2057.0,0.03380724
2058.0,2058.0,0.033693757
2059.0,2059.0,0.39502636
2060.0,2060.0,0.006647041
2061.0,2061.0,0.0014666056
2062.0,2062.0,0.022201331
2063.0,2063.0,0.06740861
2064.0,2064.0,0.0031840722
2065.0,2065.0,0.17524314
2066.0,2066.0,1.0068394E-5
2067.0,2067.0,0.26322085
2068.0,2068.0,0.055206876
2069.0,2069.0,3.919745E-6
2070.0,2070.0,0.5484258
2071.0,2071.0,0.0013519847
2072.0,2072.0,0.10596393
2073.0,2073.0,1.8156188E-6
2074.0,2074.0,0.0022561138
2075.0,2075.0,0.5941269
2076.0,2076.0,0.013768177
2077.0,2077.0,2.0618123E-5
2078.0,2078.0,0.1260764
2079.0,2079.0,0.40778458
2080.0,2080.0,0.22154884
2081.0,2081.0,1.994712E-6
2082.0,2082.0,0.011717737
2083.0,2083.0,0.041567996
2084.0,2084.0,9.807879E-5
2085.0,2085.0,0.0064360974
2086.0,2086.0,0.0016600534
2087.0,2087.0,0.4732162
2088.0,2088.0,0.2865157
2089.0,2089.0,0.027867133
2090.0,2090.0,0.06961274
2091.0,2091.0,4.3266837E-8
2092.0,2092.0,0.015622244
2093.0,2093.0,3.605845E-6
2094.0,2094.0,0.035135433
2095.0,2095.0,0.005497471
2096.0,2096.0,0.6595353
2097.0,2097.0,0.01632222
2098.0,2098.0,0.0259716
2099.0,2099.0,0.27739766
2100.0,2100.0,0.014385366
2101.0,2101.0,0.023625338
2102.0,2102.0,0.0011017213
2103.0,2103.0,2.826466E-4
2104.0,2104.0,1.10656656E-4
2105.0,2105.0,0.15543748
2106.0,2106.0,1.9246458E-7
2107.0,2107.0,0.12929495
2108.0,2108.0,2.471139E-7
2109.0,2109.0,0.008507437
2110.0,2110.0,7.388817E-6
2111.0,2111.0,0.2374153
2112.0,2112.0,0.45397624
2113.0,2113.0,0.49912474
2114.0,2114.0,0.11718769
2115.0,2115.0,0.74956214
2116.0,2116.0,0.0023076124
2117.0,2117.0,6.181936E-4
2118.0,2118.0,0.0037088455
2119.0,2119.0,2.364376E-7
2120.0,2120.0,8.5163536E-4
2121.0,2121.0,8.1953837E-4
2122.0,2122.0,6.4220524E-7
2123.0,2123.0,0.8763305
2124.0,2124.0,0.07577506
2125.0,2125.0,0.8145773
2126.0,2126.0,7.1175173E-6
2127.0,2127.0,1.2138404E-6
2128.0,2128.0,0.16619594
2129.0,2129.0,0.016882429
2130.0,2130.0,4.696371E-6
2131.0,2131.0,0.018626504
2132.0,2132.0,0.51969445
2133.0,2133.0,0.49098337
2134.0,2134.0,0.010527448
2135.0,2135.0,3.215687E-5
2136.0,2136.0,0.19774088
2137.0,2137.0,0.5148113
2138.0,2138.0,0.013720408
2139.0,2139.0,0.02484038
2140.0,2140.0,0.19177204
2141.0,2141.0,0.50966483
2142.0,2142.0,5.412746E-7
2143.0,2143.0,0.010305145
2144.0,2144.0,0.092818595
2145.0,2145.0,0.021305172
2146.0,2146.0,0.46420714
2147.0,2147.0,7.0774373E-9
2148.0,2148.0,0.45357916
2149.0,2149.0,0.059856925
2150.0,2150.0,1.6948012E-4
2151.0,2151.0,0.71483016
2152.0,2152.0,1.4954992E-6
2153.0,2153.0,0.02806524
2154.0,2154.0,0.10315329
2155.0,2155.0,0.042389397
2156.0,2156.0,0.46565032
2157.0,2157.0,0.0059836456
2158.0,2158.0,2.4593464E-7
2159.0,2159.0,1.02660306E-4
2160.0,2160.0,0.296692
2161.0,2161.0,0.5610622
2162.0,2162.0,1.2961787E-4
2163.0,2163.0,0.5313499
2164.0,2164.0,3.853908E-6
2165.0,2165.0,0.9890745
2166.0,2166.0,0.43484822
2167.0,2167.0,0.37823135
2168.0,2168.0,0.0025394373
2169.0,2169.0,0.3734541
2170.0,2170.0,0.12551406
2171.0,2171.0,4.5335798E-7
2172.0,2172.0,0.08166373
2173.0,2173.0,0.5882645
2174.0,2174.0,1.6218601E-6
2175.0,2175.0,0.4467236
2176.0,2176.0,3.2728858E-4
2177.0,2177.0,1.2943632E-5
2178.0,2178.0,0.0030569972
2179.0,2179.0,3.4674147E-6
2180.0,2180.0,3.415732E-4
2181.0,2181.0,5.051741E-7
2182.0,2182.0,8.480607E-4
2183.0,2183.0,0.15923508
2184.0,2184.0,2.7945417E-4
2185.0,2185.0,3.047394E-7
2186.0,2186.0,0.058324773
2187.0,2187.0,0.11390957
2188.0,2188.0,0.29341134
2189.0,2189.0,0.015059853
2190.0,2190.0,0.22748779
2191.0,2191.0,0.43288103
2192.0,2192.0,0.036807444
2193.0,2193.0,0.58258545
2194.0,2194.0,0.010914152
2195.0,2195.0,0.32908282
2196.0,2196.0,0.02427453
2197.0,2197.0,1.5836456E-5
2198.0,2198.0,0.4204164
2199.0,2199.0,0.04967641
2200.0,2200.0,0.00126569
2201.0,2201.0,0.5677763
2202.0,2202.0,0.014604037
2203.0,2203.0,1.4599402E-8
2204.0,2204.0,0.062639266
2205.0,2205.0,1.3150019E-6
2206.0,2206.0,0.4945176
2207.0,2207.0,0.078267686
2208.0,2208.0,4.336591E-4
2209.0,2209.0,0.44067904
2210.0,2210.0,3.8705612E-4
2211.0,2211.0,4.689475E-7
2212.0,2212.0,1.857881E-7
2213.0,2213.0,0.75296867
2214.0,2214.0,0.03925322
2215.0,2215.0,0.1708179
2216.0,2216.0,7.2320163E-6
2217.0,2217.0,0.5599868
2218.0,2218.0,0.43171802
2219.0,2219.0,0.002940946
2220.0,2220.0,1.15231E-8
2221.0,2221.0,0.34580705
2222.0,2222.0,6.611393E-7
2223.0,2223.0,0.016470479
2224.0,2224.0,0.01818228
2225.0,2225.0,0.029924298
2226.0,2226.0,0.006811287
2227.0,2227.0,0.087885216
2228.0,2228.0,0.0031145483
2229.0,2229.0,0.0017966942
2230.0,2230.0,6.1618764E-4
2231.0,2231.0,4.2894726E-6
2232.0,2232.0,0.033193123
2233.0,2233.0,0.04025891
2234.0,2234.0,2.8142485E-6
2235.0,2235.0,0.4131009
2236.0,2236.0,0.012310641
2237.0,2237.0,0.14829588
2238.0,2238.0,0.42544082
2239.0,2239.0,0.4557091
2240.0,2240.0,0.39062914
2241.0,2241.0,0.6236337
2242.0,2242.0,0.0028970079
2243.0,2243.0,0.32469332
2244.0,2244.0,4.3404243E-6
2245.0,2245.0,0.44393548
2246.0,2246.0,2.910004E-4
2247.0,2247.0,1.16091405E-5
2248.0,2248.0,0.07645049
2249.0,2249.0,5.127777E-6
2250.0,2250.0,0.0017279042
2251.0,2251.0,0.019403648
2252.0,2252.0,0.0019769687
2253.0,2253.0,0.0011301766
2254.0,2254.0,0.012897544
2255.0,2255.0,2.637591E-6
2256.0,2256.0,9.4872465E-9
2257.0,2257.0,0.0045964085
2258.0,2258.0,8.3317474E-7
2259.0,2259.0,2.4746566E-6
2260.0,2260.0,0.056487422
2261.0,2261.0,0.0017191259
2262.0,2262.0,3.7221667E-5
2263.0,2263.0,2.0210588E-5
2264.0,2264.0,0.47259104
2265.0,2265.0,2.809015E-4
2266.0,2266.0,3.9775674E-7
2267.0,2267.0,4.0770513E-7
2268.0,2268.0,0.03521525
2269.0,2269.0,1.3879044E-6
2270.0,2270.0,0.40913844
2271.0,2271.0,0.0564868
2272.0,2272.0,3.8836905E-8
2273.0,2273.0,0.41361058
2274.0,2274.0,0.018880256
2275.0,2275.0,1.41316E-5
2276.0,2276.0,0.38852203
2277.0,2277.0,5.371094E-8
2278.0,2278.0,2.1055396E-6
2279.0,2279.0,1.8997058E-7
2280.0,2280.0,0.010577183
2281.0,2281.0,0.5251446
2282.0,2282.0,1.9243918E-4
2283.0,2283.0,0.0036042084
2284.0,2284.0,0.011260855
2285.0,2285.0,2.7902E-7
2286.0,2286.0,2.4244913E-5
2287.0,2287.0,0.74662614
2288.0,2288.0,0.1492732
2289.0,2289.0,0.053497747
2290.0,2290.0,0.43981048
2291.0,2291.0,0.041142706
2292.0,2292.0,0.0041813846
2293.0,2293.0,0.50464016
2294.0,2294.0,0.6115222
2295.0,2295.0,0.7333632
2296.0,2296.0,0.37628075
2297.0,2297.0,0.0020486813
2298.0,2298.0,0.03692177
2299.0,2299.0,0.6930093
2300.0,2300.0,0.5454402
2301.0,2301.0,7.399016E-7
2302.0,2302.0,2.9387957E-4
2303.0,2303.0,2.0424292E-5
2304.0,2304.0,2.8610583E-7
2305.0,2305.0,3.130609E-6
2306.0,2306.0,0.037242703
2307.0,2307.0,0.029971262
2308.0,2308.0,0.25688836
2309.0,2309.0,0.08618361
2310.0,2310.0,2.3817172E-4
2311.0,2311.0,0.38235173
2312.0,2312.0,1.4841802E-5
2313.0,2313.0,0.17372212
2314.0,2314.0,1.0373279E-6
2315.0,2315.0,0.25096527
2316.0,2316.0,0.43622005
2317.0,2317.0,0.031115826
2318.0,2318.0,2.4712974E-5
2319.0,2319.0,0.026575949
2320.0,2320.0,0.0016894533
2321.0,2321.0,0.003008517
2322.0,2322.0,0.0030557541
2323.0,2323.0,0.09229829
2324.0,2324.0,5.473879E-6
2325.0,2325.0,5.215495E-5
2326.0,2326.0,1.8032489E-7
2327.0,2327.0,1.5396794E-4
2328.0,2328.0,0.13268329
2329.0,2329.0,0.0391434
2330.0,2330.0,0.24530445
2331.0,2331.0,2.1479767E-7
2332.0,2332.0,0.012921629
2333.0,2333.0,0.0021549966
2334.0,2334.0,3.829296E-4
2335.0,2335.0,0.0014442786
2336.0,2336.0,0.04015546
2337.0,2337.0,0.048119396
2338.0,2338.0,5.726645E-6
2339.0,2339.0,0.5191847
2340.0,2340.0,8.094543E-5
2341.0,2341.0,8.3406185E-6
2342.0,2342.0,0.5465926
2343.0,2343.0,0.035660792
2344.0,2344.0,1.9618803E-6
2345.0,2345.0,0.003951206
2346.0,2346.0,0.016073015
2347.0,2347.0,0.04834783
2348.0,2348.0,0.4998055
2349.0,2349.0,0.42791128
2350.0,2350.0,0.6143511
2351.0,2351.0,0.012888214
2352.0,2352.0,1.764527E-4
2353.0,2353.0,2.2507163E-6
2354.0,2354.0,0.6135144
2355.0,2355.0,0.0054626367
2356.0,2356.0,0.37539223
2357.0,2357.0,0.1771426
2358.0,2358.0,0.08507043
2359.0,2359.0,3.834553E-4
2360.0,2360.0,0.0293073
2361.0,2361.0,9.3468634E-7
2362.0,2362.0,0.5524143
2363.0,2363.0,2.8785726E-5
2364.0,2364.0,0.05420807
2365.0,2365.0,7.383903E-6
2366.0,2366.0,0.13160531
2367.0,2367.0,0.0071827876
2368.0,2368.0,0.4632331
2369.0,2369.0,1.2355993E-5
2370.0,2370.0,5.989962E-7
2371.0,2371.0,8.3268236E-7
2372.0,2372.0,0.03556072
2373.0,2373.0,0.07053352
2374.0,2374.0,8.068298E-4
2375.0,2375.0,7.5924772E-6
2376.0,2376.0,3.5824755E-6
2377.0,2377.0,0.017052554
2378.0,2378.0,0.47663662
2379.0,2379.0,0.50431955
2380.0,2380.0,0.017162053
2381.0,2381.0,2.767506E-7
2382.0,2382.0,0.0023159734
2383.0,2383.0,3.853099E-6
2384.0,2384.0,0.04856439
2385.0,2385.0,0.013140158
2386.0,2386.0,3.3883503E-6
2387.0,2387.0,0.0039513367
2388.0,2388.0,5.257766E-4
2389.0,2389.0,3.4991896E-8
2390.0,2390.0,9.1504666E-4
2391.0,2391.0,8.6808035E-7
2392.0,2392.0,0.095400095
2393.0,2393.0,0.101903506
2394.0,2394.0,0.5666791
2395.0,2395.0,5.275176E-6
2396.0,2396.0,1.9136291E-6
2397.0,2397.0,0.009864954
2398.0,2398.0,3.09008E-6
2399.0,2399.0,0.4121246
2400.0,2400.0,0.6439695
2401.0,2401.0,1.3219901E-4
2402.0,2402.0,7.1831694E-4
2403.0,2403.0,0.0018091274
2404.0,2404.0,0.25776267
2405.0,2405.0,2.9096063E-7
2406.0,2406.0,1.8474607E-4
2407.0,2407.0,0.21230908
2408.0,2408.0,4.9175444E-4
2409.0,2409.0,3.1386805E-6
2410.0,2410.0,0.52205026
2411.0,2411.0,8.593621E-6
2412.0,2412.0,0.57064146
2413.0,2413.0,0.015270217
2414.0,2414.0,0.55276525
2415.0,2415.0,0.56902164
2416.0,2416.0,0.27369487
2417.0,2417.0,0.0015585468
2418.0,2418.0,2.1068058E-4
2419.0,2419.0,1.901246E-5
2420.0,2420.0,0.5876741
2421.0,2421.0,9.315604E-5
2422.0,2422.0,0.4551334
2423.0,2423.0,5.6045014E-8
2424.0,2424.0,1.8404558E-6
2425.0,2425.0,0.023165647
2426.0,2426.0,0.04712452
2427.0,2427.0,0.010038404
2428.0,2428.0,0.43417767
2429.0,2429.0,0.0066456785
2430.0,2430.0,0.302947
2431.0,2431.0,0.46136096
2432.0,2432.0,1.4972453E-5
2433.0,2433.0,3.0793384E-8
2434.0,2434.0,4.6736395E-6
2435.0,2435.0,3.5155479E-6
2436.0,2436.0,0.37689033
2437.0,2437.0,4.8374585E-4
2438.0,2438.0,3.0387416E-6
2439.0,2439.0,0.4216631
2440.0,2440.0,0.050630152
2441.0,2441.0,4.368942E-5
2442.0,2442.0,4.7380445E-7
2443.0,2443.0,0.12818688
2444.0,2444.0,0.0018361198
2445.0,2445.0,0.32559112
2446.0,2446.0,0.0661648
2447.0,2447.0,0.0010521609
2448.0,2448.0,2.346798E-9
2449.0,2449.0,0.013031469
2450.0,2450.0,0.30579537
2451.0,2451.0,0.7268293
2452.0,2452.0,0.094515674
2453.0,2453.0,0.3098911
2454.0,2454.0,0.007267825
2455.0,2455.0,1.1118846E-6
2456.0,2456.0,2.4453422E-7
2457.0,2457.0,4.071171E-6
2458.0,2458.0,0.046145238
2459.0,2459.0,0.0077296076
2460.0,2460.0,0.22066282
2461.0,2461.0,1.4547646E-5
2462.0,2462.0,0.16601011
2463.0,2463.0,0.042105
2464.0,2464.0,3.2109708E-7
2465.0,2465.0,0.1002246
2466.0,2466.0,0.14035267
2467.0,2467.0,2.9910772E-5
2468.0,2468.0,0.358699
2469.0,2469.0,8.7794074E-4
2470.0,2470.0,2.2069136E-4
2471.0,2471.0,4.2539787E-6
2472.0,2472.0,2.7192844E-4
2473.0,2473.0,0.900213
2474.0,2474.0,0.43925136
2475.0,2475.0,0.0020571107
2476.0,2476.0,0.0015573099
2477.0,2477.0,0.37897307
2478.0,2478.0,2.752761E-4
2479.0,2479.0,0.027473442
2480.0,2480.0,0.3487068
2481.0,2481.0,1.9108408E-7
2482.0,2482.0,0.22507878
2483.0,2483.0,3.7085687E-5
2484.0,2484.0,0.33180794
2485.0,2485.0,1.6659862E-5
2486.0,2486.0,0.0020679012
2487.0,2487.0,0.02448326
2488.0,2488.0,1.5685519E-8
2489.0,2489.0,0.0015489749
2490.0,2490.0,0.02669144
2491.0,2491.0,3.7924888E-6
2492.0,2492.0,0.053773288
2493.0,2493.0,6.629707E-6
2494.0,2494.0,0.5012307
2495.0,2495.0,0.12505257
2496.0,2496.0,0.61394185
2497.0,2497.0,1.2556721E-5
2498.0,2498.0,0.5038256
2499.0,2499.0,0.071264565
2500.0,2500.0,0.010517539
2501.0,2501.0,0.66794735
2502.0,2502.0,0.010053167
2503.0,2503.0,0.07246198
2504.0,2504.0,1.9901907E-7
2505.0,2505.0,0.06905191
2506.0,2506.0,1.0392295E-4
2507.0,2507.0,0.41328734
2508.0,2508.0,0.81804484
2509.0,2509.0,1.2288482E-6
2510.0,2510.0,0.08914366
2511.0,2511.0,3.9415096E-4
2512.0,2512.0,6.66557E-5
2513.0,2513.0,1.2662667E-5
2514.0,2514.0,6.765613E-8
2515.0,2515.0,0.025331702
2516.0,2516.0,8.303011E-9
2517.0,2517.0,0.52994984
2518.0,2518.0,1.652591E-6
2519.0,2519.0,0.021583224
2520.0,2520.0,0.5921099
2521.0,2521.0,8.181134E-4
2522.0,2522.0,0.015017355
2523.0,2523.0,0.008185216
2524.0,2524.0,2.365886E-7
2525.0,2525.0,4.872783E-5
2526.0,2526.0,0.5484209
2527.0,2527.0,0.022233918
2528.0,2528.0,0.11657775
2529.0,2529.0,0.066463836
2530.0,2530.0,0.18040466
2531.0,2531.0,0.028227426
2532.0,2532.0,4.7256262E-6
2533.0,2533.0,0.015619033
2534.0,2534.0,0.012551369
2535.0,2535.0,2.1533591E-4
2536.0,2536.0,0.0010470691
2537.0,2537.0,0.10780716
2538.0,2538.0,0.0075084376
2539.0,2539.0,9.890323E-5
2540.0,2540.0,8.410429E-6
2541.0,2541.0,0.013090104
2542.0,2542.0,2.5986663E-8
2543.0,2543.0,4.005723E-7
2544.0,2544.0,1.09729204E-4
2545.0,2545.0,1.7379002E-6
2546.0,2546.0,3.1760133E-5
2547.0,2547.0,1.0895741E-5
2548.0,2548.0,3.5469966E-6
2549.0,2549.0,0.05064233
2550.0,2550.0,0.010524037
2551.0,2551.0,4.3411357E-5
2552.0,2552.0,0.009507706
2553.0,2553.0,0.002721015
2554.0,2554.0,0.7347002
2555.0,2555.0,0.2529979
2556.0,2556.0,0.2496876
2557.0,2557.0,5.7651546E-6
2558.0,2558.0,0.03340204
2559.0,2559.0,0.6433858
2560.0,2560.0,2.0735364E-8
2561.0,2561.0,2.5607142E-4
2562.0,2562.0,0.38225824
2563.0,2563.0,0.9513081
2564.0,2564.0,7.243346E-4
2565.0,2565.0,0.0019300977
2566.0,2566.0,1.819745E-4
2567.0,2567.0,0.12864636
2568.0,2568.0,0.11930041
2569.0,2569.0,1.2284015E-6
2570.0,2570.0,0.023162415
2571.0,2571.0,1.0059646E-6
2572.0,2572.0,0.15956976
2573.0,2573.0,2.5243415E-5
2574.0,2574.0,4.3706236E-6
2575.0,2575.0,0.58811766
2576.0,2576.0,0.6259472
2577.0,2577.0,0.07008911
2578.0,2578.0,0.40702018
2579.0,2579.0,0.5634449
2580.0,2580.0,0.0017416391
2581.0,2581.0,0.023161221
2582.0,2582.0,2.638534E-4
2583.0,2583.0,4.7405696E-4
2584.0,2584.0,5.034178E-4
2585.0,2585.0,3.6959943E-7
2586.0,2586.0,0.06117471
2587.0,2587.0,0.3998771
2588.0,2588.0,0.004594236
2589.0,2589.0,0.6722351
2590.0,2590.0,5.609622E-6
2591.0,2591.0,2.631903E-4
2592.0,2592.0,0.008490492
2593.0,2593.0,4.412353E-5
2594.0,2594.0,0.44249633
2595.0,2595.0,3.7739633E-4
2596.0,2596.0,7.97843E-7
2597.0,2597.0,0.33523187
2598.0,2598.0,9.51038E-5
2599.0,2599.0,0.2503411
2600.0,2600.0,0.014880782
2601.0,2601.0,0.5139146
2602.0,2602.0,0.0029321846
2603.0,2603.0,1.5085599E-5
2604.0,2604.0,1.0599852E-5
2605.0,2605.0,5.508716E-5
2606.0,2606.0,0.41646144
2607.0,2607.0,3.3939682E-9
2608.0,2608.0,0.01725589
2609.0,2609.0,0.45833516
2610.0,2610.0,0.5861307
2611.0,2611.0,0.007438309
2612.0,2612.0,0.65192527
2613.0,2613.0,0.5397805
2614.0,2614.0,0.02608782
2615.0,2615.0,6.4624606E-7
2616.0,2616.0,3.9747156E-6
2617.0,2617.0,0.0014397317
2618.0,2618.0,0.13964589
2619.0,2619.0,1.8097539E-4
2620.0,2620.0,3.8779955E-8
2621.0,2621.0,0.03355675
2622.0,2622.0,0.01603424
2623.0,2623.0,3.7359835E-6
2624.0,2624.0,0.24438854
2625.0,2625.0,0.019112611
2626.0,2626.0,0.45097858
2627.0,2627.0,0.1303956
2628.0,2628.0,1.5549327E-4
2629.0,2629.0,1.4027129E-5
2630.0,2630.0,0.58864397
2631.0,2631.0,4.680381E-4
2632.0,2632.0,1.52466655E-5
2633.0,2633.0,6.302457E-8
2634.0,2634.0,0.15741342
2635.0,2635.0,7.680577E-6
2636.0,2636.0,3.1982808E-4
2637.0,2637.0,0.05719252
2638.0,2638.0,3.1182583E-7
2639.0,2639.0,0.17225519
2640.0,2640.0,0.48075852
2641.0,2641.0,0.007296931
2642.0,2642.0,7.653944E-6
2643.0,2643.0,0.94770163
2644.0,2644.0,8.969026E-4
2645.0,2645.0,2.0603618E-6
2646.0,2646.0,0.17113529
2647.0,2647.0,0.058558296
2648.0,2648.0,4.53917E-5
2649.0,2649.0,0.017898407
2650.0,2650.0,7.755614E-5
2651.0,2651.0,0.012062038
2652.0,2652.0,0.02675178
2653.0,2653.0,2.405366E-4
2654.0,2654.0,0.16603857
2655.0,2655.0,0.0039956276
2656.0,2656.0,0.0081631765
2657.0,2657.0,0.3392787
2658.0,2658.0,7.82971E-7
2659.0,2659.0,0.16187157
2660.0,2660.0,0.0056018466
2661.0,2661.0,0.058942627
2662.0,2662.0,3.7851976E-7
2663.0,2663.0,4.4675157E-4
2664.0,2664.0,0.04149786
2665.0,2665.0,7.4109143E-6
2666.0,2666.0,0.01232179
2667.0,2667.0,0.018536702
2668.0,2668.0,0.011244212
2669.0,2669.0,0.018016875
2670.0,2670.0,0.28593406
2671.0,2671.0,6.416755E-5
2672.0,2672.0,0.0042455583
2673.0,2673.0,0.46823552
2674.0,2674.0,0.8205608
2675.0,2675.0,0.14540896
2676.0,2676.0,0.54859847
2677.0,2677.0,1.6336624E-5
2678.0,2678.0,1.7166425E-6
2679.0,2679.0,5.375022E-4
2680.0,2680.0,0.39431483
2681.0,2681.0,0.68746036
2682.0,2682.0,0.0016291018
2683.0,2683.0,0.023613809
2684.0,2684.0,0.3487536
2685.0,2685.0,0.55703664
2686.0,2686.0,0.6162752
2687.0,2687.0,4.6269273E-5
2688.0,2688.0,0.418734
2689.0,2689.0,0.07327742
2690.0,2690.0,1.2042481E-6
2691.0,2691.0,1.2484593E-4
2692.0,2692.0,0.03409166
2693.0,2693.0,0.14112164
2694.0,2694.0,2.3078877E-5
2695.0,2695.0,0.01755715
2696.0,2696.0,0.6091894
2697.0,2697.0,0.0021860104
2698.0,2698.0,0.014728195
2699.0,2699.0,0.11111547
2700.0,2700.0,0.4909307
2701.0,2701.0,0.01225832
2702.0,2702.0,0.032186933
2703.0,2703.0,0.5126434
2704.0,2704.0,4.8590126E-4
2705.0,2705.0,0.727622
2706.0,2706.0,6.949348E-7
2707.0,2707.0,0.05943049
2708.0,2708.0,0.38017172
2709.0,2709.0,6.3025504E-7
2710.0,2710.0,0.0124922395
2711.0,2711.0,0.026423225
2712.0,2712.0,7.110187E-6
2713.0,2713.0,7.145409E-5
2714.0,2714.0,0.19040312
2715.0,2715.0,1.5645771E-6
2716.0,2716.0,4.0950138E-8
2717.0,2717.0,0.0046256045
2718.0,2718.0,0.007674916
2719.0,2719.0,0.3997968
2720.0,2720.0,7.4675994E-4
2721.0,2721.0,0.6011548
