X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
74.0,74.0,train,3.09522576694307E-4,35.94337775951344,0.5339306244892237
75.0,75.0,train,1.365670215762615E-4,11.122348814625445,0.2859735058536882
76.0,76.0,train,2.1435217315684591E-4,18.64846739875778,0.4106223337831415
77.0,77.0,train,1.0455006917989609E-4,8.290354310410573,0.22730209883433683
78.0,78.0,train,4.051080553884683E-4,53.310553766799565,0.6318177510308688
79.0,79.0,train,2.851954664442407E-4,31.527357677436015,0.5051097573139995
80.0,80.0,train,2.1586337552093054E-4,18.930853604547455,0.41281503179834844
81.0,81.0,train,8.844953752053236E-4,80.52903162961654,0.8871347051541691
82.0,82.0,train,7.622111072539747E-4,76.35179008178726,0.8474026742741884
83.0,83.0,train,0.0020512956433517897,93.87168502185611,0.9936506976209376
